,category,condition
0,H30.001,"Unspecified focal chorioretinal inflammation, right eye"
1,H30.002,"Unspecified focal chorioretinal inflammation, left eye"
2,H30.003,"Unspecified focal chorioretinal inflammation, bilateral"
3,H30.009,"Unsp focal chorioretinal inflammation, unspecified eye"
4,H30.011,"Focal chorioretinal inflammation, juxtapapillary, right eye"
5,H30.012,"Focal chorioretinal inflammation, juxtapapillary, left eye"
6,H30.013,"Focal chorioretinal inflammation, juxtapapillary, bilateral"
7,H30.019,"Focal chorioretinal inflammation, juxtapapillary, unsp eye"
8,H30.021,"Focal chorioretin inflammation of posterior pole, right eye"
9,H30.022,"Focal chorioretinal inflammation of posterior pole, left eye"
10,H30.023,"Focal chorioretin inflammation of posterior pole, bilateral"
11,H30.029,"Focal chorioretinal inflammation of posterior pole, unsp eye"
12,H30.031,"Focal chorioretinal inflammation, peripheral, right eye"
13,H30.032,"Focal chorioretinal inflammation, peripheral, left eye"
14,H30.033,"Focal chorioretinal inflammation, peripheral, bilateral"
15,H30.039,"Focal chorioretinal inflammation, peripheral, unsp eye"
16,H30.041,"Focal chorioretin inflam, macular or paramacular, right eye"
17,H30.042,"Focal chorioretin inflam, macular or paramacular, left eye"
18,H30.043,"Focal chorioretin inflam, macular or paramacular, bilateral"
19,H30.049,"Focal chorioretin inflam, macular or paramacular, unsp eye"
20,H30.101,"Unsp disseminated chorioretinal inflammation, right eye"
21,H30.102,"Unsp disseminated chorioretinal inflammation, left eye"
22,H30.103,"Unsp disseminated chorioretinal inflammation, bilateral"
23,H30.109,"Unsp disseminated chorioretinal inflammation, unsp eye"
24,H30.111,"Dissem chorioretin inflammation of posterior pole, right eye"
25,H30.112,"Dissem chorioretin inflammation of posterior pole, left eye"
26,H30.113,"Dissem chorioretin inflammation of posterior pole, bilateral"
27,H30.119,"Dissem chorioretin inflammation of posterior pole, unsp eye"
28,H30.121,"Disseminated chorioretin inflammation, peripheral right eye"
29,H30.122,"Disseminated chorioretin inflammation, peripheral, left eye"
30,H30.123,"Disseminated chorioretin inflammation, peripheral, bilateral"
31,H30.129,"Disseminated chorioretin inflammation, peripheral, unsp eye"
32,H30.131,"Dissem chorioretin inflammation, generalized, right eye"
33,H30.132,"Disseminated chorioretin inflammation, generalized, left eye"
34,H30.133,"Dissem chorioretin inflammation, generalized, bilateral"
35,H30.139,"Disseminated chorioretin inflammation, generalized, unsp eye"
36,H30.141,"Acute post multifoc placoid pigment epitheliopathy, r eye"
37,H30.142,"Acute post multifoc placoid pigment epitheliopathy, left eye"
38,H30.143,"Acute posterior multifoc placoid pigment epitheliopathy, bi"
39,H30.149,"Acute post multifoc placoid pigment epitheliopathy, unsp eye"
40,H30.20,"Posterior cyclitis, unspecified eye"
41,H30.21,"Posterior cyclitis, right eye"
42,H30.22,"Posterior cyclitis, left eye"
43,H30.23,"Posterior cyclitis, bilateral"
44,H30.811,"Harada's disease, right eye"
45,H30.812,"Harada's disease, left eye"
46,H30.813,"Harada's disease, bilateral"
47,H30.819,"Harada's disease, unspecified eye"
48,H30.891,"Other chorioretinal inflammations, right eye"
49,H30.892,"Other chorioretinal inflammations, left eye"
50,H30.893,"Other chorioretinal inflammations, bilateral"
51,H30.899,"Other chorioretinal inflammations, unspecified eye"
52,H30.90,"Unspecified chorioretinal inflammation, unspecified eye"
53,H30.91,"Unspecified chorioretinal inflammation, right eye"
54,H30.92,"Unspecified chorioretinal inflammation, left eye"
55,H30.93,"Unspecified chorioretinal inflammation, bilateral"
56,H31.001,"Unspecified chorioretinal scars, right eye"
57,H31.002,"Unspecified chorioretinal scars, left eye"
58,H31.003,"Unspecified chorioretinal scars, bilateral"
59,H31.009,"Unspecified chorioretinal scars, unspecified eye"
60,H31.011,"Macula scars of posterior pole (posttraumatic), right eye"
61,H31.012,"Macula scars of posterior pole (posttraumatic), left eye"
62,H31.013,"Macula scars of posterior pole (posttraumatic), bilateral"
63,H31.019,"Macula scars of posterior pole (posttraumatic), unsp eye"
64,H31.021,"Solar retinopathy, right eye"
65,H31.022,"Solar retinopathy, left eye"
66,H31.023,"Solar retinopathy, bilateral"
67,H31.029,"Solar retinopathy, unspecified eye"
68,H31.091,"Other chorioretinal scars, right eye"
69,H31.092,"Other chorioretinal scars, left eye"
70,H31.093,"Other chorioretinal scars, bilateral"
71,H31.099,"Other chorioretinal scars, unspecified eye"
72,H31.101,"Choroidal degeneration, unspecified, right eye"
73,H31.102,"Choroidal degeneration, unspecified, left eye"
74,H31.103,"Choroidal degeneration, unspecified, bilateral"
75,H31.109,"Choroidal degeneration, unspecified, unspecified eye"
76,H31.111,"Agerelated choroidal atrophy, right eye"
77,H31.112,"Agerelated choroidal atrophy, left eye"
78,H31.113,"Agerelated choroidal atrophy, bilateral"
79,H31.119,"Agerelated choroidal atrophy, unspecified eye"
80,H31.121,"Diffuse secondary atrophy of choroid, right eye"
81,H31.122,"Diffuse secondary atrophy of choroid, left eye"
82,H31.123,"Diffuse secondary atrophy of choroid, bilateral"
83,H31.129,"Diffuse secondary atrophy of choroid, unspecified eye"
84,H31.20,"Hereditary choroidal dystrophy, unspecified"
85,H31.21,Choroideremia
86,H31.22,Choroidal dystrophy (central areolar) (peripapillary)
87,H31.23,"Gyrate atrophy, choroid"
88,H31.29,Other hereditary choroidal dystrophy
89,H31.301,"Unspecified choroidal hemorrhage, right eye"
90,H31.302,"Unspecified choroidal hemorrhage, left eye"
91,H31.303,"Unspecified choroidal hemorrhage, bilateral"
92,H31.309,"Unspecified choroidal hemorrhage, unspecified eye"
93,H31.311,"Expulsive choroidal hemorrhage, right eye"
94,H31.312,"Expulsive choroidal hemorrhage, left eye"
95,H31.313,"Expulsive choroidal hemorrhage, bilateral"
96,H31.319,"Expulsive choroidal hemorrhage, unspecified eye"
97,H31.321,"Choroidal rupture, right eye"
98,H31.322,"Choroidal rupture, left eye"
99,H31.323,"Choroidal rupture, bilateral"
100,H31.329,"Choroidal rupture, unspecified eye"
101,H31.401,"Unspecified choroidal detachment, right eye"
102,H31.402,"Unspecified choroidal detachment, left eye"
103,H31.403,"Unspecified choroidal detachment, bilateral"
104,H31.409,"Unspecified choroidal detachment, unspecified eye"
105,H31.411,"Hemorrhagic choroidal detachment, right eye"
106,H31.412,"Hemorrhagic choroidal detachment, left eye"
107,H31.413,"Hemorrhagic choroidal detachment, bilateral"
108,H31.419,"Hemorrhagic choroidal detachment, unspecified eye"
109,H31.421,"Serous choroidal detachment, right eye"
110,H31.422,"Serous choroidal detachment, left eye"
111,H31.423,"Serous choroidal detachment, bilateral"
112,H31.429,"Serous choroidal detachment, unspecified eye"
113,H31.8,Other specified disorders of choroid
114,H31.9,Unspecified disorder of choroid
115,Chorioretinal disorders in diseases classified elsewhere (H32),H32  Chorioretinal disorders in diseases classified elsewhere
116,H32,Chorioretinal disorders in diseases classified elsewhere
117,H33.001,"Unspecified retinal detachment with retinal break, right eye"
118,H33.002,"Unspecified retinal detachment with retinal break, left eye"
119,H33.003,"Unspecified retinal detachment with retinal break, bilateral"
120,H33.009,"Unsp retinal detachment with retinal break, unspecified eye"
121,H33.011,"Retinal detachment with single break, right eye"
122,H33.012,"Retinal detachment with single break, left eye"
123,H33.013,"Retinal detachment with single break, bilateral"
124,H33.019,"Retinal detachment with single break, unspecified eye"
125,H33.021,"Retinal detachment with multiple breaks, right eye"
126,H33.022,"Retinal detachment with multiple breaks, left eye"
127,H33.023,"Retinal detachment with multiple breaks, bilateral"
128,H33.029,"Retinal detachment with multiple breaks, unspecified eye"
129,H33.031,"Retinal detachment with giant retinal tear, right eye"
130,H33.032,"Retinal detachment with giant retinal tear, left eye"
131,H33.033,"Retinal detachment with giant retinal tear, bilateral"
132,H33.039,"Retinal detachment with giant retinal tear, unspecified eye"
133,H33.041,"Retinal detachment with retinal dialysis, right eye"
134,H33.042,"Retinal detachment with retinal dialysis, left eye"
135,H33.043,"Retinal detachment with retinal dialysis, bilateral"
136,H33.049,"Retinal detachment with retinal dialysis, unspecified eye"
137,H33.051,"Total retinal detachment, right eye"
138,H33.052,"Total retinal detachment, left eye"
139,H33.053,"Total retinal detachment, bilateral"
140,H33.059,"Total retinal detachment, unspecified eye"
141,H33.101,"Unspecified retinoschisis, right eye"
142,H33.102,"Unspecified retinoschisis, left eye"
143,H33.103,"Unspecified retinoschisis, bilateral"
144,H33.109,"Unspecified retinoschisis, unspecified eye"
145,H33.111,"Cyst of ora serrata, right eye"
146,H33.112,"Cyst of ora serrata, left eye"
147,H33.113,"Cyst of ora serrata, bilateral"
148,H33.119,"Cyst of ora serrata, unspecified eye"
149,H33.121,"Parasitic cyst of retina, right eye"
150,H33.122,"Parasitic cyst of retina, left eye"
151,H33.123,"Parasitic cyst of retina, bilateral"
152,H33.129,"Parasitic cyst of retina, unspecified eye"
153,H33.191,"Other retinoschisis and retinal cysts, right eye"
154,H33.192,"Other retinoschisis and retinal cysts, left eye"
155,H33.193,"Other retinoschisis and retinal cysts, bilateral"
156,H33.199,"Other retinoschisis and retinal cysts, unspecified eye"
157,H33.20,"Serous retinal detachment, unspecified eye"
158,H33.21,"Serous retinal detachment, right eye"
159,H33.22,"Serous retinal detachment, left eye"
160,H33.23,"Serous retinal detachment, bilateral"
161,H33.301,"Unspecified retinal break, right eye"
162,H33.302,"Unspecified retinal break, left eye"
163,H33.303,"Unspecified retinal break, bilateral"
164,H33.309,"Unspecified retinal break, unspecified eye"
165,H33.311,"Horseshoe tear of retina without detachment, right eye"
166,H33.312,"Horseshoe tear of retina without detachment, left eye"
167,H33.313,"Horseshoe tear of retina without detachment, bilateral"
168,H33.319,"Horseshoe tear of retina without detachment, unspecified eye"
169,H33.321,"Round hole, right eye"
170,H33.322,"Round hole, left eye"
171,H33.323,"Round hole, bilateral"
172,H33.329,"Round hole, unspecified eye"
173,H33.331,"Multiple defects of retina without detachment, right eye"
174,H33.332,"Multiple defects of retina without detachment, left eye"
175,H33.333,"Multiple defects of retina without detachment, bilateral"
176,H33.339,"Multiple defects of retina without detachment, unsp eye"
177,H33.40,"Traction detachment of retina, unspecified eye"
178,H33.41,"Traction detachment of retina, right eye"
179,H33.42,"Traction detachment of retina, left eye"
180,H33.43,"Traction detachment of retina, bilateral"
181,H33.8,Other retinal detachments
182,H34.00,"Transient retinal artery occlusion, unspecified eye"
183,H34.01,"Transient retinal artery occlusion, right eye"
184,H34.02,"Transient retinal artery occlusion, left eye"
185,H34.03,"Transient retinal artery occlusion, bilateral"
186,H34.10,"Central retinal artery occlusion, unspecified eye"
187,H34.11,"Central retinal artery occlusion, right eye"
188,H34.12,"Central retinal artery occlusion, left eye"
189,H34.13,"Central retinal artery occlusion, bilateral"
190,H34.211,"Partial retinal artery occlusion, right eye"
191,H34.212,"Partial retinal artery occlusion, left eye"
192,H34.213,"Partial retinal artery occlusion, bilateral"
193,H34.219,"Partial retinal artery occlusion, unspecified eye"
194,H34.231,"Retinal artery branch occlusion, right eye"
195,H34.232,"Retinal artery branch occlusion, left eye"
196,H34.233,"Retinal artery branch occlusion, bilateral"
197,H34.239,"Retinal artery branch occlusion, unspecified eye"
198,H34.8110,"Central retinal vein occls, right eye, with macular edema"
199,H34.8111,"Central retinal vein occlusion, right eye, w rtnl neovas"
200,H34.8112,"Central retinal vein occlusion, right eye, stable"
201,H34.8120,"Central retinal vein occlusion, left eye, with macular edema"
202,H34.8121,"Central retinal vein occlusion, left eye, w rtnl neovas"
203,H34.8122,"Central retinal vein occlusion, left eye, stable"
204,H34.8130,"Central retinal vein occlusion, bi, with macular edema"
205,H34.8131,"Central retinal vein occlusion, bilateral, w rtnl neovas"
206,H34.8132,"Central retinal vein occlusion, bilateral, stable"
207,H34.8190,"Central retinal vein occlusion, unsp, with macular edema"
208,H34.8191,"Central retinal vein occlusion, unsp, w rtnl neovas"
209,H34.8192,"Central retinal vein occlusion, unspecified eye, stable"
210,H34.821,"Venous engorgement, right eye"
211,H34.822,"Venous engorgement, left eye"
212,H34.823,"Venous engorgement, bilateral"
213,H34.829,"Venous engorgement, unspecified eye"
214,H34.8310,"Trib rtnl vein occlusion, right eye, with macular edema"
215,H34.8311,"Trib rtnl vein occlusion, right eye, w rtnl neovas"
216,H34.8312,"Tributary (branch) retinal vein occlusion, right eye, stable"
217,H34.8320,"Trib rtnl vein occlusion, left eye, with macular edema"
218,H34.8321,"Trib rtnl vein occlusion, left eye, w rtnl neovas"
219,H34.8322,"Tributary (branch) retinal vein occlusion, left eye, stable"
220,H34.8330,"Trib rtnl vein occlusion, bilateral, with macular edema"
221,H34.8331,"Trib rtnl vein occlusion, bilateral, w rtnl neovas"
222,H34.8332,"Tributary (branch) retinal vein occlusion, bilateral, stable"
223,H34.8390,"Trib rtnl vein occlusion, unsp, with macular edema"
224,H34.8391,"Trib rtnl vein occlusion, unspecified eye, w rtnl neovas"
225,H34.8392,"Trib rtnl vein occlusion, unspecified eye, stable"
226,H34.9,Unspecified retinal vascular occlusion
227,H35.00,Unspecified background retinopathy
228,H35.011,"Changes in retinal vascular appearance, right eye"
229,H35.012,"Changes in retinal vascular appearance, left eye"
230,H35.013,"Changes in retinal vascular appearance, bilateral"
231,H35.019,"Changes in retinal vascular appearance, unspecified eye"
232,H35.021,"Exudative retinopathy, right eye"
233,H35.022,"Exudative retinopathy, left eye"
234,H35.023,"Exudative retinopathy, bilateral"
235,H35.029,"Exudative retinopathy, unspecified eye"
236,H35.031,"Hypertensive retinopathy, right eye"
237,H35.032,"Hypertensive retinopathy, left eye"
238,H35.033,"Hypertensive retinopathy, bilateral"
239,H35.039,"Hypertensive retinopathy, unspecified eye"
240,H35.041,"Retinal microaneurysms, unspecified, right eye"
241,H35.042,"Retinal microaneurysms, unspecified, left eye"
242,H35.043,"Retinal microaneurysms, unspecified, bilateral"
243,H35.049,"Retinal microaneurysms, unspecified, unspecified eye"
244,H35.051,"Retinal neovascularization, unspecified, right eye"
245,H35.052,"Retinal neovascularization, unspecified, left eye"
246,H35.053,"Retinal neovascularization, unspecified, bilateral"
247,H35.059,"Retinal neovascularization, unspecified, unspecified eye"
248,H35.061,"Retinal vasculitis, right eye"
249,H35.062,"Retinal vasculitis, left eye"
250,H35.063,"Retinal vasculitis, bilateral"
251,H35.069,"Retinal vasculitis, unspecified eye"
252,H35.071,"Retinal telangiectasis, right eye"
253,H35.072,"Retinal telangiectasis, left eye"
254,H35.073,"Retinal telangiectasis, bilateral"
255,H35.079,"Retinal telangiectasis, unspecified eye"
256,H35.09,Other intraretinal microvascular abnormalities
257,H35.101,"Retinopathy of prematurity, unspecified, right eye"
