,Synonyms
0,"['Infestation by Pediculus', 'Pediculosis capitis']"
1,"['Infestation by Pediculus', 'Maculae ceruleae', 'Macular eruption', 'Melanoderma', 'Parasitic melanoderma', 'Pediculosis corporis']"
2,"['Dermatoses due to Crustacea', 'Dermatosis due to lice', 'Infestation by Anoplura', 'Infestation by biting lice', 'Infestation by Haematopinus', 'Infestation by Linognathus', 'Infestation by Mallophaga', 'Infestation by Pediculus', 'Infestation by Solenopotes', 'Louse infestation', 'Sea lice bite']"
3,"['Dermatosis due to lice', 'Dermatosis due to lice', 'Disseminated phthiriasis', 'Infestation by Phthirus', 'Infestation by Phthirus pubis', 'Phthiriasis of eyelashes']"
4,"['Infestation by Pediculus', 'Infestation by Pediculus', 'Infestation by Phthirus', 'Mixed pediculus infestation', 'Pediculosis and phthirus infections']"
5,[]
6,"['Crusted scabies', 'Infestation by Sarcoptes', 'Infestation by Sarcoptes scabiei var bovis', 'Infestation by Sarcoptes scabiei var canis', 'Infestation by Sarcoptes scabiei var equi', 'Infestation by Sarcoptes scabiei var hominis', 'Infestation by Sarcoptes scabiei var ovis', 'Infestation by Sarcoptes scabiei var suis', 'Scabetic nodule']"
7,"['Congo floor maggot disease', 'Creeping myiasis', 'Cutaneous myiasis', 'Cutaneous screw-worm myiasis', 'Infestation by Calliphoridae', 'Infestation by Calliphoridae', 'Subcutaneous myiasis']"
8,['Wound myiasis']
9,['Ophthalmic myiasis']
10,['Nasopharyngeal myiasis']
11,['Aural myiasis']
12,['Genitourinary myiasis']
13,"['Intestinal myiasis', 'Rectal myiasis']"
14,[]
15,"['Cavitary myiasis', 'Infestation by Dermatobia', 'Infestation by Dermatobia hominis', 'Infestation by fly larvae', 'Infestation by Gasterophilus', 'Infestation by Gasterophilus haemorrhoidalis', 'Infestation by Gasterophilus inermis', 'Infestation by Gasterophilus nasalis', 'Infestation by Gasterophilus pecorum', 'Infestation caused by Oestrus', 'Infestation caused by Oestrus ovis']"
