,Synonyms
4,"['Bejel', 'Dichuchwa', 'Njovera', 'Non-venereal endemic syphilis', 'Radesyge', 'Sibbens', 'Siti', 'Skerjevo']"
5,"['Initial frambesial ulcer', 'Initial lesion of yaws']"
6,"['Benign neoplasm of skin of foot', 'Benign neoplasm of skin of hand', 'Benign neoplasm of soft tissue of foot', 'Butter yaws', 'Frambesioma', 'Mass of palm', 'Multiple yaws papillomata', 'Palmar papilloma of yaws', 'Papilloma of skin', 'Papilloma of skin', 'Papilloma of skin', 'Plantar papilloma of yaws', 'Wet crab yaws']"
7,"['Cutaneous disorders of Yaws', 'Cutaneous yaws ', 'Early yaws', 'Early yaws skin lesion', 'Frambeside of early yaws', 'Macular yaws', 'Maculopapular eruption', 'Maculopapular yaws', 'Micropapular yaws', 'Papular yaws']"
8,"['Hyperkeratosis of yaws', 'Palmar hyperkeratosis of yaws', 'Plantar hyperkeratosis of yaws']"
9,"['Nodular late yaws', 'Yaws gummata and ulcers']"
10,"['Chronic nasopharyngitis', 'Chronic pharyngitis', 'Gangosa of yaws', 'Palatitis']"
11,"['Arthritis caused by spirochaetale infection', 'Bone and/or joint yaws lesions', 'Exostosis of jaw', 'Exostosis of skull', 'Ganglion of yaws', 'Goundou of yaws', 'Gummatous osteitis of yaws', 'Gummatous periostitis of yaws', 'Hydrarthrosis of yaws', 'Hypertrophic periostitis of yaws', 'Yaws gumma of bone', 'Yaws of joint', 'Yaws osteitis', 'Yaws periostitis']"
12,"['Bone and/or joint yaws lesions', 'Juxta-articular yaws nodules', 'Mucosal yaws']"
13,"['Latent yaws', 'Latent yaws ']"
14,"['Secondary lesion of yaws', 'Secondary stage of yaws', 'Tertiary lesion of yaws', 'Yaws']"
15,"['Pinta, primary lesion']"
16,"['Erythematous pinta plaque', 'Hyperchromic lesions of pinta', 'Hyperkeratosis of pinta', 'Intermediate lesion of pinta', 'Pintid']"
17,"['Achromia of skin', 'Achromia of skin', 'Achromic skin lesions of pinta', 'Cardiovascular lesions of pinta', 'Cicatricial skin lesions of pinta', 'Dyschromic skin lesions of pinta', 'Generalized cutaneous pinta', 'Pinta, late lesion', 'Vitiligo of pinta']"
