,Synonyms
0,"['Disorder of kidney and/or ureter caused by Schistosoma haematobium', 'Encephalitis caused by Schistosoma', 'Encephalitis caused by Schistosoma haematobium', 'Genitourinary tract schistosomiasis', 'Infective ureteritis', 'Non-venereal urethritis', 'Pneumonia due to parasitic infestation', 'Pneumonia due to Schistosoma haematobium', 'Pulmonary schistosomiasis', 'Schistosoma haematobium infection', 'Schistosomiasis of the urethra', 'Schistosomiasis of ureter', 'Ureteritis', 'Urethral stricture due to infection', 'Urethral stricture due to schistosomiasis', 'Urinary calculus in schistosomiasis', 'Urinary schistosomiasis']"
1,"['Encephalitis caused by Schistosoma', 'Encephalitis caused by Schistosoma mansoni', 'Intestinal schistosomiasis', 'Schistosoma mansoni infection']"
2,"['Encephalitis caused by Schistosoma', 'Encephalitis caused by Schistosoma japonicum', 'Pneumonia due to parasitic infestation', 'Pneumonia due to Schistosoma japonicum', 'Pulmonary schistosomiasis', 'Schistosoma japonicum infection']"
3,"['Cercarial dermatitis of freshwater avian type', 'Cercarial dermatitis of freshwater mammalian type', 'Cercarial dermatitis of sea water avian type', 'Cutaneous fluke infection', 'Cutaneous fluke infection', 'Cutaneous schistosomiasis', 'Infection by Trichobilharzia', ""Sea bather's eruption"", 'Trichobilharzia cercarial dermatitis', 'Water-induced dermatosis']"
4,"['Hepatic schistosomiasis', 'Infection by Schistosoma bovis', 'Infection by Schistosoma chestermani', 'Infection by Schistosoma hippopotami', 'Infection by Schistosoma incognitum', 'Infection by Schistosoma indicum', 'Infection by Schistosoma intercalatum', 'Infection by Schistosoma mattheii', 'Infection by Schistosoma nasalis', 'Infection by Schistosoma spindale', 'Infection by Schistosomatium', 'Infection by Schistosomatium douthitti', 'Pipestem portal cirrhosis']"
5,"['Associated pulmonary arterial hypertension', 'Cardiopulmonary schistosomiasis', 'Cystitis with bilharziasis', 'Disease due to Schistosomatidae', 'Encephalitis caused by Schistosoma', 'Hepatic granuloma', 'Hepatic schistosomal granuloma', 'Hepatic schistosomiasis', 'Hepatic schistosomiasis', 'Hepatic schistosomiasis', 'Hepatosplenic schistosomiasis', 'Infection by Schistosoma', 'Infection of lower respiratory tract and mediastinum', 'Infection of spleen', 'Infection of spleen', 'Infection of spleen', 'Nodule of liver', 'Periurethral abscess', 'Pneumonia due to parasitic infestation', 'Pneumonia due to Schistosoma mansoni', 'Pulmonary arterial hypertension associated with schistosomiasis', 'Pulmonary schistosomiasis', 'Schistosoma mansoni infection', 'Schistosomal hepatomegaly', 'Schistosomal hepatomegaly', 'Schistosomal periurethral abscess', 'Schistosomal pigment deposition', 'Schistosomal splenomegaly', 'Schistosomal splenomegaly', 'Schistosomal urethral fistula', 'Splenic schistosomal giant cell lymphoma', 'Splenitis', ""Symmer's pipe-stem fibrosis"", 'Urinary schistosomiasis', 'Urinary schistosomiasis']"
6,"['Disease due to Opisthorchiidae', 'Infection by Opisthorchis caninus', 'Infection by Opisthorchis noverca', 'Infection by Opisthorchis viverrini', 'Opisthorchiasis']"
7,"['Acute clonorchiasis', 'Biliary cirrhosis', 'Chronic clonorchiasis', 'Clonorchiasis', 'Clonorchiasis with biliary cirrhosis', 'Fibrosis of bile duct', 'Infectious cirrhosis', 'Opisthorchiasis', 'Parasitic cirrhosis']"
8,"['Dicrocoeliasis', 'Disease due to Dicrocoeliidae']"
9,"['Disease due to Fasciolidae', 'Fasciola gigantica infection', 'Infection by Fasciola', 'Infection by Fascioloides', 'Infection by Fascioloides magna', 'Nasopharyngeal fascioliasis', 'Sheep liver fluke infection']"
