,Synonyms
0,"['Cortical age-related cataract of right eye', 'Cortical cataract', 'Cortical senile cataract']"
1,"['Cortical age-related cataract of left eye', 'Cortical cataract', 'Cortical senile cataract']"
2,"['Bilateral cortical age-related cataract eyes', 'Cortical age-related cataract of left eye', 'Cortical age-related cataract of right eye', 'Cortical cataract', 'Cortical senile cataract']"
3,"['Cortical cataract', 'Cortical senile cataract']"
4,"['Anterior subcapsular cataract of right eye', 'Anterior subcapsular polar cataract', 'Anterior subcapsular polar cataract of right eye']"
5,['Anterior subcapsular cataract of left eye']
6,"['Anterior subcapsular cataract of bilateral eyes', 'Anterior subcapsular cataract of left eye', 'Anterior subcapsular cataract of right eye']"
7,"['Anterior subcapsular polar cataract', 'Anterior subcapsular polar senile cataract']"
8,"['Cataract of posterior subcapsule of right eye', 'Posterior subcapsular polar cataract of right eye', 'Posterior subcapsular polar senile cataract', 'Posterior subcapsular polar senile cataract of right eye']"
9,"['Cataract of posterior subcapsule of left eye', 'Posterior subcapsular polar cataract of left eye', 'Posterior subcapsular polar senile cataract', 'Posterior subcapsular polar senile cataract of left eye']"
10,"['Bilateral posterior subcapsular polar senile cataract of eyes', 'Cataract of posterior subcapsule of bilateral eyes', 'Cataract of posterior subcapsule of left eye', 'Cataract of posterior subcapsule of right eye', 'Posterior subcapsular polar cataract of bilateral eyes', 'Posterior subcapsular polar senile cataract', 'Posterior subcapsular polar senile cataract of left eye', 'Posterior subcapsular polar senile cataract of right eye']"
11,"['Posterior subcapsular polar cataract', 'Posterior subcapsular polar senile cataract']"
12,"['Incipient cataract', 'Incipient cataract of right eye']"
13,"['Incipient cataract', 'Incipient cataract of left eye']"
14,"['Bilateral incipient cataracts', 'Incipient cataract', 'Incipient cataract of left eye', 'Incipient cataract of right eye']"
15,"['Coronary age-related cataract', 'Coronary cataract', 'Incipient cataract', 'Incipient senile cataract', 'Punctate age-related cataract', 'Punctate cataract', 'Subcapsular cataract']"
16,"['Age-related lens opacity', 'Cataracta brunescens', 'Nuclear cataract', 'Nuclear sclerosis', 'Nuclear sclerotic cataract', 'Nuclear senile cataract']"
17,"['Age-related cataract of right eye', 'Age-related nuclear cataract of right eye', 'Brunescent cataract of right eye', 'Cataracta brunescens', 'Nuclear cataract', 'Nuclear senile cataract']"
18,"['Age-related cataract of left eye', 'Age-related nuclear cataract of left eye', 'Brunescent cataract of left eye', 'Cataracta brunescens', 'Nuclear cataract', 'Nuclear senile cataract']"
19,"['Age-related cataract of left eye', 'Age-related cataract of right eye', 'Age-related nuclear cataract of left eye', 'Age-related nuclear cataract of right eye', 'Bilateral age-related cataract', 'Bilateral age-related nuclear cataracts', 'Bilateral eye brunescent cataract', 'Brunescent cataract of left eye', 'Brunescent cataract of right eye', 'Cataracta brunescens', 'Nuclear cataract', 'Nuclear senile cataract']"
20,"['Hypermature cataract', 'Hypermature senile cataract', 'Morgagnian cataract']"
21,[]
22,[]
23,[]
24,[]
25,[]
26,[]
27,['Combined form of senile cataract']
28,"['Anterior subcapsular cataract', 'Intumescent cataract', 'Mature cataract', 'Posterior subcapsular cataract', 'Total, mature senile cataract']"
29,"['Age-related cataract of left eye', 'Age-related cataract of right eye', 'Age-related lens opacity', 'Bilateral age-related cataract', 'Bilateral cataracts', 'Partial cataract', 'Senile cataract']"
