,category,condition
0,H25.011,"Cortical agerelated cataract, right eye"
1,H25.012,"Cortical agerelated cataract, left eye"
2,H25.013,"Cortical agerelated cataract, bilateral"
3,H25.019,"Cortical agerelated cataract, unspecified eye"
4,H25.031,"Anterior subcapsular polar agerelated cataract, right eye"
5,H25.032,"Anterior subcapsular polar agerelated cataract, left eye"
6,H25.033,"Anterior subcapsular polar agerelated cataract, bilateral"
7,H25.039,"Anterior subcapsular polar agerelated cataract, unsp eye"
8,H25.041,"Posterior subcapsular polar agerelated cataract, right eye"
9,H25.042,"Posterior subcapsular polar agerelated cataract, left eye"
10,H25.043,"Posterior subcapsular polar agerelated cataract, bilateral"
11,H25.049,"Posterior subcapsular polar agerelated cataract, unsp eye"
12,H25.091,"Other agerelated incipient cataract, right eye"
13,H25.092,"Other agerelated incipient cataract, left eye"
14,H25.093,"Other agerelated incipient cataract, bilateral"
15,H25.099,"Other agerelated incipient cataract, unspecified eye"
16,H25.10,"Agerelated nuclear cataract, unspecified eye"
17,H25.11,"Agerelated nuclear cataract, right eye"
18,H25.12,"Agerelated nuclear cataract, left eye"
19,H25.13,"Agerelated nuclear cataract, bilateral"
20,H25.20,"Agerelated cataract, morgagnian type, unspecified eye"
21,H25.21,"Agerelated cataract, morgagnian type, right eye"
22,H25.22,"Agerelated cataract, morgagnian type, left eye"
23,H25.23,"Agerelated cataract, morgagnian type, bilateral"
24,H25.811,"Combined forms of agerelated cataract, right eye"
25,H25.812,"Combined forms of agerelated cataract, left eye"
26,H25.813,"Combined forms of agerelated cataract, bilateral"
27,H25.819,"Combined forms of agerelated cataract, unspecified eye"
28,H25.89,Other agerelated cataract
29,H25.9,Unspecified agerelated cataract
30,H26.001,"Unspecified infantile and juvenile cataract, right eye"
31,H26.002,"Unspecified infantile and juvenile cataract, left eye"
32,H26.003,"Unspecified infantile and juvenile cataract, bilateral"
33,H26.009,"Unspecified infantile and juvenile cataract, unspecified eye"
34,H26.011,"Infantile and juv cortical/lamellar/zonular cataract, r eye"
35,H26.012,"Infantile and juv cortical/lamellar/zonular cataract, l eye"
36,H26.013,"Infantile and juv cortical/lamellar/zonular cataract, bi"
37,H26.019,"Infantile & juv cortical/lamellar/zonular cataract, unsp eye"
38,H26.031,"Infantile and juvenile nuclear cataract, right eye"
39,H26.032,"Infantile and juvenile nuclear cataract, left eye"
40,H26.033,"Infantile and juvenile nuclear cataract, bilateral"
41,H26.039,"Infantile and juvenile nuclear cataract, unspecified eye"
