,Synonyms
0,"['Benign neoplasm of external upper lip', 'Benign neoplasm of frenum of lip', 'Benign neoplasm of lip', 'Benign neoplasm of lip, oral cavity and pharynx', 'Benign neoplasm of vermilion border of lip', 'Benign neoplasm of vermilion border of lower lip', 'Benign neoplasm of vermilion border of upper lip', 'Benign tumor of frenum of lower lip', 'Benign tumor of frenum of upper lip', 'Benign tumor of labial mucosa', 'Benign tumor of lower labial mucosa', 'Benign tumor of upper labial mucosa', 'Neoplasm of vermilion border of lower lip', 'Neoplasm of vermilion border of upper lip', 'Papilloma of lip', 'Tumor of frenum of lower lip', 'Tumor of frenum of upper lip', 'Tumor of labial mucosa', 'Tumor of lower labial mucosa']"
1,"['Benign neoplasm of base of tongue', 'Benign neoplasm of body of tongue', 'Benign neoplasm of border of tongue', 'Benign neoplasm of dorsal surface of tongue', 'Benign neoplasm of floor of mouth', 'Benign neoplasm of inferior part of body of tongue', 'Benign neoplasm of junctional zone of tongue', 'Benign neoplasm of lateral part of body of tongue', 'Benign neoplasm of lingual tonsil', 'Benign neoplasm of tongue', 'Benign neoplasm of ventral surface of tongue', ""Benign neoplasm of Waldeyer's ring"", 'Benign tumor of frenum linguae', 'Benign tumor of tip of tongue', 'Benign tumor of tongue base - dorsal surface', 'Fibroma of tongue', 'Granular cell myoblastoma of tongue', 'Granular cell tumor', 'Hamartoma of tongue', 'Neoplasm of junctional zone of tongue', 'Neoplasm of lateral border of tongue', 'Neoplasm of lingual tonsil', 'Neoplasm of tip of tongue', 'Neoplasm of ventral surface of tongue', 'Papilloma of tongue', 'Tumor of frenum linguae']"
2,"['Benign neoplasm of floor of mouth', 'Benign neoplasm of lateral portion of floor of mouth', 'Benign tumor of anterior floor of mouth', 'Tumor of anterior floor of mouth', 'Tumor of lateral floor of mouth']"
3,"['Benign neoplasm of lip, oral cavity and pharynx', 'Benign neoplasm of mouth region', 'Benign neoplasm of oral cavity', 'Nevus of oral mucosa', 'Oral papillomatosis', 'Squamous cell papilloma of oral cavity']"
4,"['Benign neoplasm of alveolar ridge mucosa', 'Benign neoplasm of bony palate', 'Benign neoplasm of buccal mucosa', 'Benign neoplasm of cheek', 'Benign neoplasm of gingival mucosa', 'Benign neoplasm of gum', 'Benign neoplasm of hard palate', 'Benign neoplasm of lower gum', 'Benign neoplasm of minor salivary gland', 'Benign neoplasm of palate', 'Benign neoplasm of retromolar area', 'Benign neoplasm of soft palate', 'Benign neoplasm of soft tissue of jaw', 'Benign neoplasm of upper gum', 'Benign neoplasm of uvula', 'Benign neoplasm of vestibule of mouth', 'Benign tumor of inferior surface of soft palate', 'Benign tumor of lower buccal sulcus', 'Benign tumor of lower labial sulcus', 'Benign tumor of upper buccal sulcus', 'Benign tumor of upper labial sulcus', 'Congenital gingival granular cell tumor', 'Giant cell fibroma of oral mucosa', 'Gingival fibroepithelial polyp', 'Gingival polyp', 'Irritative hyperplasia of oral mucosa', 'Mouth polyp', 'Neoplasm of alveolar ridge mucosa', 'Neoplasm of lower gum', 'Neoplasm of minor salivary gland', 'Neoplasm of retromolar area', 'Neoplasm of upper gum', 'Neoplasm of uvula', 'Papilloma of buccal mucosa', 'Peripheral ossifying fibroma', 'Pleomorphic adenoma of palate', 'Tumor of lower buccal sulcus', 'Tumor of lower labial sulcus', 'Tumor of upper buccal sulcus', 'Tumor of upper labial sulcus']"
5,"['Benign neoplasm of lateral wall of oropharynx', 'Benign neoplasm of oropharyngeal wall', 'Benign neoplasm of tonsil', ""Benign neoplasm of Waldeyer's ring"", 'Mass of palatine tonsil']"
6,"['Benign neoplasm of anterior aspect of epiglottis', 'Benign neoplasm of anterior tonsillar pillar', 'Benign neoplasm of aryepiglottic fold', 'Benign neoplasm of epiglottis', 'Benign neoplasm of epiglottis', 'Benign neoplasm of hypopharynx', 'Benign neoplasm of junctional region of epiglottis', 'Benign neoplasm of lateral wall of oropharynx', 'Benign neoplasm of lateral wall of oropharynx', 'Benign neoplasm of oropharyngeal wall', 'Benign neoplasm of oropharyngeal wall', 'Benign neoplasm of oropharynx', 'Benign neoplasm of posterior tonsillar pillar', 'Benign neoplasm of posterior wall of oropharynx', 'Benign neoplasm of tonsil', 'Benign neoplasm of tonsillar fossa', 'Benign neoplasm of tonsillar pillar', 'Benign neoplasm of vallecula', ""Benign neoplasm of Waldeyer's ring"", 'Mass of vallecula of epiglottis', 'Neoplasm of anterior aspect of epiglottis', 'Neoplasm of junctional region of epiglottis', 'Neoplasm of posterior wall of oropharynx', 'Neoplasm of tonsillar fossa', 'Neoplasm of vallecula', 'Tumor of anterior pillar of fauces']"
7,"['Angiofibroma', 'Angiofibroma of nasopharynx', 'Benign neoplasm of adenoid', 'Benign neoplasm of anterior wall of nasopharynx', 'Benign neoplasm of blood vessel of head', 'Benign neoplasm of lateral wall of nasopharynx', 'Benign neoplasm of nasal cavity', 'Benign neoplasm of nasal cavity and nasopharynx', 'Benign neoplasm of nasopharyngeal floor', 'Benign neoplasm of nasopharyngeal wall', 'Benign neoplasm of pharyngeal recess', 'Benign neoplasm of posterior wall of nasopharynx', 'Benign neoplasm of superior wall of nasopharynx', ""Benign neoplasm of Waldeyer's ring"", 'Benign tumor of nasopharynx', 'Juvenile nasopharyngeal angiofibroma', 'Neoplasm of adenoid', 'Neoplasm of anterior wall of nasopharynx', 'Neoplasm of blood vessel of head', 'Neoplasm of lateral wall of nasopharynx', 'Neoplasm of superior wall of nasopharynx', 'Tumor of nasal cavity and nasopharynx', 'Tumor of nasopharyngeal floor', 'Tumor of pharyngeal recess']"
8,"['Benign neoplasm of aryepiglottic fold', 'Benign neoplasm of arytenoid fold', 'Benign neoplasm of hypopharyngeal aspect of interarytenoid fold', 'Benign neoplasm of hypopharynx', 'Benign neoplasm of postcricoid region', 'Benign neoplasm of posterior hypopharyngeal wall', 'Benign neoplasm of pyriform sinus', 'Benign neoplasm of soft tissues of neck', 'Benign tumor aryepiglottic fold - hypopharyngeal aspect', 'Neoplasm of hypopharyngeal aspect of interarytenoid fold', 'Neoplasm of postcricoid region', 'Neoplasm of posterior hypopharyngeal wall', 'Neoplasm of pyriform sinus', 'Tumor of aryepiglottic fold - hypopharyngeal aspect']"
9,"['Benign neoplasm of lip, oral cavity and pharynx', 'Benign neoplasm of pharynx', ""Benign neoplasm of Waldeyer's ring"", 'Benign tumor of ear, nose and throat']"
