,category,condition
0,S80.00XA,"Contusion of unspecified knee, initial encounter"
1,S80.00XD,"Contusion of unspecified knee, subsequent encounter"
2,S80.00XS,"Contusion of unspecified knee, sequela"
3,S80.01XA,"Contusion of right knee, initial encounter"
4,S80.01XD,"Contusion of right knee, subsequent encounter"
5,S80.01XS,"Contusion of right knee, sequela"
6,S80.02XA,"Contusion of left knee, initial encounter"
7,S80.02XD,"Contusion of left knee, subsequent encounter"
8,S80.02XS,"Contusion of left knee, sequela"
9,S80.10XA,"Contusion of unspecified lower leg, initial encounter"
10,S80.10XD,"Contusion of unspecified lower leg, subsequent encounter"
11,S80.10XS,"Contusion of unspecified lower leg, sequela"
12,S80.11XA,"Contusion of right lower leg, initial encounter"
13,S80.11XD,"Contusion of right lower leg, subsequent encounter"
14,S80.11XS,"Contusion of right lower leg, sequela"
15,S80.12XA,"Contusion of left lower leg, initial encounter"
16,S80.12XD,"Contusion of left lower leg, subsequent encounter"
17,S80.12XS,"Contusion of left lower leg, sequela"
18,S80.211A,"Abrasion, right knee, initial encounter"
19,S80.211D,"Abrasion, right knee, subsequent encounter"
20,S80.211S,"Abrasion, right knee, sequela"
21,S80.212A,"Abrasion, left knee, initial encounter"
22,S80.212D,"Abrasion, left knee, subsequent encounter"
23,S80.212S,"Abrasion, left knee, sequela"
24,S80.219A,"Abrasion, unspecified knee, initial encounter"
25,S80.219D,"Abrasion, unspecified knee, subsequent encounter"
26,S80.219S,"Abrasion, unspecified knee, sequela"
27,S80.221A,"Blister (nonthermal), right knee, initial encounter"
28,S80.221D,"Blister (nonthermal), right knee, subsequent encounter"
29,S80.221S,"Blister (nonthermal), right knee, sequela"
30,S80.222A,"Blister (nonthermal), left knee, initial encounter"
31,S80.222D,"Blister (nonthermal), left knee, subsequent encounter"
32,S80.222S,"Blister (nonthermal), left knee, sequela"
33,S80.229A,"Blister (nonthermal), unspecified knee, initial encounter"
34,S80.229D,"Blister (nonthermal), unspecified knee, subsequent encounter"
35,S80.229S,"Blister (nonthermal), unspecified knee, sequela"
36,S80.241A,"External constriction, right knee, initial encounter"
37,S80.241D,"External constriction, right knee, subsequent encounter"
38,S80.241S,"External constriction, right knee, sequela"
39,S80.242A,"External constriction, left knee, initial encounter"
40,S80.242D,"External constriction, left knee, subsequent encounter"
41,S80.242S,"External constriction, left knee, sequela"
42,S80.249A,"External constriction, unspecified knee, initial encounter"
43,S80.249D,"External constriction, unspecified knee, subs encntr"
44,S80.249S,"External constriction, unspecified knee, sequela"
45,S80.251A,"Superficial foreign body, right knee, initial encounter"
46,S80.251D,"Superficial foreign body, right knee, subsequent encounter"
47,S80.251S,"Superficial foreign body, right knee, sequela"
48,S80.252A,"Superficial foreign body, left knee, initial encounter"
49,S80.252D,"Superficial foreign body, left knee, subsequent encounter"
50,S80.252S,"Superficial foreign body, left knee, sequela"
51,S80.259A,"Superficial foreign body, unspecified knee, init encntr"
52,S80.259D,"Superficial foreign body, unspecified knee, subs encntr"
