,Synonyms
4,"['Adult-onset dystonia parkinsonism', 'Atypical juvenile parkinsonism', 'Atypical Parkinsonism', 'Autosomal dominant late onset Parkinson disease', ""Cerebral degeneration due to Parkinson's disease"", ""Dementia associated with Parkinson's Disease"", ""Dementia due to Parkinson's disease"", 'Dopamine transporter deficiency syndrome', 'Early onset parkinsonism and intellectual disability syndrome', 'Frontotemporal dementia with parkinsonism-17', 'Functional parkinsonism', 'Hemiparkinsonism hemiatrophy syndrome', 'Hypokinetic parkinsonian dysphonia', 'Juvenile paralysis agitans of Hunt', ""Juvenile Parkinson's disease"", 'O/E - Parkinsonian tremor', 'Pallidal degeneration', 'Parkinsonian facies', 'Parkinsonian tremor', 'Parkinsonism', ""Parkinson's disease"", ""Parkinson's facies"", 'Perry syndrome', ""Psychosis co-occurrent and due to Parkinson's disease"", 'Rapid onset dystonia parkinsonism', 'Restrictive lung disease', 'Restrictive lung disease due to Parkinson disease', 'Sporadic Parkinson disease', 'Symptomatic parkinsonism', 'X-linked dystonia parkinsonism', 'X-linked parkinsonism with spasticity syndrome', 'Young onset Parkinson disease']"
5,['Neuroleptic malignant syndrome']
6,"['Neuroleptic-induced Parkinsonism', 'Parkinsonism due to drug']"
7,"['Manganese-induced parkinsonism', 'Parkinsonism due to drug']"
8,"['Carbon monoxide-induced parkinsonism', 'MPTP-induced parkinsonism', 'Parkinsonism caused by cyanide']"
9,"['Postencephalitic parkinsonism', 'Post-encephalitic syndrome']"
10,['Vascular parkinsonism']
11,"['Infection causing parkinsonism', 'Parkinsonism co-occurrent and due to acute infection', 'Parkinsonism due to and following injury of head', 'Parkinsonism due to hereditary spastic paraplegia', 'Parkinsonism due to heredodegenerative disorder', 'Parkinsonism due to human immunodeficiency virus infection', 'Parkinsonism due to mass lesion of brain', 'Parkinsonism following infection', 'Parkinsonism with calcification of basal ganglia']"
12,['Secondary parkinsonism']
13,"['Pallidal degeneration', 'Pigmentary pallidal degeneration']"
14,"['Progressive supranuclear ophthalmoplegia', 'Progressive supranuclear palsy', 'Supranuclear gaze palsy', 'Supranuclear paralysis']"
15,"['Infantile striatonigral degeneration', 'Striatonigral degeneration']"
16,"['Aicardi Goutieres syndrome', 'Autosomal dominant late onset basal ganglia degeneration', 'Basal ganglia degeneration with calcification', 'Cerebral calcification', ""Fahr's syndrome"", 'Neuroferritinopathy', 'Olivopontocerebellar atrophy with blindness', 'Olivopontocerebellar atrophy with slow eye movement', 'Olivopontocerebellar degeneration', 'Pallidal degeneration', 'Pallidal degeneration', 'Pallidoluysian degeneration', 'Pallidonigrospinal degeneration', 'Parkinsonism with calcification of basal ganglia', 'Spondyloenchondromatosis', 'Spondyloenchondromatosis with basal ganglia calcification', 'Sporadic olivopontocerebellar atrophy']"
17,"['Corticobasal degeneration', 'Pallidal degeneration', 'Pallidonigroluysian degeneration', 'Pallidopontonigral degeneration']"
18,"['Drug-induced dyskinesia', 'Drug-induced dystonia', 'Drug-induced orofacial dyskinesia', 'Drug-induced tardive dystonia', 'Neuroleptic-induced tardive dyskinesia', 'Orofacial dyskinesia', 'Subacute dyskinesia due to drug', 'Tardive dyskinesia']"
19,"['Drug-induced acute dystonia', 'Drug-induced dyskinesia', 'Drug-induced dyskinesia, acute onset', 'Drug-induced dystonia', 'Neuroleptic-induced acute dystonia']"
20,"['Abnormal movement', 'Drug-induced dyskinesia', 'Drug-induced dystonia', 'Pleurothotonus']"
21,"['Autosomal dominant dopa responsive dystonia', 'Autosomal dominant focal dystonia DYT25 type', 'Autosomal dominant idiopathic familial dystonia', 'Autosomal recessive dopa responsive dystonia', 'Autosomal recessive idiopathic familial dystonia', 'Deafness-dystonia-optic neuronopathy syndrome', 'Disorder of manganese metabolism', 'Diurnal dystonia', 'Diurnal dystonia', 'Dystonia 6', 'Hypermanganesemia with dystonia', 'Hypermanganesemia with dystonia, polycythemia, and cirrhosis', 'Idiopathic familial dystonia', 'Idiopathic non-familial dystonia', 'Maternally inherited mitochondrial dystonia', 'Partington syndrome', 'Primary dystonia type 4', 'Primary torsion dystonia', 'Torsion dystonia']"
22,['Symptomatic torsion dystonia']
23,"['Isolated cervical dystonia', 'Isolated cervical dystonia', 'Isolated cervical dystonia', 'Muscle spasms of head AND/OR neck', 'Muscle spasms of head AND/OR neck', 'Spasmodic retrocollis', 'Spasmodic torticollis', 'Spasmodic torticollis', 'Spasmodic torticollis as late effect of trauma', 'Spasmodic torticollis due to infection']"
24,"['Cranial dystonia', 'Cranial dystonia', 'Cranial dystonia', 'Edentulous orofacial dystonia', 'Idiopathic orofacial dystonia', 'Isolated oromandibular dystonia', 'Meige syndrome', 'Oral dyskinesia', 'Oral dystonia', 'Orofacial dyskinesia']"
25,"['Bilateral blepharospasm', 'Blepharospasm', 'Blepharospasm of left eyelid', 'Blepharospasm of right eyelid', 'Isolated blepharospasm', 'Reflex blepharospasm']"
26,"['Acquired torsion dystonia', 'Autosomal dominant idiopathic familial dystonia', 'Autosomal dominant idiopathic familial dystonia', 'Autosomal recessive idiopathic familial dystonia', 'Brain dopamine-serotonin vesicular transport disease', 'Cranial dystonia', 'Diurnal dystonia', 'Dystonia 16', 'Dystonia lenticularis', 'Facial myokymia', 'Familial dyskinesia and facial myokymia', 'Focal dystonia', 'Fragments of torsion dystonia', 'Generalized dystonia', 'Hemidystonia', 'Hemidystonia hemiatrophy syndrome', 'Idiopathic familial dystonia', 'Idiopathic familial dystonia', 'Idiopathic familial dystonia', 'Isolated cervical dystonia', 'Laryngeal dystonia', 'Myoclonic dystonia', 'Occupational dystonia', 'Paroxysmal dystonia', 'Paroxysmal exertion-induced dyskinesia', 'Posthemiplegic dystonia', 'Primary dystonia 21', 'Primary dystonia type 13', 'Primary dystonia type 2', 'Segmental dystonia', 'Sleep-related dystonia', 'Torsion dystonia']"
27,"['Adiadochokinesia', 'Adult-onset dystonia parkinsonism', 'Developmental malformation, deafness, dystonia syndrome', 'Disorder of manganese metabolism', 'Dopamine transporter deficiency syndrome', 'Dyskinesia', 'Dystonia', 'Dystonia of left hand', 'Dystonia of right hand', 'Functional dystonia', 'Generalized dystonia', 'Generalized epilepsy and paroxysmal dyskinesia syndrome', 'Hypermanganesemia with dystonia', 'Hypermanganesemia with dystonia 2', 'Leukoencephalopathy, dystonia, motor neuropathy syndrome', 'Neonatal dyskinesia', 'Progressive myoclonic epilepsy with dystonia', 'Rapid onset dystonia parkinsonism', 'Sensory hearing loss', 'Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome']"
28,"['Essential tremor', 'Essential tremor', 'Fragile X associated tremor ataxia syndrome', 'Hereditary essential tremor', 'Hereditary essential tremor', 'Isolated facial tremor', 'Isolated head tremor', 'Isolated vocal tremor', 'Premature canities', 'Sensorineural hearing loss, early graying, essential tremor syndrome']"
29,"['Halothane shakes', 'Medication-induced postural tremor', 'Tremor due to substance abuse', 'Tremor opiophagorum']"
30,"['Arsenical tremor', 'Coarse tremor', 'Darkness tremor', 'Dystonic tremor', 'Intention tremor', 'Mercurial tremor', 'Metallic tremor', 'Motor function of palate - finding', 'O/E - intention tremor', 'Orthostatic tremor', 'Physiological tremor', 'Pill rolling', 'Post-hemiplegic tremor', 'Primary orthostatic tremor', 'Progressive cerebellar tremor', 'Resting tremor', 'Rubral tremor', 'Saturnine tremor', 'Senile tremor', 'Static tremor', 'Thyrotoxic tremor', 'Toxic tremor', 'Tremor due to drug withdrawal', 'Tremor due to metabolic disorder', 'Tremor of palate']"
