,category,condition
0,I80.00,Phlbts and thombophlb of superfic vessels of unsp low extrm
1,I80.01,Phlebitis and thombophlb of superfic vessels of r low extrem
2,I80.02,Phlebitis and thombophlb of superfic vessels of l low extrem
3,I80.03,"Phlbts and thombophlb of superfic vessels of low extrm, bi"
4,I80.10,Phlebitis and thrombophlebitis of unspecified femoral vein
5,I80.11,Phlebitis and thrombophlebitis of right femoral vein
6,I80.12,Phlebitis and thrombophlebitis of left femoral vein
7,I80.13,"Phlebitis and thrombophlebitis of femoral vein, bilateral"
8,I80.201,Phlbts and thombophlb of unsp deep vessels of r low extrem
9,I80.202,Phlbts and thombophlb of unsp deep vessels of l low extrem
10,I80.203,"Phlbts and thombophlb of unsp deep vessels of low extrm, bi"
11,I80.209,Phlbts and thombophlb of unsp deep vessels of unsp low extrm
12,I80.211,Phlebitis and thrombophlebitis of right iliac vein
13,I80.212,Phlebitis and thrombophlebitis of left iliac vein
14,I80.213,"Phlebitis and thrombophlebitis of iliac vein, bilateral"
15,I80.219,Phlebitis and thrombophlebitis of unspecified iliac vein
16,I80.221,Phlebitis and thrombophlebitis of right popliteal vein
17,I80.222,Phlebitis and thrombophlebitis of left popliteal vein
18,I80.223,"Phlebitis and thrombophlebitis of popliteal vein, bilateral"
19,I80.229,Phlebitis and thrombophlebitis of unspecified popliteal vein
20,I80.231,Phlebitis and thrombophlebitis of right tibial vein
21,I80.232,Phlebitis and thrombophlebitis of left tibial vein
22,I80.233,"Phlebitis and thrombophlebitis of tibial vein, bilateral"
23,I80.239,Phlebitis and thrombophlebitis of unspecified tibial vein
24,I80.241,Phlebitis and thrombophlebitis of right peroneal vein  NEW CODE
25,I80.242,Phlebitis and thrombophlebitis of left peroneal vein  NEW CODE
26,I80.243,"Phlebitis and thrombophlebitis of peroneal vein, bilateral  NEW CODE"
27,I80.249,Phlebitis and thrombophlebitis of unspecified peroneal vein  NEW CODE
28,I80.251,Phlebitis and thrombophlebitis of right calf muscular vein  NEW CODE
29,I80.252,Phlebitis and thrombophlebitis of left calf muscular vein  NEW CODE
30,I80.253,"Phlebitis and thombophlb of calf muscular vein, bilateral  NEW CODE"
31,I80.259,Phlebitis and thombophlb of unspecified calf muscular vein  NEW CODE
32,I80.291,Phlebitis and thombophlb of deep vessels of r low extrem
33,I80.292,Phlebitis and thombophlb of deep vessels of l low extrem
34,I80.293,"Phlebitis and thombophlb of deep vessels of low extrm, bi"
35,I80.299,Phlebitis and thombophlb of deep vessels of unsp low extrm
36,I80.3,"Phlebitis and thrombophlebitis of lower extremities, unsp"
37,I80.8,Phlebitis and thrombophlebitis of other sites
38,I80.9,Phlebitis and thrombophlebitis of unspecified site
39,Portal vein thrombosis (I81),I81  Portal vein thrombosis
40,I81,Portal vein thrombosis
41,I82.0,BuddChiari syndrome
42,I82.1,Thrombophlebitis migrans
43,I82.210,Acute embolism and thrombosis of superior vena cava
44,I82.211,Chronic embolism and thrombosis of superior vena cava
45,I82.220,Acute embolism and thrombosis of inferior vena cava
46,I82.221,Chronic embolism and thrombosis of inferior vena cava
47,I82.290,Acute embolism and thrombosis of other thoracic veins
48,I82.291,Chronic embolism and thrombosis of other thoracic veins
49,I82.3,Embolism and thrombosis of renal vein
50,I82.401,Acute embolism and thombos unsp deep veins of r low extrem
51,I82.402,Acute embolism and thombos unsp deep veins of l low extrem
52,I82.403,"Acute embolism and thombos unsp deep veins of low extrm, bi"
53,I82.409,Acute embolism and thombos unsp deep vn unsp lower extremity
54,I82.411,Acute embolism and thrombosis of right femoral vein
55,I82.412,Acute embolism and thrombosis of left femoral vein
56,I82.413,"Acute embolism and thrombosis of femoral vein, bilateral"
57,I82.419,Acute embolism and thrombosis of unspecified femoral vein
58,I82.421,Acute embolism and thrombosis of right iliac vein
59,I82.422,Acute embolism and thrombosis of left iliac vein
60,I82.423,"Acute embolism and thrombosis of iliac vein, bilateral"
61,I82.429,Acute embolism and thrombosis of unspecified iliac vein
62,I82.431,Acute embolism and thrombosis of right popliteal vein
63,I82.432,Acute embolism and thrombosis of left popliteal vein
64,I82.433,"Acute embolism and thrombosis of popliteal vein, bilateral"
65,I82.439,Acute embolism and thrombosis of unspecified popliteal vein
66,I82.441,Acute embolism and thrombosis of right tibial vein
67,I82.442,Acute embolism and thrombosis of left tibial vein
68,I82.443,"Acute embolism and thrombosis of tibial vein, bilateral"
69,I82.449,Acute embolism and thrombosis of unspecified tibial vein
70,I82.451,Acute embolism and thrombosis of right peroneal vein  NEW CODE
