,category,condition
0,Z18.01,Retained depleted uranium fragments
1,Z18.09,Other retained radioactive fragments
2,Z18.10,"Retained metal fragments, unspecified"
3,Z18.11,Retained magnetic metal fragments
4,Z18.12,Retained nonmagnetic metal fragments
5,Z18.2,Retained plastic fragments
6,Z18.31,Retained animal quills or spines
7,Z18.32,Retained tooth
8,Z18.33,Retained wood fragments
9,Z18.39,Other retained organic fragments
10,Z18.81,Retained glass fragments
11,Z18.83,Retained stone or crystalline fragments
12,Z18.89,Other specified retained foreign body fragments
13,Z18.9,"Retained foreign body fragments, unspecified material"
