,Synonyms
0,[]
1,[]
2,"['Ear ring embedded in ear lobe', 'Fishing hook foreign body', 'Fishing hook in abdomen', 'Fishing hook in ankle', 'Fishing hook in anterior region of neck', 'Fishing hook in axilla', 'Fishing hook in back', 'Fishing hook in buttock', 'Fishing hook in calf', 'Fishing hook in cheek', 'Fishing hook in chest', 'Fishing hook in dorsum of foot', 'Fishing hook in dorsum of hand', 'Fishing hook in ear region', 'Fishing hook in eye region', 'Fishing hook in face', 'Fishing hook in foot', 'Fishing hook in forearm', 'Fishing hook in forehead', 'Fishing hook in genitalia', 'Fishing hook in great toe', 'Fishing hook in groin', 'Fishing hook in hand', 'Fishing hook in head', 'Fishing hook in head', 'Fishing hook in head and neck', 'Fishing hook in heel', 'Fishing hook in hip', 'Fishing hook in knee', 'Fishing hook in lip', 'Fishing hook in lower leg', 'Fishing hook in mouth', 'Fishing hook in neck', 'Fishing hook in neck', 'Fishing hook in palm of hand', 'Fishing hook in perineum', 'Fishing hook in pharynx', 'Fishing hook in scalp', 'Fishing hook in shin', 'Fishing hook in sole of foot', 'Fishing hook in thigh', 'Fishing hook in thumb', 'Fishing hook in toe', 'Fishing hook in trunk', 'Fishing hook in trunk', 'Fishing hook in trunk', 'Fishing hook in trunk', 'Fishing hook in trunk', 'Fishing hook in trunk', 'Fishing hook in upper arm', 'Fishing hook in upper limb', 'Fishing hook in wrist', 'Foreign body dermatosis', 'Foreign body in auricle', 'Foreign body in heel', 'Foreign body in heel', 'Foreign body in lip', 'Foreign body in lip', 'Foreign body in thumb', 'Foreign body in thumb', 'Metal foreign body in abdomen', 'Metal foreign body in ankle', 'Metal foreign body in anterior region of neck', 'Metal foreign body in axilla', 'Metal foreign body in back', 'Metal foreign body in breast', 'Metal foreign body in buttock', 'Metal foreign body in calf', 'Metal foreign body in cheek', 'Metal foreign body in chest', 'Metal foreign body in dorsum of foot', 'Metal foreign body in dorsum of hand', 'Metal foreign body in ear region', 'Metal foreign body in elbow', 'Metal foreign body in eye region', 'Metal foreign body in foot', 'Metal foreign body in forearm', 'Metal foreign body in forehead', 'Metal foreign body in genitalia', 'Metal foreign body in great toe', 'Metal foreign body in groin', 'Metal foreign body in hand', 'Metal foreign body in head', 'Metal foreign body in head and neck', 'Metal foreign body in heel', 'Metal foreign body in hip', 'Metal foreign body in knee', 'Metal foreign body in lip', 'Metal foreign body in lower leg', 'Metal foreign body in mouth', 'Metal foreign body in neck', 'Metal foreign body in palm of hand', 'Metal foreign body in perineum', 'Metal foreign body in pharynx', 'Metal foreign body in scalp', 'Metal foreign body in shin', 'Metal foreign body in shoulder', 'Metal foreign body in sole of foot', 'Metal foreign body in thigh', 'Metal foreign body in thumb', 'Metal foreign body in toe', 'Metal foreign body in trunk', 'Metal foreign body in upper arm', 'Metal foreign body in wrist', 'Reaction to metallic ring, stud and/or infibulata in skin', 'Sarcoidal granuloma of skin', 'Superficial metal foreign body', 'Zirconium granuloma of skin']"
3,"['Bilateral retained intraocular magnetic foreign body due to and following eye trauma', 'Foreign body in ciliary body', 'Magnetic foreign body in ciliary body', 'Multiple old intraocular magnetic foreign bodies', 'Retained magnetic foreign body in iris AND/OR ciliary body', 'Retained magnetic foreign body in left eye', 'Retained magnetic foreign body in left eye', 'Retained magnetic foreign body in multiple sites', 'Retained magnetic foreign body in right eye', 'Retained magnetic foreign body in right eye', 'Retained old traumatic intraocular foreign body']"
4,"['Retained nonmagnetic foreign body in left eye', 'Retained nonmagnetic foreign body in right eye', 'Retained nonmagnetic intraocular foreign body', 'Retained nonmagnetic intraocular foreign body', 'Retained nonmagnetic intraocular foreign body', 'Retained old traumatic intraocular foreign body']"
5,[]
6,"['Sarcoidal granuloma of skin', 'Sea-urchin granuloma']"
7,[]
8,"['Foreign body in heel', 'Foreign body in lip', 'O/E - foreign body in skin', 'O/E - splinter in skin', 'Splinter in face', 'Splinter in neck', 'Splinter in skin', 'Wood splinter in abdomen', 'Wood splinter in ankle', 'Wood splinter in anterior region of neck', 'Wood splinter in axilla', 'Wood splinter in back', 'Wood splinter in breast', 'Wood splinter in buttock', 'Wood splinter in calf', 'Wood splinter in cheek', 'Wood splinter in chest', 'Wood splinter in dorsum of foot', 'Wood splinter in ear region', 'Wood splinter in elbow', 'Wood splinter in eye region', 'Wood splinter in face', 'Wood splinter in foot', 'Wood splinter in forearm', 'Wood splinter in forehead', 'Wood splinter in genitalia', 'Wood splinter in great toe', 'Wood splinter in groin', 'Wood splinter in head', 'Wood splinter in head and neck', 'Wood splinter in heel', 'Wood splinter in hip', 'Wood splinter in knee', 'Wood splinter in lip', 'Wood splinter in lower leg', 'Wood splinter in mouth', 'Wood splinter in neck', 'Wood splinter in perineum', 'Wood splinter in pharynx', 'Wood splinter in shin', 'Wood splinter in shoulder', 'Wood splinter in sole of foot', 'Wood splinter in thigh', 'Wood splinter in toe', 'Wood splinter in trunk', 'Wood splinter in upper arm', 'Wood splinter in wrist']"
9,"['Bone in pharynx', 'Hair sinus', 'Hair sinus of breast', 'Insect bite granuloma', 'Lens material in anterior chamber', 'Nuclear lens fragment in anterior chamber', 'Retained lens matter in vitreous']"
