,Synonyms
0,"['Anomaly of jaw size', 'Mandibular jaw size anomaly', 'Maxillary jaw size anomaly']"
1,"['Congenital maxillary hyperplasia', 'Hyperplasia of maxillary bone', 'Long face syndrome', 'Macrognathia', 'Maxillary jaw size anomaly', 'Vertical maxillary excess']"
2,"['Acquired transverse maxillary hypoplasia', 'Congenital genu valgum', 'Congenital maxillary hypoplasia', 'Congenital maxillary hypoplasia', 'Congenital transverse maxillary hypoplasia', 'Congenital vertical maxillary hypoplasia', 'Failure of tooth eruption', 'Hypoplasia of maxillary bone', 'Hypoplasia of maxillary bone', 'Metaphyseal dysplasia, maxillary hypoplasia, brachydactyly syndrome', 'Non-eruption of teeth, maxillary hypoplasia, genu valgum syndrome']"
3,"['Bilateral condylar hyperplasia of mandible', 'Bilateral coronoid hyperplasia of mandible', 'Congenital horizontal mandibular hyperplasia', 'Congenital mandibular hyperplasia', 'Congenital transverse mandibular hyperplasia', 'Congenital vertical mandibular hyperplasia', 'Hyperplasia of mandibular bone', 'Hyperplasia of mandibular condyle', 'Subpontic osseous hyperplasia of mandible', 'Unilateral condylar hyperplasia of mandible', 'Unilateral coronoid hyperplasia of mandible']"
4,"['Bilateral condylar hypoplasia of mandible', 'Bilateral coronoid hypoplasia of mandible', 'Congenital atresia of external auditory canal', 'Congenital horizontal mandibular hypoplasia', 'Congenital transverse mandibular hypoplasia', 'Congenital vertical mandibular hypoplasia', 'Hypoplasia of mandibular bone', 'Hypoplasia of mandibular condyle', 'Mandibular hypoplasia, deafness, progeroid syndrome', 'Short stature, auditory canal atresia, mandibular hypoplasia, skeletal anomalies syndrome', 'Unilateral condylar mandibular hypoplasia', 'Unilateral coronoid hypoplasia of mandible']"
5,"['Macrogenia', 'Mandibular jaw size anomaly']"
6,"['Mandibular jaw size anomaly', 'Microgenia']"
7,['Excessive tuberosity of jaw']
8,"['10q partial trisomy syndrome', 'Absent maxilla', 'Acquired micrognathia', 'Agenesis of corpus callosum, intellectual disability, coloboma, micrognathia syndrome', 'Agnathia, holoprosencephaly, situs inversus syndrome', 'Bimaxillary retrusion', 'Brachygnathism', 'Cerebro-costo-mandibular syndrome', 'Congenital abnormality of nipple', 'Congenital coloboma of iris', 'Congenital hypoplasia of breast', 'Congenital macrognathism', 'Congenital micrognathism', 'Distal limb deficiency with micrognathia syndrome', 'Hypoplasia of nipple', 'Joint contracture, webbed neck, micrognathia, hypoplastic nipple syndrome', 'Macrognathia', 'Mandibular condyle aplasia', 'Neck webbing', 'Oral deformity of jaw', 'Partial trisomy of chromosome 10', 'Splenogonadal fusion', 'Splenogonadal fusion, limb defect, micrognathia syndrome', 'Trisomy 10']"
9,['Jaw to cranial base anomaly']
10,"['Asymmetric maxillary arch', 'Asymmetry of maxilla', 'Congenital asymmetry of jaw', 'Congenital maxillary asymmetry']"
11,"['Asymmetry of inferior border of mandible', 'Asymmetry of jaw', 'Asymmetry of mandible', 'Congenital asymmetry of jaw', 'Congenital mandibular asymmetry', 'Elongated left ramus of mandible', 'Elongated right ramus of mandible']"
12,"['Autosomal dominant mandibular prognathism', 'Congenital prognathism', 'Congenital prognathism', 'Congenital retrognathism', 'Congenital retrognathism', 'Finding related to jaw protrusion', 'Finding related to jaw protrusion', 'Intellectual disability, obesity, prognathism, eye and skin anomalies syndrome', 'Limited jaw protrusion', 'Mandibular displacement', 'Mandibular prognathism', 'Mandibular retrognathism', 'Maxillary prognathism', 'Maxillary retrognathism', 'MMEP syndrome', 'Poikiloderma, alopecia, retrognathism, cleft palate syndrome', 'Severely limited jaw protrusion']"
13,"['Abnormal intercuspation', 'Anomaly of dental arch', 'Dental arch relationship anomaly']"
14,"['Malocclusion cuspid class I', 'Malocclusion, Angle class I']"
15,"['Distal step occlusion of primary dentition', 'Incisal relationship', 'Incisal relationship', 'Malocclusion cuspid class II', 'Malocclusion, Angle class II', 'Malocclusion, Angle class II subdivision', 'Malocclusion, Angle class II, division 1', 'Malocclusion, Angle class II, division 2']"
16,"['Class III buccal segment relationship - half unit', 'Edentulous', 'Edentulous maxillomandibular relationship class III', 'Malocclusion cuspid class III', 'Malocclusion, Angle class III', 'Mesial step occlusion of primary dentition', 'Mesio-occlusion of teeth', 'Reduced overjet', 'Reverse overjet', 'Tooth absent', 'Tooth presence - finding']"
17,[]
