,Synonyms
0,"['Acquired celiac disease', 'Adult form of celiac disease', 'Celiac crisis', 'Celiac disease', 'Celiac disease with diffuse intestinal ulceration', 'Celiac disease with epilepsy and cerebral calcification syndrome', 'Celiac infantilism', 'Celiac rickets', 'Cerebral calcification', 'Congenital celiac disease', 'Gluten sensitivity', 'Infantilism', 'Megaloblastic anemia due to disease of small intestine', 'Megaloblastic anemia due to impaired absorption of folate', 'Megaloblastic anemia due to nontropical sprue', 'Refractory celiac disease', 'Sprue', 'Transient gluten sensitivity', 'Unclassified sprue']"
1,"['Megaloblastic anemia due to disease of small intestine', 'Megaloblastic anemia due to impaired absorption of folate', 'Megaloblastic anemia due to tropical sprue', 'Sprue', 'Tropical sprue']"
2,"['Blind loop syndrome', 'Megaloblastic anemia due to blind loop syndrome']"
3,"['Pancreatic malabsorption', 'Pancreatic steatorrhea', 'Postprocedural pancreatic steatorrhea']"
4,"['Gluten sensitivity', 'Non-celiac gluten sensitivity']"
5,"['Chronic diarrhea of infants AND/OR young children', 'Congenital chronic diarrhea with protein-losing enteropathy', 'D-Xylose intolerance', 'D-Xylose tolerance - finding', 'Exudative enteropathy', 'Gastrointestinal tolerance finding', 'Impaired intestinal fat absorption', 'Impaired intestinal protein absorption', 'Intestinal malabsorption', 'Intestinal malabsorption', 'Intestinal malabsorption', 'Intestinal malabsorption of carbohydrate', 'Intestinal malabsorption of fat', 'Intestinal malabsorption of protein', 'Intolerance to cow milk', 'Intolerance to food', 'Intolerance to infant formula', 'Intolerance to milk', 'Malabsorption due to intolerance to carbohydrate', 'Malabsorption due to intolerance to fat', 'Malabsorption due to intolerance to protein', 'Malabsorption due to intolerance to soy protein', 'Protein malabsorption', 'Protein-losing enteropathy', 'Protein-losing enteropathy', 'Syndrome of carbohydrate intolerance', 'Wheat intolerance']"
6,"['Infection caused by Tropheryma', 'Infection caused by Tropheryma', 'Malabsorption due to infective agent', 'Malabsorption due to infective agent', ""Neuro - Whipple's disease"", 'Seronegative arthritis', ""Seronegative arthritis secondary to Whipple's disease"", ""Whipple's disease"", ""Whipple's disease""]"
7,"['Chemically-induced malabsorption', 'Chronic diarrhea of infants AND/OR young children', 'Congenital malabsorptive diarrhea due to paucity of enteroendocrine cells', 'Drug-induced malabsorption', 'Intestinal malabsorption associated with AIDS', 'Malabsorption - iron', 'Malabsorption in the elderly']"
8,"['Abnormal intestinal absorption', 'Chronic steatorrhea', 'Disorder of gastrointestinal tract co-occurrent with human immunodeficiency virus infection', 'Fatty stool', 'Folate deficiency anemia due to malabsorption', 'Gastrointestinal malabsorption syndrome co-occurrent with human immunodeficiency virus infection', 'Hyperparathyroidism due to intestinal malabsorption', 'Intestinal malabsorption', 'Intestinal malabsorption', 'Intestinal malabsorption due to bile acid synthesis defect', 'Intolerance to monosodium glutamate', 'Intolerance to substance', 'Malabsorption due to infective agent', 'Malabsorption syndrome', 'Megaloblastic anemia due to impaired absorption of folate', 'Osteoporosis due to malabsorption', 'Post-infective malabsorption', 'Primary malabsorption of infancy']"
9,"['Bilious vomiting', 'Bilious vomiting following gastrointestinal surgery', 'Diarrhea after gastrointestinal tract surgery', 'Diarrhea and vomiting after gastrointestinal tract surgery', 'Postoperative vomiting', 'Postoperative vomiting', 'Vomiting after gastrointestinal tract surgery']"
