,Synonyms
0,"['Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation', 'Autosomal dominant Charcot-Marie-Tooth disease type 2A1', 'Autosomal dominant Charcot-Marie-Tooth disease type 2A2', 'Autosomal dominant Charcot-Marie-Tooth disease type 2B', 'Autosomal dominant Charcot-Marie-Tooth disease type 2C', 'Autosomal dominant Charcot-Marie-Tooth disease type 2D', 'Autosomal dominant Charcot-Marie-Tooth disease type 2E', 'Autosomal dominant Charcot-Marie-Tooth disease type 2F', 'Autosomal dominant Charcot-Marie-Tooth disease type 2G', 'Autosomal dominant Charcot-Marie-Tooth disease type 2I', 'Autosomal dominant Charcot-Marie-Tooth disease type 2J', 'Autosomal dominant Charcot-Marie-Tooth disease type 2K', 'Autosomal dominant Charcot-Marie-Tooth disease type 2L', 'Autosomal dominant Charcot-Marie-Tooth disease type 2M', 'Autosomal dominant Charcot-Marie-Tooth disease type 2N', 'Autosomal dominant Charcot-Marie-Tooth disease type 2Q', 'Autosomal dominant Charcot-Marie-Tooth disease type 2U', 'Autosomal dominant intermediate Charcot-Marie-Tooth disease type A', 'Autosomal dominant intermediate Charcot-Marie-Tooth disease type B', 'Autosomal dominant intermediate Charcot-Marie-Tooth disease type C', 'Autosomal dominant intermediate Charcot-Marie-Tooth disease type D', 'Autosomal dominant intermediate Charcot-Marie-Tooth disease type E', 'Autosomal dominant intermediate Charcot-Marie-Tooth disease type F', 'Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain', 'Autosomal dominant slowed nerve conduction velocity', 'Autosomal recessive Charcot-Marie-Tooth disease with hoarseness', 'Autosomal recessive intermediate Charcot-Marie-Tooth disease type A', 'Autosomal recessive intermediate Charcot-Marie-Tooth disease type B', 'Autosomal recessive intermediate Charcot-Marie-Tooth disease type C', 'Charcot-Marie-Tooth disease type 2B1', 'Charcot-Marie-Tooth disease type 2B2', 'Charcot-Marie-Tooth disease type 2B5', 'Charcot-Marie-Tooth disease type 2H', 'Charcot-Marie-Tooth disease type 2R', 'Charcot-Marie-Tooth disease type 4', 'Charcot-Marie-Tooth disease type 4A', 'Charcot-Marie-Tooth disease type 4B1', 'Charcot-Marie-Tooth disease type 4B2', 'Charcot-Marie-Tooth disease type 4B3', 'Charcot-Marie-Tooth disease type 4C', 'Charcot-Marie-Tooth disease type 4D', 'Charcot-Marie-Tooth disease type 4E', 'Charcot-Marie-Tooth disease type 4F', 'Charcot-Marie-Tooth disease type 4G', 'Charcot-Marie-Tooth disease type 4H', 'Charcot-Marie-Tooth disease type 4J', 'Charcot-Marie-Tooth disease type ID', 'Charcot-Marie-Tooth disease type IE', 'Charcot-Marie-Tooth disease type IF', 'Charcot-Marie-Tooth disease, deafness, intellectual disability syndrome', 'Charcot-Marie-Tooth disease, type IA', 'Charcot-Marie-Tooth disease, type IB', 'Charcot-Marie-Tooth disease, type IC', 'Charcot-Marie-Tooth disease, type II', 'Charcot-Marie-Tooth Neuropathy Type 4', 'Déjérine-Sottas disease', 'Distal hereditary motor neuropathy type 7', 'Hereditary hypertrophic neuropathy with paraproteinemia', 'Hereditary liability to pressure palsies', 'Hereditary motor and sensory neuropathy', 'Hereditary motor and sensory neuropathy Okinawa type', 'Hereditary motor and sensory neuropathy with acrodystrophy', 'Hereditary motor and sensory neuropathy with optic atrophy', 'Hereditary motor and sensory neuropathy with retinitis pigmentosa', 'Hereditary sensory and autonomic neuropathy type 1B', 'Hereditary sensory and autonomic neuropathy type I', 'Hereditary sensory and autonomic neuropathy type II', 'Hereditary sensory and autonomic neuropathy with deafness and global delay', 'Hereditary sensory-motor neuropathy, type I', 'Hereditary sensory-motor neuropathy, type V', 'Hereditary thermosensitive neuropathy', 'Hypertrophic interstitial neuropathy', 'Microcephalus, complex motor and sensory axonal neuropathy syndrome', 'Neuropathic pain', 'Roussy-Lévy syndrome', 'Severe early-onset axonal neuropathy due to mitofusin 2 deficiency', 'SURF1-related Charcot-Marie-Tooth disease type 4', 'X-linked Charcot-Marie-Tooth disease type 1', 'X-linked Charcot-Marie-Tooth disease type 2', 'X-linked Charcot-Marie-Tooth disease type 3', 'X-linked Charcot-Marie-Tooth disease type 4', 'X-linked Charcot-Marie-Tooth disease type 5', 'X-linked Charcot-Marie-Tooth disease type 6', 'X-linked hereditary motor and sensory neuropathy', 'Young adult-onset distal hereditary motor neuropathy']"
1,"['Ataxia co-occurrent and due to phytanic acid storage disease', 'Dilated cardiomyopathy secondary to phytanic acid storage disease', 'HSMN IV', ""Infantile Refsum's disease"", 'Loss of multiple peroxisomal functions', 'Peroxisome biogenesis disorder', ""Pseudoinfantile Refsum's disease""]"
2,"['Acquired dysarthria', 'Chronic idiopathic ataxic neuropathy', 'Idiopathic chronic neuropathy', 'Neuropathy in association with hereditary ataxia', 'Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, cataract syndrome', 'Progressive external ophthalmoplegia', 'Sensory ataxia', 'Sensory ataxic neuropathy with dysarthria and ophthalmoparesis syndrome']"
3,"['Idiopathic chronic neuropathy', 'Idiopathic progressive polyneuropathy', 'Progressive polyneuropathy with bilateral striatal necrosis']"
4,"['Akinesia', 'Andermann syndrome', 'Autosomal dominant sensory neuropathy', 'Autosomal recessive axonal neuropathy with neuromyotonia', 'Axonal neuropathy', 'Axonal neuropathy', 'Congenital sensory neuropathy with selective loss of small myelinated fibers', 'Deafness-dystonia-optic neuronopathy syndrome', 'Facial onset sensory and motor neuronopathy syndrome', 'Giant axonal neuropathy', 'Hereditary insensitivity to pain with anhidrosis', 'Hereditary motor and sensory neuropathy type 5', 'Hereditary sensory and autonomic neuropathy', 'Hereditary sensory and autonomic neuropathy with spastic paraplegia', 'Hereditary sensory neuropathy', 'Hypomyelination neuropathy arthrogryposis syndrome', 'Idiopathic small fiber peripheral neuropathy', 'Morvan syndrome', 'Neuromyotonia', 'Peripheral axonal neuropathy', 'Peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome, Hirschsprung disease', 'Sensory neuropathy', 'Sensory polyneuropathy', 'Small fiber neuropathy', 'Spastic paraplegia, neuropathy, poikiloderma syndrome', 'Symmetrical sensory neuropathy', ""Waardenburg's syndrome"", 'X-linked hereditary sensory and autonomic neuropathy with deafness', 'X-linked recessive sensory neuropathy']"
5,"['CEDNIK syndrome', 'Chronic myelopathy', 'Congenital atrophy of optic nerve', 'Congenital cataracts, facial dysmorphism and neuropathy', 'Congenital neuropathy with arthrogryposis multiplex congenita', 'Dermatosis secondary to peripheral nerve disorder', 'Early-onset spastic ataxia, myoclonic epilepsy, neuropathy syndrome', 'Hereditary peripheral neuropathy', 'Idiopathic chronic neuropathy', 'Idiopathic peripheral neuropathy', 'Micromelia', 'Peripheral neuropathy with sensorineural hearing impairment syndrome', 'Polyneuropathy, intellectual disability, acromicria, premature menopause syndrome', 'Premature ovarian failure', 'Skin damage resulting from congenital/hereditary neuropathy', 'Spastic paraplegia, optic atrophy, neuropathy syndrome']"
6,"['Acute infective polyneuritis', 'Acute inflammatory demyelinating polyradiculoneuropathy', 'Acute sensory ataxic neuropathy', ""Fisher's syndrome"", 'Guillain-Barré syndrome', 'Multiple cranial nerve palsy', 'Paraparetic variant of Guillain-Barré syndrome', 'Polyneuritis cranialis', 'Polyradiculoneuropathy', 'Post-infectious polyneuritis', 'Strabismus in neuromuscular disorder']"
7,['Serum neuropathy']
8,"['CANOMAD syndrome', 'Chronic inflammatory demyelinating polyneuropathy', 'Chronic inflammatory demyelinating polyradiculoneuropathy', 'Chronic inflammatory demyelinating polyradiculoneuropathy with central nervous system demyelination', 'Demyelinating sensorimotor neuropathy', 'Idiopathic chronic neuropathy', 'Polyneuropathy associated with monoclonal immunoglobulin M antibodies to myelin-associated glycoprotein']"
9,['Motor neuropathy with multiple conduction block']
10,"['Acute inflammatory demyelinating polyneuropathy', 'Subacute inflammatory demyelinating polyradiculoneuropathy']"
11,['Polyneuritis']
12,"['Alcoholic polyneuropathy', 'Chronic painful polyneuropathy following chemotherapy', 'Methotrexate poisoning', 'Neurological pain disorder', 'Neuropathy caused by isoniazid', 'Neurotoxicity', 'Neurotoxicity', 'Neurotoxicity', 'Neurotoxicity', 'Neurotoxicity', 'Neurotoxicity due to L-asparaginase', 'Neurotoxicity due to methotrexate', 'Neurotoxicity due to procarbazine', 'Neurotoxicity due to vinblastine', 'Neurotoxicity due to vincristine', 'Peripheral neuropathy due to and following chemotherapy', 'Poisoning by L-asparaginase', 'Polyneuropathy due to drug', 'Procarbazine poisoning', 'Toxic polyneuropathy', 'Vinblastine poisoning', 'Vincristine poisoning']"
13,"['Alcoholic polyneuropathy', 'Polyneuropathy due to drug', 'Toxic polyneuropathy']"
14,"['Inflammatory and toxic neuropathy', 'Lead neuropathy', 'Local toxic nerve damage', 'Neuropathy caused by chemical substance', 'Neuropathy caused by heavy metal', 'Neuropathy caused by organic substance', 'Neurotoxicity', 'Peripheral neuropathy caused by toxin', 'Peripheral neuropathy of upper limb caused by toxin', 'Toxic polyneuropathy']"
15,"['Acute motor axonal neuropathy', 'Acute motor sensory axonal neuropathy', 'Critical illness polyneuropathy', 'Guillain-Barré syndrome', 'Guillain-Barré syndrome']"
16,"['Neuropathy due to ionizing radiation', 'Radiation injury of peripheral nerve', 'Radiation polyneuropathy']"
17,"['Anoxic neuropathy', 'Axonal neuropathy', 'Axonal sensorimotor neuropathy', 'Dying back phenomenon', 'Idiopathic chronic neuropathy', 'Inflammatory neuropathy', 'Inflammatory neuropathy due to and following vaccination', 'Length-dependent peripheral neuropathy', 'Mixed sensory-motor polyneuropathy', 'Motor neuropathy with multiple conduction block', 'Motor polyneuropathy', 'Neuropathy due to infection', 'Neuropathy with anti-GM1 antibodies', 'Nutritional ataxic neuropathy', 'Occult neuropathy', 'Periodic paralysis', 'Periodic paralysis with later-onset distal motor neuropathy', 'Peripheral demyelinating neuropathy', 'Peripheral motor neuropathy', 'Sensory polyneuropathy', 'Small fiber neuropathy', 'Toxic polyneuropathy', 'Tropical ataxic neuropathy', 'Unilateral motor nerve conduction block']"
