,Synonyms
0,[]
1,[]
2,"['Chronic crepitant synovitis of hand and wrist', 'Chronic crepitant synovitis of wrist', 'Chronic synovitis', 'Chronic synovitis']"
3,[]
4,[]
5,"['Chronic crepitant synovitis of hand and wrist', 'Chronic synovitis']"
6,"['Bursitis of finger', 'Bursitis of hand', 'Bursitis of wrist']"
7,"['Bursitis of hand', 'Bursitis of right hand']"
8,"['Bursitis of hand', 'Bursitis of left hand']"
9,"['Bursitis of elbow', 'Infected olecranon bursa', 'Olecranon bursitis']"
10,"['Bilateral olecranon bursitis', 'Bursitis of elbow', 'Bursitis of elbow', 'Bursitis of elbow', 'Bursitis of olecranon of right elbow', 'Gouty bursitis', 'Gouty bursitis of right olecranon', 'Olecranon bursitis', 'Olecranon bursitis', 'Olecranon bursitis']"
11,"['Bilateral olecranon bursitis', 'Bursitis of elbow', 'Bursitis of elbow', 'Bursitis of elbow', 'Bursitis of olecranon of left elbow', 'Gouty bursitis', 'Gouty bursitis of left olecranon', 'Olecranon bursitis', 'Olecranon bursitis', 'Olecranon bursitis']"
12,['Bursitis of elbow']
13,[]
14,[]
15,"['Infection of prepatellar bursa', 'Prepatellar bursitis']"
16,"['Bilateral bursitis of knees', 'Bilateral patellar bursitis', 'Bilateral prepatellar bursitis of knees', 'Patellar bursitis of left knee', 'Patellar bursitis of right knee', 'Patellar bursitis of right knee', 'Prepatellar bursitis', 'Prepatellar bursitis', 'Prepatellar bursitis of left knee', 'Prepatellar bursitis of right knee', 'Prepatellar bursitis of right knee']"
17,"['Bilateral bursitis of knees', 'Bilateral patellar bursitis', 'Bilateral prepatellar bursitis of knees', 'Patellar bursitis of left knee', 'Patellar bursitis of left knee', 'Patellar bursitis of right knee', 'Prepatellar bursitis', 'Prepatellar bursitis of left knee', 'Prepatellar bursitis of right knee']"
18,"['Bursitis of knee', 'Fibular collateral ligament bursitis', 'Inflammation of bursa of patella', 'Infrapatellar bursitis', ""Miner's knee"", 'Pes anserinus bursitis', 'Pes anserinus bursitis', 'Pes anserinus tendinitis and bursitis', 'Popliteal bursitis', 'Semimembranosus bursitis', 'Subpatellar bursitis', 'Suprapatellar bursitis']"
