,category,condition
0,W00.0XXA,"Fall on same level due to ice and snow, initial encounter"
1,W00.0XXD,"Fall on same level due to ice and snow, subsequent encounter"
2,W00.0XXS,"Fall on same level due to ice and snow, sequela"
3,W00.1XXA,"Fall from stairs and steps due to ice and snow, init encntr"
4,W00.1XXD,"Fall from stairs and steps due to ice and snow, subs encntr"
5,W00.1XXS,"Fall from stairs and steps due to ice and snow, sequela"
6,W00.2XXA,"Oth fall from one level to another due to ice and snow, init"
7,W00.2XXD,"Oth fall from one level to another due to ice and snow, subs"
8,W00.2XXS,"Oth fall from one level to another due to ice and snow, sqla"
9,W00.9XXA,"Unspecified fall due to ice and snow, initial encounter"
10,W00.9XXD,"Unspecified fall due to ice and snow, subsequent encounter"
11,W00.9XXS,"Unspecified fall due to ice and snow, sequela"
12,W01.0XXA,"Fall same lev from slip/trip w/o strike against object, init"
13,W01.0XXD,"Fall same lev from slip/trip w/o strike against object, subs"
14,W01.0XXS,"Fall same lev from slip/trip w/o strike agnst object, sqla"
15,W01.10XA,"Fall same lev from slip/trip w strike agnst unsp obj, init"
16,W01.10XD,"Fall same lev from slip/trip w strike agnst unsp obj, subs"
17,W01.10XS,"Fall same lev from slip/trip w strike agnst unsp obj, sqla"
18,W01.110A,"Fall same lev from slip/trip w strk agnst sharp glass, init"
19,W01.110D,"Fall same lev from slip/trip w strk agnst sharp glass, subs"
20,W01.110S,"Fall same lev from slip/trip w strk agnst sharp glass, sqla"
21,W01.111A,"Fall same lev from slip/trip w strk agnst pwr tl/machn, init"
22,W01.111D,"Fall same lev from slip/trip w strk agnst pwr tl/machn, subs"
23,W01.111S,"Fall same lev from slip/trip w strk agnst pwr tl/machn, sqla"
24,W01.118A,"Fall same lev fr slip/trip w strk agnst oth sharp obj, init"
25,W01.118D,"Fall same lev fr slip/trip w strk agnst oth sharp obj, subs"
26,W01.118S,"Fall same lev fr slip/trip w strk agnst oth sharp obj, sqla"
27,W01.119A,"Fall same lev fr slip/trip w strk agnst unsp sharp obj, init"
28,W01.119D,"Fall same lev fr slip/trip w strk agnst unsp sharp obj, subs"
29,W01.119S,"Fall same lev fr slip/trip w strk agnst unsp sharp obj, sqla"
30,W01.190A,"Fall same lev from slip/trip w strike agnst furniture, init"
31,W01.190D,"Fall same lev from slip/trip w strike agnst furniture, subs"
32,W01.190S,"Fall same lev from slip/trip w strike agnst furniture, sqla"
33,W01.198A,"Fall same lev from slip/trip w strike agnst oth object, init"
34,W01.198D,"Fall same lev from slip/trip w strike agnst oth object, subs"
35,W01.198S,"Fall same lev from slip/trip w strike agnst oth object, sqla"
36,W03.XXXA,"Oth fall same lev due to collision w another person, init"
37,W03.XXXD,"Oth fall same lev due to collision w another person, subs"
38,W03.XXXS,"Oth fall same lev due to collision w another person, sequela"
39,W04.XXXA,"Fall while being carried or supported by oth persons, init"
40,W04.XXXD,"Fall while being carried or supported by oth persons, subs"
41,W04.XXXS,"Fall while being carried or supported by oth persons, sqla"
42,W05.0XXA,"Fall from nonmoving wheelchair, initial encounter"
43,W05.0XXD,"Fall from nonmoving wheelchair, subsequent encounter"
44,W05.0XXS,"Fall from nonmoving wheelchair, sequela"
45,W05.1XXA,"Fall from nonmoving nonmotorized scooter, initial encounter"
46,W05.1XXD,"Fall from nonmoving nonmotorized scooter, subs encntr"
47,W05.1XXS,"Fall from nonmoving nonmotorized scooter, sequela"
48,W05.2XXA,"Fall from nonmoving motorized mobility scooter, init encntr"
49,W05.2XXD,"Fall from nonmoving motorized mobility scooter, subs encntr"
50,W05.2XXS,"Fall from nonmoving motorized mobility scooter, sequela"
51,W06.XXXA,"Fall from bed, initial encounter"
52,W06.XXXD,"Fall from bed, subsequent encounter"
53,W06.XXXS,"Fall from bed, sequela"
54,W07.XXXA,"Fall from chair, initial encounter"
55,W07.XXXD,"Fall from chair, subsequent encounter"
56,W07.XXXS,"Fall from chair, sequela"
57,W08.XXXA,"Fall from other furniture, initial encounter"
58,W08.XXXD,"Fall from other furniture, subsequent encounter"
59,W08.XXXS,"Fall from other furniture, sequela"
60,W09.0XXA,"Fall on or from playground slide, initial encounter"
61,W09.0XXD,"Fall on or from playground slide, subsequent encounter"
62,W09.0XXS,"Fall on or from playground slide, sequela"
63,W09.1XXA,"Fall from playground swing, initial encounter"
64,W09.1XXD,"Fall from playground swing, subsequent encounter"
65,W09.1XXS,"Fall from playground swing, sequela"
66,W09.2XXA,"Fall on or from jungle gym, initial encounter"
67,W09.2XXD,"Fall on or from jungle gym, subsequent encounter"
68,W09.2XXS,"Fall on or from jungle gym, sequela"
69,W09.8XXA,"Fall on or from other playground equipment, init encntr"
70,W09.8XXD,"Fall on or from other playground equipment, subs encntr"
71,W09.8XXS,"Fall on or from other playground equipment, sequela"
72,W10.0XXA,"Fall (on)(from) escalator, initial encounter"
73,W10.0XXD,"Fall (on)(from) escalator, subsequent encounter"
74,W10.0XXS,"Fall (on)(from) escalator, sequela"
75,W10.1XXA,"Fall (on)(from) sidewalk curb, initial encounter"
76,W10.1XXD,"Fall (on)(from) sidewalk curb, subsequent encounter"
77,W10.1XXS,"Fall (on)(from) sidewalk curb, sequela"
78,W10.2XXA,"Fall (on)(from) incline, initial encounter"
79,W10.2XXD,"Fall (on)(from) incline, subsequent encounter"
80,W10.2XXS,"Fall (on)(from) incline, sequela"
81,W10.8XXA,"Fall (on) (from) other stairs and steps, initial encounter"
82,W10.8XXD,"Fall (on) (from) other stairs and steps, subs encntr"
83,W10.8XXS,"Fall (on) (from) other stairs and steps, sequela"
84,W10.9XXA,"Fall (on) (from) unspecified stairs and steps, init encntr"
85,W10.9XXD,"Fall (on) (from) unspecified stairs and steps, subs encntr"
86,W10.9XXS,"Fall (on) (from) unspecified stairs and steps, sequela"
87,W11.XXXA,"Fall on and from ladder, initial encounter"
88,W11.XXXD,"Fall on and from ladder, subsequent encounter"
89,W11.XXXS,"Fall on and from ladder, sequela"
90,W12.XXXA,"Fall on and from scaffolding, initial encounter"
91,W12.XXXD,"Fall on and from scaffolding, subsequent encounter"
92,W12.XXXS,"Fall on and from scaffolding, sequela"
93,W13.0XXA,"Fall from, out of or through balcony, initial encounter"
94,W13.0XXD,"Fall from, out of or through balcony, subsequent encounter"
95,W13.0XXS,"Fall from, out of or through balcony, sequela"
96,W13.1XXA,"Fall from, out of or through bridge, initial encounter"
