,Synonyms
4,"['Acute repetitive seizure', 'Afebrile seizure', 'Benign neonatal convulsions', 'Benign non-familial neonatal convulsions', 'Central convulsion', 'Childhood obesity', 'Choreoathetosis', 'Convulsions in the newborn', 'Daily seizures', 'DEND syndrome', 'Disorder of lysine and hydroxylysine metabolism', 'EEG abnormality with seizure', 'Emergency epilepsy treatment since last appointment', 'Epileptic cry', 'Familial neonatal seizures', 'Fifth day fits', 'Folinic acid responsive seizure syndrome', 'ICCA syndrome', 'Intellectual disability, seizures, hypotonia, ophthalmologic, skeletal anomalies syndrome', 'Intellectual disability, seizures, macrocephaly, obesity syndrome', 'Many seizures a day', 'Neonatal diabetes mellitus', 'O/E - fit/convulsion', 'Obesity by age of onset', 'Paroxysmal choreoathetosis', 'Paroxysmal kinesigenic dyskinesia', 'Psychoactive substance-induced withdrawal syndrome', 'Recurrent seizure', 'Sedative withdrawal', 'Sedative withdrawal with seizure', 'Seizure', 'Seizure co-occurrent and due to drug withdrawal', 'Seizure co-occurrent and due to psychoactive substance withdrawal', 'Seizure disorder', 'Seizure undetermined whether focal or generalized', 'Seizures and intellectual disability due to hydroxylysinuria', 'Seizures complicating infection', 'Seizures complicating infection', 'Seizures complicating infection in the newborn', 'Seizures complicating intracranial hemorrhage', 'Seizures complicating intracranial hemorrhage in the newborn', 'Seizures in the newborn, non-refractory', 'Seizures in the newborn, refractory', 'Single seizure', 'Single unprovoked seizure', 'Situation-related seizures', 'Situation-related seizures', 'Situation-related seizures', 'Tetanic convulsion']"
5,"['Acute cerebral ischemia', 'Acute cerebrovascular insufficiency', 'Brain stem ischemia', 'Cerebral ischemia', 'Neonatal cerebral ischemia', 'Perinatal cardiovascular disorders', 'Perinatal cerebral ischemia']"
6,"['Acquired periventricular cyst', 'Acquired periventricular cysts of newborn']"
7,"['Cerebral leukomalacia', 'Late secondary abnormalities of the central nervous system', 'Neonatal cerebral leukomalacia', 'Periventricular leukomalacia']"
8,"['Cerebral irritability in newborn', 'Cerebral irritation']"
9,['Cerebral depression in newborn']
10,"['Coma', 'Coma in the newborn', 'Drug-induced coma', 'Hypothermic coma', 'Hypoxic-ischemic coma', 'Irreversible coma', 'Monocular movements in coma', 'O/E - comatose', 'O/E - unconscious/comatose', 'Pituitary coma', 'Post-anoxic coma', 'Post-cardiorespiratory arrest coma', 'Post-traumatic coma', 'Spontaneous eye movements in coma', 'Unconscious', 'Unresponsive']"
11,"['Hypoxic ischemic encephalopathy', 'Hypoxic ischemic encephalopathy', 'Hypoxic ischemic encephalopathy due to cardiac arrest', 'Hypoxic ischemic encephalopathy due to strangulation', 'Neonatal asphyxial encephalopathy', 'Neonatal encephalopathy', 'Neonatal encephalopathy', 'Post-asphyxial encephalopathy', 'Postnatal hypoxic encephalopathy']"
12,"['Hypoxic ischemic encephalopathy', 'Mild hypoxic ischemic encephalopathy', 'Mild hypoxic ischemic encephalopathy of newborn', 'Neonatal encephalopathy']"
13,"['Hypoxic ischemic encephalopathy', 'Moderate hypoxic ischemic encephalopathy', 'Moderate hypoxic ischemic encephalopathy of newborn', 'Neonatal encephalopathy']"
14,"['Hypoxic ischemic encephalopathy', 'Neonatal encephalopathy', 'Severe hypoxic ischemic encephalopathy', 'Severe hypoxic ischemic encephalopathy of newborn']"
15,"['Acquired ataxia', 'Autoimmune encephalitis', 'Autoimmune thyroiditis', 'Cortical blindness', 'Early-onset epileptic encephalopathy, cortical blindness, intellectual disability, facial dysmorphism syndrome', 'Infantile epileptic dyskinetic encephalopathy', 'KCNQ2-related epileptic encephalopathy', 'Steroid-responsive encephalopathy associated with autoimmune thyroiditis']"
16,"['Cerebral calcification', 'Encephalopathy, intracerebral calcification, retinal degeneration syndrome', 'Epileptic encephalopathy with global cerebral demyelination', 'Myoclonic epilepsy in non-progressive encephalopathy', 'Neonatal encephalopathy', 'SCN2A encephalopathy', 'SCN8A-related epilepsy with encephalopathy', 'Severe neonatal onset encephalopathy with microcephaly']"
17,"['Alternating hemiplegia', 'Alternating hemiplegia of childhood', 'Benign nocturnal alternating hemiplegia of childhood', 'Cerebral ventricular distension']"
18,"['Abnormal cerebral signs in the newborn', 'Cerebral alteration', 'Perinatal nonspecific brain dysfunction']"
19,"['Bile pigment regurgitation', 'Bilious vomit on examination', 'Bilious vomiting', 'Bilious vomiting', 'Bilious vomiting of newborn', 'Regurgitation']"
20,"['Acute vomiting', 'C/O - vomiting', 'Chronic vomiting', 'Diarrhea and vomiting', 'Diarrhea and vomiting, symptom', 'Diarrhea symptom', 'Digestive symptom', 'Digestive symptom', 'Effortless vomiting', 'Hyperemesis', 'Intermittent vomiting', 'Nausea and vomiting following administration of anesthetic agent', 'Persistent vomiting', 'Uncontrollable vomiting', 'Vomited meal', 'Vomiting co-occurrent and due to infectious disease', 'Vomiting food', 'Vomiting in infants AND/OR children', 'Vomiting in newborn']"
21,"['Chronic regurgitation', 'Finding of measures of vomit', 'Finding of measures of vomit', 'Finding related to measurement of toxic substance', 'Infant gastrointestinal regurgitation', 'Nasal regurgitation', 'Newborn regurgitation of food', 'Odor of specimen - finding', 'Odor of specimen - finding', 'Regurgitation', 'Regurgitation - no aspiration detected', 'Regurgitation of food', 'Retching', 'Rumination in newborn', 'Violent retching', 'Vomit contains food', 'Vomit odor - finding', 'Vomit odor - finding', 'Vomit odor feculent', 'Vomit odor offensive', 'Vomit pH - finding', 'Vomit pH - finding', 'Vomit toxicology: nil found', 'Vomit: excessive acidity', 'Vomit: excessive alkalinity', 'Vomit: mucous present', 'Vomit: pus present', 'Vomit: undigested food present', 'Vomiting']"
22,['Slow feeding in newborn']
23,['Underfeeding in newborn']
24,['Overfeeding in newborn']
