,Synonyms
0,"['Fungal infection of hair', 'Kerion due to Microsporum', 'Kerion due to Trichophyton', 'Tinea barbae', 'Tinea barbae due to Microsporum', 'Tinea barbae due to Microsporum canis', 'Tinea barbae due to Microsporum gypseum', 'Tinea barbae due to Trichophyton', 'Tinea barbae due to Trichophyton mentagrophytes', 'Tinea barbae due to Trichophyton verrucosum', 'Tinea barbae due to Trichophyton violaceum', 'Tinea capitis', 'Tinea capitis due to Microsporum', 'Tinea capitis due to Microsporum audouinii', 'Tinea capitis due to Microsporum canis', 'Tinea capitis due to Microsporum canis variant distortum', 'Tinea capitis due to Microsporum equinum', 'Tinea capitis due to Microsporum ferrugineum', 'Tinea capitis due to Microsporum gallinae', 'Tinea capitis due to Microsporum gypseum', 'Tinea capitis due to Microsporum nanum', 'Tinea capitis due to Nannizzia fulva', 'Tinea capitis due to Trichophyton', 'Tinea capitis due to Trichophyton erinacei', 'Tinea capitis due to Trichophyton gourvilii', 'Tinea capitis due to Trichophyton megninii', 'Tinea capitis due to Trichophyton mentagrophytes variant mentagrophytes', 'Tinea capitis due to Trichophyton quinckeanum', 'Tinea capitis due to Trichophyton rubrum', 'Tinea capitis due to Trichophyton soudanense', 'Tinea capitis due to Trichophyton tonsurans', 'Tinea capitis due to Trichophyton verrucosum', 'Tinea capitis due to Trichophyton violaceum', 'Tinea capitis due to Trichophyton yaoundei', 'Tinea due to Microsporum audouinii', 'Tinea due to Microsporum canis variant canis', 'Tinea due to Microsporum canis variant distortum', 'Tinea due to Microsporum equinum', 'Tinea due to Microsporum ferrugineum', 'Tinea due to Microsporum gypseum', 'Tinea due to Microsporum gypseum', 'Tinea due to Microsporum nanum', 'Tinea due to Nannizzia fulva', 'Tinea due to Trichophyton megninii', 'Tinea due to Trichophyton mentagrophytes variant erinacei', 'Tinea due to Trichophyton mentagrophytes variant mentagrophytes', 'Tinea due to Trichophyton mentagrophytes variant quinckeanum', 'Tinea due to Trichophyton rubrum', 'Tinea due to Trichophyton soudanense', 'Tinea due to Trichophyton tonsurans', 'Tinea due to Trichophyton verrucosum', 'Tinea due to Trichophyton verrucosum', 'Tinea due to Trichophyton violaceum', 'Tinea due to Trichophyton violaceum', 'Tinea due to Trichophyton yaoundei', 'Tinea favosa', 'Tinea kerion', 'Tinea kerion of beard']"
1,"['Distal and lateral subungual onychomycosis', 'Endonyx onychomycosis', 'Fusarium infection', 'Infection caused by Scytalidium', 'Infection of toenail', 'Nail bed infection', 'Nail bed infection', 'Onycholysis', 'Onycholysis due to fungal infection of nail', 'Onychomycosis', 'Onychomycosis caused by Acremonium', 'Onychomycosis caused by Neoscytalidium dimidiatum', 'Onychomycosis due to Botryodiplodia theobromae', 'Onychomycosis due to Curvularia lunata', 'Onychomycosis due to dermatophyte', 'Onychomycosis due to Epidermophyton floccosum', 'Onychomycosis due to Fusarium', 'Onychomycosis due to mold infection', 'Onychomycosis due to Onychocola canadensis', 'Onychomycosis due to opportunistic infection', 'Onychomycosis due to Pseudeurotium ovale', 'Onychomycosis due to Pyrenochaeta unguis hominis', 'Onychomycosis due to Scopulariopsis brevicaulis', 'Onychomycosis due to Scytalidium hyalinum', 'Onychomycosis due to Trichophyton interdigitale', 'Onychomycosis due to Trichophyton mentagrophytes', 'Onychomycosis due to Trichophyton rubrum', 'Onychomycosis due to Trichophyton schoenleinii', 'Onychomycosis due to Trichophyton soudanense', 'Onychomycosis due to Trichophyton tonsurans', 'Onychomycosis due to Trichophyton violaceum', 'Onychomycosis of nail of digit', 'Onychomycosis of toenails', 'Proximal subungual onychomycosis', 'Superficial white onychomycosis', 'Tinea due to Trichophyton rubrum', 'Total dystrophic onychomycosis']"
2,"['Tinea due to Epidermophyton floccosum', 'Tinea due to Microsporum vanbreuseghemii', 'Tinea due to Trichophyton mentagrophytes variant erinacei', 'Tinea due to Trichophyton mentagrophytes variant interdigitale', 'Tinea due to Trichophyton rubrum', 'Tinea due to Trichophyton violaceum', 'Tinea manus', 'Tinea manuum due to Epidermophyton floccosum', 'Tinea manuum due to Microsporum vanbreuseghemii', 'Tinea manuum due to Trichophyton mentagrophytes variant erinacei', 'Tinea manuum due to Trichophyton mentagrophytes variant interdigitale', 'Tinea manuum due to Trichophyton rubrum', 'Tinea manuum due to Trichophyton violaceum']"
3,"['Tinea due to Epidermophyton floccosum', 'Tinea due to Trichophyton mentagrophytes variant interdigitale', 'Tinea due to Trichophyton rubrum', 'Tinea due to Trichophyton violaceum', 'Tinea pedis', 'Tinea pedis due to Epidermophyton', 'Tinea pedis due to Epidermophyton floccosum', 'Tinea pedis due to Trichophyton', 'Tinea pedis due to Trichophyton interdigitale', 'Tinea pedis due to Trichophyton rubrum', 'Tinea pedis due to Trichophyton violaceum']"
4,"['Tinea corporis', 'Tinea corporis due to Epidermophyton floccosum', 'Tinea corporis due to Microsporum', 'Tinea corporis due to Microsporum audouinii', 'Tinea corporis due to Microsporum canis variant canis', 'Tinea corporis due to Microsporum distortum', 'Tinea corporis due to Microsporum equinum', 'Tinea corporis due to Microsporum ferrugineum', 'Tinea corporis due to Microsporum gypseum', 'Tinea corporis due to Microsporum nanum', 'Tinea corporis due to Nannizzia fulva', 'Tinea corporis due to Nannizzia persicolor', 'Tinea corporis due to Trichophyton', 'Tinea corporis due to Trichophyton equinum variant equinum', 'Tinea corporis due to Trichophyton gallinae', 'Tinea corporis due to Trichophyton megninii', 'Tinea corporis due to Trichophyton mentagrophytes variant erinacei', 'Tinea corporis due to Trichophyton mentagrophytes variant mentagrophytes', 'Tinea corporis due to Trichophyton mentagrophytes variant quinckeanum', 'Tinea corporis due to Trichophyton rubrum', 'Tinea corporis due to Trichophyton schoenleinii', 'Tinea corporis due to Trichophyton simii', 'Tinea corporis due to Trichophyton soudanense', 'Tinea corporis due to Trichophyton tonsurans variant tonsurans', 'Tinea corporis due to Trichophyton verrucosum', 'Tinea corporis due to Trichophyton violaceum', 'Tinea corporis due to Trichophyton yaoundei', 'Tinea due to Epidermophyton floccosum', 'Tinea due to Microsporum audouinii', 'Tinea due to Microsporum canis variant canis', 'Tinea due to Microsporum canis variant distortum', 'Tinea due to Microsporum equinum', 'Tinea due to Microsporum ferrugineum', 'Tinea due to Microsporum gypseum', 'Tinea due to Microsporum nanum', 'Tinea due to Nannizzia fulva', 'Tinea due to Nannizzia persicolor', 'Tinea due to Trichophyton equinum', 'Tinea due to Trichophyton megninii', 'Tinea due to Trichophyton mentagrophytes variant erinacei', 'Tinea due to Trichophyton mentagrophytes variant mentagrophytes', 'Tinea due to Trichophyton mentagrophytes variant quinckeanum', 'Tinea due to Trichophyton rubrum', 'Tinea due to Trichophyton simii', 'Tinea due to Trichophyton soudanense', 'Tinea due to Trichophyton tonsurans', 'Tinea due to Trichophyton verrucosum', 'Tinea due to Trichophyton violaceum', 'Tinea due to Trichophyton yaoundei']"
5,"['Tinea due to Trichophyton concentricum', 'Tinea imbricata']"
6,"['Tinea cruris', 'Tinea cruris due to Epidermophyton floccosum', 'Tinea cruris due to Trichophyton gallinae', 'Tinea cruris due to Trichophyton rubrum', 'Tinea due to Epidermophyton floccosum', 'Tinea due to Trichophyton rubrum']"
7,"['Allergy-sensitivity to fungi syndrome', 'Allergy-sensitivity to fungi syndrome', 'Allergy-sensitivity to fungi syndrome', 'Deep seated dermatophytosis', 'Disseminated dermatophytosis', 'Epidermophytide', 'Granulomatous dermatophytosis', 'Id reaction', 'Id reaction', 'Id reaction', 'Microsporide', 'Tinea faciei', 'Tinea of perianal region', 'Tinea profunda', 'Trichophytide']"
8,"['Allergy-sensitivity to fungi syndrome', 'Dermatophytosis', 'Dermatophytosis co-occurrent with human immunodeficiency virus infection', 'Favus due to Trichophyton gallinae', 'Favus due to Trichophyton schoenleinii', 'Id reaction', 'Tinea due to Epidermophyton floccosum', 'Tinea due to Genus Trichophyton', 'Tinea due to Microsporum audouinii', 'Tinea due to Microsporum canis variant canis', 'Tinea due to Microsporum canis variant distortum', 'Tinea due to Microsporum equinum', 'Tinea due to Microsporum ferrugineum', 'Tinea due to Microsporum gypseum', 'Tinea due to Microsporum nanum', 'Tinea due to Microsporum vanbreuseghemii', 'Tinea due to Nannizzia fulva', 'Tinea due to Nannizzia persicolor', 'Tinea due to Trichophyton concentricum', 'Tinea due to Trichophyton equinum', 'Tinea due to Trichophyton megninii', 'Tinea due to Trichophyton mentagrophytes variant erinacei', 'Tinea due to Trichophyton mentagrophytes variant interdigitale', 'Tinea due to Trichophyton mentagrophytes variant mentagrophytes', 'Tinea due to Trichophyton mentagrophytes variant quinckeanum', 'Tinea due to Trichophyton rubrum', 'Tinea due to Trichophyton simii', 'Tinea due to Trichophyton soudanense', 'Tinea due to Trichophyton tonsurans', 'Tinea due to Trichophyton verrucosum', 'Tinea due to Trichophyton violaceum', 'Tinea due to Trichophyton yaoundei', 'Trichophytosis']"
9,"['Infection caused by Malassezia', 'Malassezia infection of skin', 'Pityriasis versicolor']"
