,category,condition
0,T36.0X1A,"Poisoning by penicillins, accidental (unintentional), init"
1,T36.0X1D,"Poisoning by penicillins, accidental (unintentional), subs"
2,T36.0X1S,"Poisoning by penicillins, accidental, sequela"
3,T36.0X2A,"Poisoning by penicillins, intentional selfharm, init encntr"
4,T36.0X2D,"Poisoning by penicillins, intentional selfharm, subs encntr"
5,T36.0X2S,"Poisoning by penicillins, intentional selfharm, sequela"
6,T36.0X3A,"Poisoning by penicillins, assault, initial encounter"
7,T36.0X3D,"Poisoning by penicillins, assault, subsequent encounter"
8,T36.0X3S,"Poisoning by penicillins, assault, sequela"
9,T36.0X4A,"Poisoning by penicillins, undetermined, initial encounter"
10,T36.0X4D,"Poisoning by penicillins, undetermined, subsequent encounter"
11,T36.0X4S,"Poisoning by penicillins, undetermined, sequela"
12,T36.0X5A,"Adverse effect of penicillins, initial encounter"
13,T36.0X5D,"Adverse effect of penicillins, subsequent encounter"
14,T36.0X5S,"Adverse effect of penicillins, sequela"
15,T36.0X6A,"Underdosing of penicillins, initial encounter"
16,T36.0X6D,"Underdosing of penicillins, subsequent encounter"
17,T36.0X6S,"Underdosing of penicillins, sequela"
18,T36.1X1A,"Poisoning by cephalospor/oth betalactm antibiot, acc, init"
19,T36.1X1D,"Poisoning by cephalospor/oth betalactm antibiot, acc, subs"
20,T36.1X1S,"Poisn by cephalospor/oth betalactm antibiot, acc, sequela"
21,T36.1X2A,"Poisn by cephalospor/oth betalactm antibiot, slfhrm, init"
22,T36.1X2D,"Poisn by cephalospor/oth betalactm antibiot, slfhrm, subs"
23,T36.1X2S,"Poisn by cephalospor/oth betalactm antibiot, slfhrm, sqla"
24,T36.1X3A,"Poisn by cephalospor/oth betalactm antibiot, assault, init"
25,T36.1X3D,"Poisn by cephalospor/oth betalactm antibiot, assault, subs"
26,T36.1X3S,"Poisn by cephalospor/oth betalactm antibiot, asslt, sequela"
27,T36.1X4A,"Poisn by cephalospor/oth betalactm antibiot, undet, init"
28,T36.1X4D,"Poisn by cephalospor/oth betalactm antibiot, undet, subs"
29,T36.1X4S,"Poisn by cephalospor/oth betalactm antibiot, undet, sequela"
30,T36.1X5A,"Adverse effect of cephalospor/oth betalactm antibiot, init"
31,T36.1X5D,"Adverse effect of cephalospor/oth betalactm antibiot, subs"
32,T36.1X5S,"Advrs effect of cephalospor/oth betalactm antibiot, sequela"
33,T36.1X6A,"Underdosing of cephalospor/oth betalactm antibiotics, init"
34,T36.1X6D,"Underdosing of cephalospor/oth betalactm antibiotics, subs"
35,T36.1X6S,"Underdosing of cephalospor/oth betalactm antibiot, sequela"
