,Synonyms
0,"['Accidental ampicillin overdose', 'Accidental ampicillin poisoning', 'Accidental carbenicillin overdose', 'Accidental carbenicillin poisoning', 'Accidental cloxacillin overdose', 'Accidental cloxacillin poisoning', 'Accidental flucloxacillin overdose', 'Accidental flucloxacillin poisoning', 'Accidental penicillin G poisoning', 'Accidental piperacillin poisoning', 'Amoxycillin overdose', 'Ampicillin overdose', 'Carbenicillin overdose', 'Cloxacillin overdose', 'Flucloxacillin overdose', 'Flucloxacillin poisoning', 'Penicillin overdose', 'Piperacillin poisoning', 'Poisoning by ampicillin', 'Poisoning by carbenicillin', 'Poisoning by cloxacillin', 'Poisoning by penicillin', 'Poisoning by penicillin G']"
1,"['Accidental ampicillin overdose', 'Accidental ampicillin poisoning', 'Accidental carbenicillin overdose', 'Accidental carbenicillin poisoning', 'Accidental cloxacillin overdose', 'Accidental cloxacillin poisoning', 'Accidental flucloxacillin overdose', 'Accidental flucloxacillin poisoning', 'Accidental penicillin G poisoning', 'Accidental piperacillin poisoning', 'Amoxycillin overdose', 'Ampicillin overdose', 'Carbenicillin overdose', 'Cloxacillin overdose', 'Flucloxacillin overdose', 'Flucloxacillin poisoning', 'Penicillin overdose', 'Piperacillin poisoning', 'Poisoning by ampicillin', 'Poisoning by carbenicillin', 'Poisoning by cloxacillin', 'Poisoning by penicillin', 'Poisoning by penicillin G']"
2,"['Accidental ampicillin overdose', 'Accidental ampicillin poisoning', 'Accidental carbenicillin overdose', 'Accidental carbenicillin poisoning', 'Accidental cloxacillin overdose', 'Accidental cloxacillin poisoning', 'Accidental flucloxacillin overdose', 'Accidental flucloxacillin poisoning', 'Accidental penicillin G poisoning', 'Accidental piperacillin poisoning', 'Amoxycillin overdose', 'Ampicillin overdose', 'Carbenicillin overdose', 'Cloxacillin overdose', 'Flucloxacillin overdose', 'Flucloxacillin poisoning', 'Penicillin overdose', 'Piperacillin poisoning', 'Poisoning by ampicillin', 'Poisoning by carbenicillin', 'Poisoning by cloxacillin', 'Poisoning by penicillin', 'Poisoning by penicillin G']"
3,"['Ampicillin overdose', 'Carbenicillin overdose', 'Cloxacillin overdose', 'Flucloxacillin overdose', 'Flucloxacillin poisoning', 'Intentional ampicillin overdose', 'Intentional ampicillin poisoning', 'Intentional carbenicillin overdose', 'Intentional carbenicillin poisoning', 'Intentional cloxacillin overdose', 'Intentional cloxacillin poisoning', 'Intentional flucloxacillin overdose', 'Intentional flucloxacillin poisoning', 'Intentional penicillin G poisoning', 'Intentional piperacillin poisoning', 'Piperacillin poisoning', 'Poisoning by ampicillin', 'Poisoning by carbenicillin', 'Poisoning by cloxacillin', 'Poisoning by penicillin G']"
4,"['Ampicillin overdose', 'Carbenicillin overdose', 'Cloxacillin overdose', 'Flucloxacillin overdose', 'Flucloxacillin poisoning', 'Intentional ampicillin overdose', 'Intentional ampicillin poisoning', 'Intentional carbenicillin overdose', 'Intentional carbenicillin poisoning', 'Intentional cloxacillin overdose', 'Intentional cloxacillin poisoning', 'Intentional flucloxacillin overdose', 'Intentional flucloxacillin poisoning', 'Intentional penicillin G poisoning', 'Intentional piperacillin poisoning', 'Piperacillin poisoning', 'Poisoning by ampicillin', 'Poisoning by carbenicillin', 'Poisoning by cloxacillin', 'Poisoning by penicillin G']"
5,"['Ampicillin overdose', 'Carbenicillin overdose', 'Cloxacillin overdose', 'Flucloxacillin overdose', 'Flucloxacillin poisoning', 'Intentional ampicillin overdose', 'Intentional ampicillin poisoning', 'Intentional carbenicillin overdose', 'Intentional carbenicillin poisoning', 'Intentional cloxacillin overdose', 'Intentional cloxacillin poisoning', 'Intentional flucloxacillin overdose', 'Intentional flucloxacillin poisoning', 'Intentional penicillin G poisoning', 'Intentional piperacillin poisoning', 'Piperacillin poisoning', 'Poisoning by ampicillin', 'Poisoning by carbenicillin', 'Poisoning by cloxacillin', 'Poisoning by penicillin G']"
6,[]
7,[]
8,[]
9,"['Ampicillin overdose', 'Ampicillin overdose of undetermined intent', 'Ampicillin poisoning of undetermined intent', 'Carbenicillin overdose', 'Carbenicillin overdose of undetermined intent', 'Carbenicillin poisoning of undetermined intent', 'Cloxacillin overdose', 'Cloxacillin overdose of undetermined intent', 'Cloxacillin poisoning of undetermined intent', 'Flucloxacillin overdose', 'Flucloxacillin overdose of undetermined intent', 'Flucloxacillin poisoning', 'Flucloxacillin poisoning of undetermined intent', 'Penicillin G poisoning of undetermined intent', 'Piperacillin poisoning', 'Piperacillin poisoning of undetermined intent', 'Poisoning by ampicillin', 'Poisoning by carbenicillin', 'Poisoning by cloxacillin', 'Poisoning by penicillin G']"
