,Synonyms
0,"['Abnormal movement', 'Difficulty controlling head posture', 'Difficulty controlling posture', 'Finding related to ability to control head posture', 'Head movements abnormal']"
1,"['Aspergillus clavatus tremors', 'Chronic tremor', 'Coarse tremor', 'Continuous tremor', 'Enhanced physiological tremor', 'Fine tremor', 'Intermittent tremor', 'Massive tremor', 'O/E - coarse tremor - flapping', 'O/E - fine tremor', 'O/E - tremor of tongue', 'O/E - tremor outstretched hands', 'Passive tremor', 'Persistent tremor', 'Physiological tremor', 'Trembles', 'Tremor', 'Tremor due to central nervous system disease', 'Tremor due to orthostatic hypotension']"
2,"['Acanthosis nigricans', 'Acanthosis nigricans and insulin resistance with muscle cramp and acral enlargement syndrome', 'Benign fasciculation-cramp syndrome', 'Bilateral cramp of muscle of lower limbs', 'Bilateral muscle cramp of upper limbs', 'Bowel spasm', 'Carney complex, trismus, pseudocamptodactyly syndrome', 'Clasp knife like increase in tone', 'Congenital hypoplasia of cerebrum', 'Cramp', 'Cramp in calf', 'Cramp in foot', 'Cramp in limb', 'Cramp in lower leg', 'Cramp in lower limb', 'Cramp of muscle of left lower limb', 'Cramp of muscle of left upper limb', 'Cramp of muscle of right lower limb', 'Cramp of muscle of right upper limb', 'Diffuse spasm', 'Disorders of spinal neurones manifest by hyperactivity', 'Early-onset progressive neurodegeneration, blindness, ataxia, spasticity syndrome', 'Hand cramps', 'Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome', 'Hypernatremia', 'Hypomyelination with brain stem and spinal cord involvement and leg spasticity', 'Hypoplasia of corpus callosum', 'Insulin receptor defect', 'L1 syndrome', 'Local spasm', 'Masseter spasm', 'Microcephalus, brain defect, spasticity, hypernatremia syndrome', 'Muscular hypertonicity', 'Myoclonic encephalopathy', 'Myxoma of heart', 'Nocturnal muscle cramp', 'Nocturnal muscle spasm', 'O/E - muscle rigid-clasp knife', 'O/E - muscle tone', 'O/E - opisthotonos', 'O/E - spasm/tic', 'Opisthotonus', 'Spasm', 'Spasmodic movement', 'Spastic foot', 'Spasticity', 'Spasticity as sequela of stroke', 'Symptomatic generalized epilepsy', 'Tetanus with trismus', 'Trismus', 'Trismus present', 'X-linked parkinsonism with spasticity syndrome', 'X-linked spasticity, intellectual disability, epilepsy syndrome']"
3,"['Benign fasciculation-cramp syndrome', 'Disorders of spinal neurones manifest by hyperactivity', 'Fasciculation of tongue', 'Muscle fasciculation', 'Muscle twitch', 'O/E - muscular fasciculation', 'O/E - twitching eyes', 'Twitching eye']"
4,"['Ankle clonus', 'Ankle clonus present', 'Ankle clonus sustained', 'Ankle clonus unsustained', 'Anodal closure clonus', 'Athetoid movement', 'Athetoid paralysis', 'Athetosis', 'Athetosis with rigidity', 'Athetosis with spastic paraplegia', 'Blink reflex finding', 'Blinking', 'Bradykinesia', 'Clonus', 'Excessive blinking - involuntary', 'Flinging movement', 'Flinging movement of arm', 'Flinging movement of leg', 'Involuntary truncal rocking', 'Movement of eyelid - finding', 'Named sensory sign', 'O/E - ankle clonus', 'O/E - ankle clonus - sustained', 'O/E - ankle clonus-unsustained', 'O/E - associated movements', 'O/E - athetosis', 'O/E - clonus', 'O/E - patellar clonus', 'O/E -patellar clonus-sustained', 'O/E-patellar clonus-unsustained', 'Opisthotonus', 'Patella clonus unsustained', 'Patellar clonus', 'Patellar clonus present', 'Patellar clonus sustained', 'Posthemiplegic athetosis', 'Pseudoathetosis', 'Rumination - mouth', 'Sustained clonus', 'Synkinesis', 'Synkinesis of eyelid', 'Synkinesis of face', 'Wrist clonus', 'Writhing movements']"
5,"['Abnormal involuntary movement', 'Involuntary movement', 'Involuntary movement symptom', 'O/E - involuntary movements']"
6,"['Ataxic gait', 'Cerebellar ataxic gait', ""Charcot's gait"", 'Dyspraxia', 'Frontal ataxia', 'Gait dyspraxia', 'O/E - gait', 'O/E - gait ataxic', 'Parkinsonian ataxia', 'Sensory ataxic gait', 'Staggering gait', 'Vestibular ataxic gait', 'Visual ataxic gait']"
7,"['Hemiplegic gait', 'Intermittent double-step gait', 'O/E - gait', 'O/E - gait spastic', 'Paraplegic gait', 'Scissoring gait', 'Spastic gait']"
8,"['Dependent for walking', 'Deterioration in ability to walk', 'Deterioration in ability to walk up stairs', 'Difficulty in starting and stopping walking spontaneously', 'Difficulty in stopping walking', 'Difficulty in walking backward pulling large toy', 'Difficulty in walking carrying large toy', 'Difficulty initiating walking', 'Difficulty managing stairs', 'Difficulty managing stairs', 'Difficulty managing steps', 'Difficulty managing steps', 'Difficulty managing steps and stairs', 'Difficulty managing steps and stairs', 'Difficulty managing steps and stairs', 'Difficulty managing steps and stairs', 'Difficulty walking', 'Difficulty walking down a slope', 'Difficulty walking down hill', 'Difficulty walking down stairs', 'Difficulty walking down step', 'Difficulty walking heel to toe', 'Difficulty walking in corridor', 'Difficulty walking in room', 'Difficulty walking on a narrow line', 'Difficulty walking on the flat', 'Difficulty walking on uneven surface', 'Difficulty walking up a slope', 'Difficulty walking up hill', 'Difficulty walking up stairs', 'Difficulty walking up step', 'Does not initiate walking', 'Does not manage stairs', 'Does not manage stairs', 'Does not manage steps', 'Does not manage steps', 'Does not manage steps and stairs', 'Does not manage steps and stairs', 'Does not manage steps and stairs', 'Does not manage steps and stairs', 'Does not start and stop walking spontaneously', 'Does not stop walking', 'Does not walk', 'Does not walk backward pulling large toy', 'Does not walk carrying large toy', 'Does not walk down a slope', 'Does not walk down hill', 'Does not walk down stairs', 'Does not walk down step', 'Does not walk heel to toe', 'Does not walk in corridor', 'Does not walk in room', 'Does not walk on a narrow line', 'Does not walk on the flat', 'Does not walk on uneven surface', 'Does not walk up a slope', 'Does not walk up hill', 'Does not walk up stairs', 'Does not walk up step', 'Finding of body control', 'Finding of musculoskeletal measures', 'Finding related to ability to initiate walking', 'Finding related to ability to initiate walking', 'Finding related to ability to initiate walking', 'Finding related to ability to start and stop walking spontaneously', 'Finding related to ability to start and stop walking spontaneously', 'Finding related to ability to start and stop walking spontaneously', 'Finding related to ability to stop walking', 'Finding related to ability to stop walking', 'Finding related to ability to stop walking', 'Finding related to ability to walk backward pulling large toy', 'Finding related to ability to walk backward pulling large toy', 'Finding related to ability to walk backward pulling large toy', 'Finding related to ability to walk carrying large toy', 'Finding related to ability to walk carrying large toy', 'Finding related to ability to walk carrying large toy', 'Finding related to ability to walk down a slope', 'Finding related to ability to walk down a slope', 'Finding related to ability to walk down a slope', 'Finding related to ability to walk down hill', 'Finding related to ability to walk down hill', 'Finding related to ability to walk down hill', 'Finding related to ability to walk down stairs', 'Finding related to ability to walk down stairs', 'Finding related to ability to walk down stairs', 'Finding related to ability to walk down step', 'Finding related to ability to walk down step', 'Finding related to ability to walk down step', 'Finding related to ability to walk heel to toe', 'Finding related to ability to walk heel to toe', 'Finding related to ability to walk heel to toe', 'Finding related to ability to walk on a narrow line', 'Finding related to ability to walk on a narrow line', 'Finding related to ability to walk on a narrow line', 'Finding related to ability to walk up a slope', 'Finding related to ability to walk up a slope', 'Finding related to ability to walk up a slope', 'Finding related to ability to walk up hill', 'Finding related to ability to walk up hill', 'Finding related to ability to walk up hill', 'Finding related to ability to walk up stairs', 'Finding related to ability to walk up stairs', 'Finding related to ability to walk up stairs', 'Finding related to ability to walk up step', 'Finding related to ability to walk up step', 'Finding related to ability to walk up step', 'General difficulty in moving', 'General difficulty in moving', 'Has gone off legs', 'Loss of control of walking', 'Slow on legs', 'Stick only for walking', 'Tripod/quadrupod: walking', 'Unable to initiate walking', 'Unable to manage stairs', 'Unable to manage steps', 'Unable to manage steps', 'Unable to manage steps and stairs', 'Unable to manage steps and stairs', 'Unable to manage steps and stairs', 'Unable to start and stop walking spontaneously', 'Unable to stop walking', 'Unable to walk', 'Unable to walk backward pulling large toy', 'Unable to walk carrying large toy', 'Unable to walk down a slope', 'Unable to walk down hill', 'Unable to walk down stairs', 'Unable to walk down step', 'Unable to walk heel to toe', 'Unable to walk in corridor', 'Unable to walk in room', 'Unable to walk on a narrow line', 'Unable to walk on the flat', 'Unable to walk on uneven surface', 'Unable to walk up a slope', 'Unable to walk up hill', 'Unable to walk up step', 'Uses zimmer frame', 'Walking aid use - finding', 'Walking aid use - finding', 'Walking aid use - finding', 'Walking difficulty due to ankle and foot', 'Walking difficulty due to lower leg', 'Walking difficulty due to multiple sites', 'Walking difficulty due to pelvic region and thigh', 'Walking disability', 'Walking distance - finding', 'Walking distance reduced']"
9,"['Coordination problem', 'Difficulty balancing', 'Difficulty balancing when standing', 'Does not balance', 'Does not balance when standing', 'Feels as though will fall', 'Finding of general balance', 'Finding of general balance', 'Finding of general balance', 'Finding of general balance', 'Finding of turning balance when walking', 'General unsteadiness', 'Keeps losing balance', 'O/E - coordination', 'O/E - generally unsteady', 'Postural sway when standing', 'Unable to balance', 'Unable to balance', 'Unable to balance', 'Unable to balance when standing', 'Unable to balance when standing', 'Unable to balance when standing', 'Unable to balance when standing with both feet apart', 'Unable to balance when standing with both feet in semi tandem stance', 'Unable to balance when standing with both feet in tandem stance', 'Unable to balance when standing with both feet together', 'Unsteadiness present', 'Unsteady gait', 'Unsteady when standing', 'Unsteady when turning']"
