,Synonyms
0,[]
1,['Exposure to intestinal infectious disease']
2,"['Exposure to Mycobacterium tuberculosis', 'Exposure to tuberculosis']"
3,"['Exposure to chlamydia', 'Exposure to Chlamydia trachomatis', 'Exposure to genital trichomoniasis', 'Exposure to lymphogranuloma venereum', 'Exposure to Neisseria gonorrhoeae', 'Exposure to sexually transmissible disorder', 'Exposure to Treponema pallidum']"
4,"['Animal bite by potentially rabid animal', 'Animal bite to human by potentially rabid animal', 'Exposure to Rabies virus']"
5,"['Exposure to rubella in pregnancy', 'Exposure to Rubella virus']"
6,"['Exposure to Hepatitis A virus', 'Exposure to Hepatitis B virus', 'Exposure to Hepatitis C virus', 'Exposure to viral hepatitis', 'Hepatitis B Occupational risk']"
7,['Exposure to Human immunodeficiency virus']
8,"['Exposure to disease caused by ectoparasite', 'Exposure to Enterobius vermicularis', 'Exposure to Leptospira', 'Exposure to Pediculus humanus capitus', 'Exposure to Plasmodium falciparum', 'Exposure to scabies', 'Exposure to Toxoplasma']"
9,['Exposure to Bacillus anthracis']
10,"['Exposure to meningitis', 'Exposure to Neisseria meningitidis']"
11,"['Exposure to anaerobic bacterial vaginosis', 'Exposure to bacterial vaginosis', 'Exposure to Bordetella pertussis', 'Exposure to Coccidioides immitis', 'Exposure to Francisella tularensis', 'Exposure to Gardnerella vaginalis', 'Exposure to Haemophilus ducreyi', 'Exposure to Klebsiella granulomatis', 'Exposure to Legionella', 'Exposure to Listeria moncytogenes', 'Exposure to Salmonella', 'Exposure to streptococcal pharyngitis', 'Exposure to Streptococcus', 'Exposure to Vibrio cholerae', 'Risk of exposure to Leptospira']"
12,['Exposure to varicella']
13,['Exposure to Zika virus']
14,"['Exposure to anogenital Herpes simplex virus', 'Exposure to coronavirus infection', 'Exposure to cytomegalovirus', 'Exposure to Ebola virus', 'Exposure to herpes simplex virus', 'Exposure to Human poliovirus', 'Exposure to Influenza A virus subtype H1N1', 'Exposure to Influenzavirus', 'Exposure to Measles virus', 'Exposure to meningitis', 'Exposure to Mumps virus', 'Exposure to severe acute respiratory syndrome coronavirus', 'Exposure to Variola virus', 'Exposure to viral disease', 'Exposure to viral meningitis']"
15,"['Exposure to infectious disease from arthropod', 'Exposure to nongonococcal urethritis', 'Exposure to nonspecific genital infection', 'Exposure to nonspecific urethritis']"
16,"['Environment contains animals', 'Environment contains infected animal', 'Exposure to communicable disease', 'Risk of exposure to communicable disease']"
17,[]
