,category,condition
0,O30.001,"Twin preg, unsp num plcnta & amnio sacs, first trimester"
1,O30.002,"Twin preg, unsp num plcnta & amnio sacs, second trimester"
2,O30.003,"Twin preg, unsp num plcnta & amnio sacs, third trimester"
3,O30.009,"Twin pregnancy, unsp num plcnta & amnio sacs, unsp trimester"
4,O30.011,"Twin pregnancy, monochorionic/monoamniotic, first trimester"
5,O30.012,"Twin pregnancy, monochorionic/monoamniotic, second trimester"
6,O30.013,"Twin pregnancy, monochorionic/monoamniotic, third trimester"
7,O30.019,"Twin pregnancy, monochorionic/monoamniotic, unsp trimester"
8,O30.021,"Conjoined twin pregnancy, first trimester"
9,O30.022,"Conjoined twin pregnancy, second trimester"
10,O30.023,"Conjoined twin pregnancy, third trimester"
11,O30.029,"Conjoined twin pregnancy, unspecified trimester"
12,O30.031,"Twin pregnancy, monochorionic/diamniotic, first trimester"
13,O30.032,"Twin pregnancy, monochorionic/diamniotic, second trimester"
14,O30.033,"Twin pregnancy, monochorionic/diamniotic, third trimester"
15,O30.039,"Twin pregnancy, monochorionic/diamniotic, unsp trimester"
16,O30.041,"Twin pregnancy, dichorionic/diamniotic, first trimester"
17,O30.042,"Twin pregnancy, dichorionic/diamniotic, second trimester"
18,O30.043,"Twin pregnancy, dichorionic/diamniotic, third trimester"
19,O30.049,"Twin pregnancy, dichorionic/diamniotic, unsp trimester"
20,O30.091,"Twin preg, unable to dtrm num plcnta & amnio sacs, first tri"
21,O30.092,"Twin preg, unable to dtrm num plcnta & amnio sacs, 2nd tri"
22,O30.093,"Twin preg, unable to dtrm num plcnta & amnio sacs, third tri"
23,O30.099,"Twin preg, unable to dtrm num plcnta & amnio sacs, unsp tri"
24,O30.101,"Triplet preg, unsp num plcnta & amnio sacs, first trimester"
25,O30.102,"Triplet preg, unsp num plcnta & amnio sacs, second trimester"
26,O30.103,"Triplet preg, unsp num plcnta & amnio sacs, third trimester"
27,O30.109,"Triplet preg, unsp num plcnta & amnio sacs, unsp trimester"
28,O30.111,"Triplet preg w two or more monochorionic fetuses, first tri"
29,O30.112,"Triplet preg w two or more monochorionic fetuses, second tri"
30,O30.113,"Triplet preg w two or more monochorionic fetuses, third tri"
31,O30.119,"Triplet preg w two or more monochorionic fetuses, unsp tri"
32,O30.121,"Triplet preg w two or more monoamnio fetuses, first tri"
33,O30.122,"Triplet preg w two or more monoamnio fetuses, second tri"
34,O30.123,"Triplet preg w two or more monoamnio fetuses, third tri"
35,O30.129,"Triplet preg w two or more monoamnio fetuses, unsp trimester"
36,O30.131,"Triplet pregnancy, trichorionic/triamniotic, first trimester"
37,O30.132,"Triplet preg, trichorionic/triamniotic, second trimester"
38,O30.133,"Triplet pregnancy, trichorionic/triamniotic, third trimester"
39,O30.139,"Triplet pregnancy, trichorionic/triamniotic, unsp trimester"
40,O30.191,"Trp preg, unable to dtrm num plcnta & amnio sacs, first tri"
41,O30.192,"Trp preg, unable to dtrm num plcnta & amnio sacs, second tri"
42,O30.193,"Trp preg, unable to dtrm num plcnta & amnio sacs, third tri"
43,O30.199,"Trp preg, unable to dtrm num plcnta & amnio sacs, unsp tri"
44,O30.201,"Quad preg, unsp num plcnta & amnio sacs, first trimester"
45,O30.202,"Quad preg, unsp num plcnta & amnio sacs, second trimester"
46,O30.203,"Quad preg, unsp num plcnta & amnio sacs, third trimester"
47,O30.209,"Quad pregnancy, unsp num plcnta & amnio sacs, unsp trimester"
48,O30.211,"Quad preg w two or more monochorionic fetuses, first tri"
49,O30.212,"Quad preg w two or more monochorionic fetuses, second tri"
50,O30.213,"Quad preg w two or more monochorionic fetuses, third tri"
51,O30.219,"Quad preg w two or more monochorionic fetuses, unsp tri"
52,O30.221,"Quad preg w two or more monoamnio fetuses, first trimester"
53,O30.222,"Quad preg w two or more monoamnio fetuses, second trimester"
54,O30.223,"Quad preg w two or more monoamnio fetuses, third trimester"
55,O30.229,"Quad preg w two or more monoamnio fetuses, unsp trimester"
56,O30.231,"Quad preg, quadrachorionic/quadraamniotic, first trimester"
57,O30.232,"Quad preg, quadrachorionic/quadraamniotic, second trimester"
58,O30.233,"Quad preg, quadrachorionic/quadraamniotic, third trimester"
59,O30.239,"Quad preg, quadrachorionic/quadraamniotic, unsp trimester"
60,O30.291,"Quad preg, unable to dtrm num plcnta & amnio sacs, first tri"
61,O30.292,"Quad preg, unable to dtrm num plcnta & amnio sacs, 2nd tri"
62,O30.293,"Quad preg, unable to dtrm num plcnta & amnio sacs, third tri"
63,O30.299,"Quad preg, unable to dtrm num plcnta & amnio sacs, unsp tri"
64,O30.801,"Oth multiple gest, unsp num plcnta & amnio sacs, first tri"
65,O30.802,"Oth multiple gest, unsp num plcnta & amnio sacs, second tri"
66,O30.803,"Oth multiple gest, unsp num plcnta & amnio sacs, third tri"
67,O30.809,"Oth multiple gest, unsp num plcnta & amnio sacs, unsp tri"
