,category,condition
0,T26.00XA,"Burn of unspecified eyelid and periocular area, init encntr"
1,T26.00XD,"Burn of unspecified eyelid and periocular area, subs encntr"
2,T26.00XS,"Burn of unspecified eyelid and periocular area, sequela"
3,T26.01XA,"Burn of right eyelid and periocular area, initial encounter"
4,T26.01XD,"Burn of right eyelid and periocular area, subs encntr"
5,T26.01XS,"Burn of right eyelid and periocular area, sequela"
6,T26.02XA,"Burn of left eyelid and periocular area, initial encounter"
7,T26.02XD,"Burn of left eyelid and periocular area, subs encntr"
8,T26.02XS,"Burn of left eyelid and periocular area, sequela"
9,T26.10XA,"Burn of cornea and conjunctival sac, unsp eye, init encntr"
10,T26.10XD,"Burn of cornea and conjunctival sac, unsp eye, subs encntr"
11,T26.10XS,"Burn of cornea and conjunctival sac, unsp eye, sequela"
12,T26.11XA,"Burn of cornea and conjunctival sac, right eye, init encntr"
13,T26.11XD,"Burn of cornea and conjunctival sac, right eye, subs encntr"
14,T26.11XS,"Burn of cornea and conjunctival sac, right eye, sequela"
15,T26.12XA,"Burn of cornea and conjunctival sac, left eye, init encntr"
16,T26.12XD,"Burn of cornea and conjunctival sac, left eye, subs encntr"
17,T26.12XS,"Burn of cornea and conjunctival sac, left eye, sequela"
18,T26.20XA,"Burn w resulting rupture and dest of unsp eyeball, init"
19,T26.20XD,"Burn w resulting rupture and dest of unsp eyeball, subs"
20,T26.20XS,"Burn w resulting rupture and dest of unsp eyeball, sequela"
21,T26.21XA,"Burn w resulting rupture and dest of right eyeball, init"
22,T26.21XD,"Burn w resulting rupture and dest of right eyeball, subs"
23,T26.21XS,"Burn w resulting rupture and dest of right eyeball, sequela"
24,T26.22XA,"Burn w resulting rupture and dest of left eyeball, init"
25,T26.22XD,"Burn w resulting rupture and dest of left eyeball, subs"
26,T26.22XS,"Burn w resulting rupture and dest of left eyeball, sequela"
27,T26.30XA,"Burns of oth parts of unsp eye and adnexa, init encntr"
28,T26.30XD,"Burns of oth parts of unsp eye and adnexa, subs encntr"
29,T26.30XS,"Burns of oth parts of unspecified eye and adnexa, sequela"
30,T26.31XA,"Burns of oth parts of right eye and adnexa, init encntr"
31,T26.31XD,"Burns of oth parts of right eye and adnexa, subs encntr"
32,T26.31XS,"Burns of oth parts of right eye and adnexa, sequela"
33,T26.32XA,"Burns of oth parts of left eye and adnexa, init encntr"
34,T26.32XD,"Burns of oth parts of left eye and adnexa, subs encntr"
35,T26.32XS,"Burns of oth parts of left eye and adnexa, sequela"
36,T26.40XA,"Burn of unsp eye and adnexa, part unspecified, init encntr"
37,T26.40XD,"Burn of unsp eye and adnexa, part unspecified, subs encntr"
38,T26.40XS,"Burn of unsp eye and adnexa, part unspecified, sequela"
39,T26.41XA,"Burn of right eye and adnexa, part unspecified, init encntr"
40,T26.41XD,"Burn of right eye and adnexa, part unspecified, subs encntr"
41,T26.41XS,"Burn of right eye and adnexa, part unspecified, sequela"
42,T26.42XA,"Burn of left eye and adnexa, part unspecified, init encntr"
43,T26.42XD,"Burn of left eye and adnexa, part unspecified, subs encntr"
44,T26.42XS,"Burn of left eye and adnexa, part unspecified, sequela"
45,T26.50XA,"Corrosion of unsp eyelid and periocular area, init encntr"
46,T26.50XD,"Corrosion of unsp eyelid and periocular area, subs encntr"
47,T26.50XS,"Corrosion of unspecified eyelid and periocular area, sequela"
48,T26.51XA,"Corrosion of right eyelid and periocular area, init encntr"
49,T26.51XD,"Corrosion of right eyelid and periocular area, subs encntr"
50,T26.51XS,"Corrosion of right eyelid and periocular area, sequela"
51,T26.52XA,"Corrosion of left eyelid and periocular area, init encntr"
52,T26.52XD,"Corrosion of left eyelid and periocular area, subs encntr"
53,T26.52XS,"Corrosion of left eyelid and periocular area, sequela"
54,T26.60XA,"Corrosion of cornea and conjunctival sac, unsp eye, init"
55,T26.60XD,"Corrosion of cornea and conjunctival sac, unsp eye, subs"
56,T26.60XS,"Corrosion of cornea and conjunctival sac, unsp eye, sequela"
57,T26.61XA,"Corrosion of cornea and conjunctival sac, right eye, init"
58,T26.61XD,"Corrosion of cornea and conjunctival sac, right eye, subs"
59,T26.61XS,"Corrosion of cornea and conjunctival sac, right eye, sequela"
60,T26.62XA,"Corrosion of cornea and conjunctival sac, left eye, init"
61,T26.62XD,"Corrosion of cornea and conjunctival sac, left eye, subs"
62,T26.62XS,"Corrosion of cornea and conjunctival sac, left eye, sequela"
63,T26.70XA,"Corrosion w resulting rupture and dest of unsp eyeball, init"
64,T26.70XD,"Corrosion w resulting rupture and dest of unsp eyeball, subs"
65,T26.70XS,"Corros w resulting rupture and dest of unsp eyeball, sequela"
66,T26.71XA,"Corros w resulting rupture and dest of right eyeball, init"
67,T26.71XD,"Corros w resulting rupture and dest of right eyeball, subs"
68,T26.71XS,"Corros w rslt rupture and dest of right eyeball, sequela"
69,T26.72XA,"Corrosion w resulting rupture and dest of left eyeball, init"
70,T26.72XD,"Corrosion w resulting rupture and dest of left eyeball, subs"
71,T26.72XS,"Corros w resulting rupture and dest of left eyeball, sequela"
72,T26.80XA,"Corrosions of oth parts of unsp eye and adnexa, init encntr"
73,T26.80XD,"Corrosions of oth parts of unsp eye and adnexa, subs encntr"
74,T26.80XS,"Corrosions of oth parts of unsp eye and adnexa, sequela"
