,category,condition
0,Y21.0XXA,"Drown while in bathtub, undetermined intent, init"
1,Y21.0XXD,"Drown while in bathtub, undetermined intent, subs"
2,Y21.0XXS,"Drown while in bathtub, undetermined intent, sequela"
3,Y21.1XXA,"Drown after fall into bathtub, undetermined intent, init"
4,Y21.1XXD,"Drown after fall into bathtub, undetermined intent, subs"
5,Y21.1XXS,"Drown after fall into bathtub, undetermined intent, sequela"
6,Y21.2XXA,"Drown while in swimming pool, undetermined intent, init"
7,Y21.2XXD,"Drown while in swimming pool, undetermined intent, subs"
8,Y21.2XXS,"Drown while in swimming pool, undetermined intent, sequela"
9,Y21.3XXA,"Drown after fall into swimming pool, undet intent, init"
10,Y21.3XXD,"Drown after fall into swimming pool, undet intent, subs"
11,Y21.3XXS,"Drown after fall into swimming pool, undet intent, sequela"
12,Y21.4XXA,"Drown in natural water, undetermined intent, init"
13,Y21.4XXD,"Drown in natural water, undetermined intent, subs"
14,Y21.4XXS,"Drown in natural water, undetermined intent, sequela"
15,Y21.8XXA,"Oth drowning and submersion, undetermined intent, init"
16,Y21.8XXD,"Oth drowning and submersion, undetermined intent, subs"
17,Y21.8XXS,"Other drowning and submersion, undetermined intent, sequela"
18,Y21.9XXA,"Unsp drowning and submersion, undetermined intent, init"
19,Y21.9XXD,"Unsp drowning and submersion, undetermined intent, subs"
20,Y21.9XXS,"Unsp drowning and submersion, undetermined intent, sequela"
21,Y22.XXXA,"Handgun discharge, undetermined intent, initial encounter"
22,Y22.XXXD,"Handgun discharge, undetermined intent, subsequent encounter"
23,Y22.XXXS,"Handgun discharge, undetermined intent, sequela"
24,Y23.0XXA,"Shotgun discharge, undetermined intent, initial encounter"
25,Y23.0XXD,"Shotgun discharge, undetermined intent, subsequent encounter"
26,Y23.0XXS,"Shotgun discharge, undetermined intent, sequela"
27,Y23.1XXA,"Hunting rifle discharge, undetermined intent, init encntr"
28,Y23.1XXD,"Hunting rifle discharge, undetermined intent, subs encntr"
29,Y23.1XXS,"Hunting rifle discharge, undetermined intent, sequela"
30,Y23.2XXA,"Military firearm discharge, undetermined intent, init encntr"
31,Y23.2XXD,"Military firearm discharge, undetermined intent, subs encntr"
32,Y23.2XXS,"Military firearm discharge, undetermined intent, sequela"
33,Y23.3XXA,"Machine gun discharge, undetermined intent, init encntr"
34,Y23.3XXD,"Machine gun discharge, undetermined intent, subs encntr"
35,Y23.3XXS,"Machine gun discharge, undetermined intent, sequela"
36,Y23.8XXA,"Oth larger firearm discharge, undetermined intent, init"
37,Y23.8XXD,"Oth larger firearm discharge, undetermined intent, subs"
38,Y23.8XXS,"Other larger firearm discharge, undetermined intent, sequela"
39,Y23.9XXA,"Unsp larger firearm discharge, undetermined intent, init"
40,Y23.9XXD,"Unsp larger firearm discharge, undetermined intent, subs"
41,Y23.9XXS,"Unsp larger firearm discharge, undetermined intent, sequela"
42,Y24.0XXA,"Airgun discharge, undetermined intent, initial encounter"
43,Y24.0XXD,"Airgun discharge, undetermined intent, subsequent encounter"
44,Y24.0XXS,"Airgun discharge, undetermined intent, sequela"
45,Y24.8XXA,"Other firearm discharge, undetermined intent, init encntr"
46,Y24.8XXD,"Other firearm discharge, undetermined intent, subs encntr"
