,Synonyms
0,"['Cataract due to idiopathic hypoparathyroidism', 'Idiopathic hypoparathyroidism', 'Idiopathic parathyroidism']"
1,"['Cataract due to pseudohypoparathyroidism', 'Pseudohypoparathyroidism', 'Pseudohypoparathyroidism and pseudopseudohypoparathyroidism', 'Pseudohypoparathyroidism and pseudopseudohypoparathyroidism type I', 'Pseudohypoparathyroidism type 1C', 'Pseudohypoparathyroidism type I A', 'Pseudohypoparathyroidism type I B', 'Pseudohypoparathyroidism type II', 'Pseudopseudohypoparathyroidism']"
2,"['Autoimmune hypoparathyroidism', 'Decreased hormone secretion', 'Decreased hormone secretion', 'Familial isolated hypoparathyroidism', 'Familial isolated hypoparathyroidism', 'Hereditary isolated hypoparathyroidism due to agenesis of parathyroid gland', 'Hereditary isolated hypoparathyroidism due to impaired parathormone secretion', 'Hypoparathyroidism - autosomal dominant', 'Hypoparathyroidism - X-linked', 'Isolated late onset hypoparathyroidism', 'Isolated persistent neonatal hypoparathyroidism', 'Lymphedema hypoparathyroidism syndrome', 'Neonatal hypoparathyroidism', 'Secondary hypoparathyroidism', 'Transient hypoparathyroidism']"
3,"['10p partial monosomy syndrome', 'Cataract in hypoparathyroidism', 'Deletion of part of chromosome 10', 'Hypocalcemic tetany', 'Hypoparathyroidism', 'Hypoparathyroidism due to granulomatous disease', 'Hypoparathyroidism due to hemochromatosis', 'Hypoparathyroidism due to impaired PTH secretion', 'Hypoparathyroidism, deafness, renal disease syndrome', 'Myopathy in hypoparathyroidism', 'Parathyroid hypocalcemic tetany']"
4,"['Familial hyperparathyroidism', 'Hyperparathyroidism-jaw tumor syndrome', 'Neonatal hyperparathyroidism', 'Neonatal severe primary hyperparathyroidism', 'Nephropathy, deafness, hyperparathyroidism syndrome', 'Osteitis fibrosa cystica generalisata', 'Parathyroid hyperplasia', 'Parathyroid hyperplasia', 'Primary hyperparathyroidism', 'Primary hyperparathyroidism', 'Primary water-clear cell hyperplasia']"
5,"['Hyperparathyroidism due to intestinal malabsorption', 'Hyperparathyroidism due to lithium therapy', 'Hyperparathyroidism due to vitamin D deficiency', 'Secondary hyperparathyroidism', 'Secondary hyperparathyroidism', 'Secondary hyperparathyroidism of nonrenal origin']"
6,"['Aberrant parathyroid gland', 'Congenital anomaly of parathyroid glands', 'Ectopic hyperparathyroidism', 'Ectopic parathyroid hormone-related protein secretion', 'Tertiary hyperparathyroidism']"
7,"['Brown tumor of hyperparathyroidism', 'Calcifying panniculitis due to hyperparathyroidism', 'Hyperparathyroidism', 'Myopathy in hyperparathyroidism', 'Neonatal hyperparathyroidism', 'Subcutaneous calcification']"
8,"['Autoimmune parathyroiditis', 'Cyst of parathyroid', 'Hematoma of neck', 'Hemorrhage of parathyroid', 'Parathyroid gland hematoma']"
9,"['Anemia of endocrine disorder', 'Anemia of parathyroid dysfunction', 'Disorder of parathyroid gland', 'Pituitary, parathyroid, thymus disorder']"
10,"['Acromegalic facies', 'Acromegalic feet', 'Acromegaly', 'Arthropathy associated with acromegaly', 'Cerebral gigantism jaw cysts syndrome', 'Eunuchoid gigantism', 'Familial infantile gigantism', 'Gigantism', 'Gigantism and acromegaly', 'Gigantism due to somatostatin deficiency', 'Hyperactive behavior', 'Hypermelanosis due to acromegaly', 'Hypermelanosis due to endocrine disorder', 'Hypersomatotropic gigantism', 'Large, broad feet', 'Myopathy in acromegaly', 'Neuropathy in acromegaly', 'Overproduction of growth hormone', ""Sotos' syndrome"", 'X-linked acrogigantism', 'X-linked intellectual disability with acromegaly and hyperactivity syndrome']"
