,Synonyms
0,"['Deficiency of glucose-6-phosphate dehydrogenase', 'Favism', 'G-6-PD class I variant anemia', 'G-6-PD class II variant anemia', 'G-6-PD class III variant anemia', 'G-6-PD class IV variant anemia', 'G-6-PD class V variant anemia', 'G-6-PD variant enzyme deficiency anemia', 'Glucose-6-phosphate dehydrogenase deficiency anemia']"
1,"['Hemolytic anemia due to glutathione metabolism disorder', 'Hereditary nonspherocytic hemolytic anemia', 'HNSHA due to gamma glutamyl cysteine synthetase deficiency', 'HNSHA due to glutathione reductase deficiency', 'HNSHA due to glutathione synthetase deficiency']"
2,"['Hemolytic anemia due to hexokinase deficiency', 'Hemolytic anemia due to pyruvate kinase deficiency', 'Hemolytic anemia due to triose phosphate isomerase deficiency', 'HNSHA due to glucose phosphate isomerase deficiency', 'HNSHA due to hexokinase deficiency', 'HNSHA due to NADH diaphorase deficiency', 'HNSHA due to phosphofructokinase deficiency', 'HNSHA due to phosphoglycerate kinase deficiency', 'HNSHA due to pyruvate kinase deficiency', 'HNSHA due to triosephosphate isomerase deficiency']"
3,"['Anemia due to disorders of nucleotide metabolism', ""HNSHA due to pyrimidine-5'-nucleotidase deficiency""]"
4,"['Anemia due to pentose phosphate pathway defect', 'Drug-induced enzyme deficiency anemia', 'Hemolytic anemia due to adenylate kinase deficiency', 'HNSHA due to aldolase A deficiency', 'HNSHA due to decreased adenosine deaminase activity', 'HNSHA due to diphosphoglycerate mutase deficiency', 'HNSHA due to increased adenosine deaminase activity', 'Nonspherocytic hemolytic anemia due to deficiency of adenosinetriphosphatase']"
5,"['Anemia due to enzyme deficiency', 'Chronic non-spherocytic hemolytic anemia']"
6,"['Acquired hemoglobin H disease', 'alpha Thalassemia', 'Alpha thalassemia X-linked intellectual disability syndrome', 'alpha^+^ Thalassemia', 'alpha^+^ Thalassemia, deletion type', 'alpha^+^ Thalassemia, nondeletion type', 'alpha^0^ Thalassemia', 'Alpha-thalassemia intellectual disability syndrome linked to chromosome 16', 'Deletion of part of chromosome 16', 'Deletion of part of short arm of chromosome 16', ""Hemoglobin Bart's hydrops syndrome"", 'Hemoglobin H constant spring thalassemia', 'Hemoglobin H disease', 'Homozygous alpha thalassemia', 'Homozygous hemoglobinopathy', 'Sickle cell anemia with coexistent alpha-thalassemia', 'Sickle cell-hemoglobin SS disease', 'Sickle cell-thalassemia disease', 'Thalassemia with other hemoglobinopathy']"
7,"['A>gamma< beta^+^ HPFH AND beta^0^ thalassemia in cis', 'beta Thalassemia', 'Beta thalassemia intermedia', 'Beta thalassemia X-linked thrombocytopenia syndrome', 'beta^+^ Thalassemia', 'beta^+^ Thalassemia', 'beta^+^ Thalassemia', 'beta^+^ Thalassemia, normal Hb A>2<, type 1, silent', 'beta^+^ Thalassemia, normal Hb A>2<, type 2', 'beta^0^ Thalassemia', 'beta^0^ Thalassemia, deletion type', 'beta^0^ Thalassemia, nondeletion type', 'Dominant beta-thalassemia', 'Hereditary persistence of fetal hemoglobin thalassemia', 'Hereditary persistence of fetal hemoglobin thalassemia', 'Homozygous beta thalassemia', 'HPFH A gamma beta^+^ thalassemia', 'HPFH G gamma beta^+^ thalassemia', 'Thalassemia intermedia', 'Thalassemia major']"
8,"['^A^gamma delta beta^0^ thalassemia', 'beta^0^ Thalassemia', 'delta beta Thalassemia', 'delta beta^0^ Thalassemia', 'delta Thalassemia', 'delta^0^ Thalassemia', 'Delta-beta-Lepore thalassemia', 'epsilon gamma delta beta Thalassemia', 'epsilon gamma delta beta^0^ Thalassemia']"
9,"['Alpha thalassemia-2 trait', 'Alpha trait thalassemia', 'Beta thalassemia trait', 'Hemoglobin Lepore trait', 'Heterozygous thalassemia']"
10,"['A>gamma< beta^+^ HPFH AND beta^0^ thalassemia in cis', 'beta^+^ Thalassemia', 'beta^+^ Thalassemia', 'beta^0^ Thalassemia', 'delta beta Thalassemia', 'delta beta^0^ Thalassemia', 'Hereditary persistence of fetal hemoglobin', 'Hereditary persistence of fetal hemoglobin thalassemia', 'HPFH A gamma beta^+^ thalassemia', 'HPFH deletion type', 'HPFH delta beta^0^ thalassemia', 'HPFH G gamma beta^+^ thalassemia', 'HPFH linked to beta-globulin gene cluster', 'HPFH nondeletion type', 'HPFH unlinked to beta-globulin gene cluster']"
11,"['Hemoglobin E disease', 'Hemoglobin E/beta thalassemia disease']"
12,"['Alpha-beta thalassemia', 'Gamma thalassemia', 'Hb Lepore thalassemia', 'Hemoglobin C disease', 'Hemoglobin C disease', 'Hemoglobin C/beta thalassemia disease', 'Hemoglobin Constant Spring trait', 'Hemoglobin D disease', 'Hemoglobin D/beta thalassemia disease', 'Hemoglobin H constant spring thalassemia', 'Homozygous hemoglobin H constant spring thalassemia', 'Thalassemia with other hemoglobinopathy', 'Thalassemia-hemoglobin C disease']"
13,"['Anemia in mother complicating childbirth', 'Thalassemia', 'Thalassemia in mother complicating childbirth', 'Thalassemia in mother complicating pregnancy', 'Thalassemia syndrome']"
14,"['Hand-foot syndrome in sickle cell anemia', 'Hemoglobin S sickling disorder with crisis', 'Hemoglobin SS disease with crisis', 'Hemoglobin SS disease with vasoocclusive crisis', 'Homozygous hemoglobinopathy', 'Homozygous hemoglobinopathy', 'Sickle cell-hemoglobin SS disease', 'Vaso-occlusive pain episode in sickle cell disease']"
15,['Acute chest syndrome']
16,"['Acute sickle cell splenic sequestration crisis', 'Hemoglobin S sickling disorder with crisis', 'Hemoglobin SS disease with crisis', 'Homozygous hemoglobinopathy', 'Red blood cell sequestration in spleen', 'Sickle cell-hemoglobin SS disease']"
17,"['Arthropathy associated with a hematological disorder', 'Arthropathy secondary to hemoglobinopathy', 'Disorder of myocardium due to sickle cell hemoglobinopathy', 'Double heterozygous sickling disorder', 'Focal segmental glomerulosclerosis', 'Focal segmental glomerulosclerosis due to sickle cell disease', 'Hemoglobin S sickling disorder without crisis', 'Hemoglobin SS disease without crisis', 'Homozygous hemoglobinopathy', 'Homozygous hemoglobinopathy', 'Nondiabetic proliferative retinopathy', 'Papillary necrosis', 'Priapism', 'Priapism due to sickle cell disease', 'Proliferative retinopathy due to sickle cell disease', 'Renal papillary necrosis due to sickle cell disease', 'Sickle cell anemia in mother complicating childbirth', 'Sickle cell anemia with coexistent alpha-thalassemia', 'Sickle cell arthropathy', 'Sickle cell hepatopathy', 'Sickle cell nephropathy', 'Sickle cell retinopathy', 'Sickle cell-hemoglobin SS disease', 'Sickle cell-hemoglobin SS disease', 'Sickle cell-thalassemia disease', 'Sickling disorder due to hemoglobin S', 'Thalassemia with other hemoglobinopathy']"
18,"['Hemoglobin S sickling disorder without crisis', 'Mixed hemoglobin disorder', 'Sickle cell retinopathy', 'Sickle cell-hemoglobin C disease', 'Sickle cell-hemoglobin C disease without crisis', 'Sickle cell-hemoglobin C retinopathy']"
19,"['Acute chest syndrome', 'Acute chest syndrome due to sickle cell-hemoglobin C disease with crisis']"
20,[]
21,"['Hemoglobin S sickling disorder with crisis', 'Mixed hemoglobin disorder', 'Sickle cell-hemoglobin C disease', 'Sickle cell-hemoglobin C disease with crisis']"
22,"['Hereditary hemoglobin S', 'Heterozygous hemoglobinopathy', 'Heterozygous hemoglobinopathy', 'Heterozygous hemoglobinopathy', 'Sickle cell trait', 'Sickle cell trait', 'Sickle cell trait', 'Sickle cell trait in mother complicating childbirth', 'Sickle cell trait in mother complicating pregnancy']"
23,"['beta^+^ Thalassemia', 'beta^0^ Thalassemia', 'beta^0^ Thalassemia', 'delta beta Thalassemia', 'delta beta^0^ Thalassemia', 'Heterozygous hemoglobinopathy', 'Sickle cell trait', 'Sickle cell trait with coexistent alpha-thalassemia', 'Sickle cell-beta^+^-thalassemia', 'Sickle cell-beta^0^-thalassemia', 'Sickle cell-beta-thalassemia', 'Sickle cell-delta beta^0^-thalassemia', 'Sickle cell-hemoglobin Lepore disease', 'Sickle cell-thalassemia disease', 'Sickle cell-thalassemia disease without crisis', 'Thalassemia with other hemoglobinopathy']"
24,[]
25,[]
26,"['Hemoglobin S sickling disorder with crisis', 'Sickle cell-thalassemia disease', 'Sickle cell-thalassemia disease with crisis', 'Thalassemia with other hemoglobinopathy']"
27,"['Hemoglobin S sickling disorder without crisis', 'Hemoglobin S sickling disorder without crisis', 'Homozygous hemoglobinopathy', 'Mixed hemoglobin disorder', 'Mixed hemoglobin disorder', 'Sickle cell anemia with high hemoglobin F', 'Sickle cell-hemoglobin D disease', 'Sickle cell-hemoglobin D disease without crisis', 'Sickle cell-hemoglobin E disease', 'Sickle cell-hemoglobin E disease without crisis', 'Sickle cell-Hemoglobin O Arab disease', 'Sickle cell-hemoglobin SS disease']"
28,[]
29,[]
30,"['Hemoglobin S sickling disorder with crisis', 'Hemoglobin S sickling disorder with crisis', 'Mixed hemoglobin disorder', 'Mixed hemoglobin disorder', 'Sickle cell-hemoglobin D disease', 'Sickle cell-hemoglobin D disease with crisis', 'Sickle cell-hemoglobin E disease', 'Sickle cell-hemoglobin E disease with crisis']"
31,"['Anemia due to membrane defect', 'Hereditary spherocytosis', 'Hereditary spherocytosis due to beta spectrin defect', 'Hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin', 'Hereditary spherocytosis due to deficiency of protein 4.2', 'Hereditary spherocytosis due to spectrin deficiency', 'Mild hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin', 'Mild hereditary spherocytosis due to spectrin deficiency', 'Severe hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin', 'Severe hereditary spherocytosis due to spectrin deficiency', 'Spherocytosis']"
32,"['Alport syndrome', 'Alport syndrome, intellectual disability, midface hypoplasia, elliptocytosis syndrome', 'Congenital elliptocytosis', 'Congenital nephritis', 'Elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis due to abnormal protein 4.1', 'Hereditary elliptocytosis due to alpha spectrin defect', 'Hereditary elliptocytosis due to beta spectrin defect in self-association', 'Hereditary elliptocytosis due to beta spectrin-ankyrin interaction', 'Hereditary elliptocytosis due to deficiency of protein 4.1', 'Hereditary elliptocytosis due to glycophorin C deficiency', 'Hereditary elliptocytosis with transient poikilocytosis', 'Hereditary stomatocytosis', 'Southeast Asian ovalocytosis', 'Stomatocytosis']"
33,"['Acquired hemoglobinopathy', 'Central cyanosis', 'Hemoglobin C disease', 'Hemoglobin C trait', 'Hemoglobin D disease', 'Hemoglobin D trait', 'Hemoglobin E disease', 'Hemoglobin E trait', 'Hemoglobin O-Arab trait', 'Hemoglobin very high', 'Hemoglobin Zurich disease', 'Hemoglobinopathy', 'Hemoglobinopathy with cyanosis', 'Hemoglobinopathy with erythrocytosis', 'Hereditary hemoglobinopathy', 'Hereditary hemoglobinopathy due to globin chain mutation', 'Heterozygous hemoglobinopathy', 'High affinity hemoglobin', 'Homozygous hemoglobinopathy', 'Increased hemoglobin', 'Low affinity hemoglobin', 'Mixed hemoglobin disorder', 'Osteonecrosis due to hemoglobinopathy', 'Unstable hemoglobin disease']"
34,"['Anemia due to membrane defect', 'Congenital hemolytic anemia', 'Congenital nonspherocytic hemolytic anemia due to inborn error of metabolism', 'Coombs negative hemolytic anemia', 'Dehydrated hereditary stomatocytosis', 'Familial hemolytic uremic syndrome', 'Familial pseudohyperkalemia', 'Hemolytic uremic syndrome', 'Hereditary cryohydrocytosis with normal stomatin', 'Hereditary pyropoikilocytosis', 'Hereditary stomatocytosis', 'HNSHA due to decreased adenosine deaminase activity', 'Overhydrated hereditary stomatocytosis', 'Rh deficiency syndrome', 'Stomatocytosis', 'Xerocytosis']"
