,Synonyms
0,"['Acquired aplastic anemia', 'Acquired red cell aplasia', 'Chronic acquired pure red cell aplasia', 'Pure red cell aplasia, acquired']"
1,"['Acquired aplastic anemia', 'Acquired red cell aplasia', 'Acute pure red cell aplasia', 'Pure red cell aplasia, acquired', 'Transient acquired pure red cell aplasia', 'Transient erythroblastopenia of childhood', 'Transitory cytopenia']"
2,[]
3,"['Acquired aplastic anemia', 'Acquired red cell aplasia', 'Adult pure red cell aplasia', 'Antibody mediated acquired pure red cell aplasia caused by erythropoiesis stimulating agent', 'Decreased erythroid precursor production', 'Pure red cell aplasia', 'Pure red cell aplasia, acquired']"
4,"['Acute pure red cell aplasia', 'Bone marrow erythropoiesis - finding', 'Constitutional aplastic anemia', 'Constitutional red cell aplasia and hypoplasia', 'Constitutional red cell hypoplasia', 'Diamond-Blackfan anemia', 'Erythroid hypoplasia of bone marrow', 'Hypoplastic anemia', 'Pure red cell aplasia']"
5,"['Autosomal dominant aplasia and myelodysplasia', 'Complete deafness', 'Congenital deafness', 'Constitutional aplastic anemia', 'Constitutional aplastic anemia', 'Constitutional aplastic anemia', 'Constitutional aplastic anemia', 'Constitutional aplastic anemia with malformation', 'Estren-Dameshek anemia', ""Fanconi's anemia"", 'Pancytopenia with developmental delay syndrome', 'WT limb blood syndrome']"
6,"['Aplastic anemia caused by antineoplastic agent', 'Aplastic anemia due to drugs', 'Aplastic anemia due to drugs', 'Drug-induced hypoplasia of bone marrow', 'Pancytopenia caused by medication', 'Pancytopenia due to antineoplastic chemotherapy', 'Secondary aplastic anemia', 'Secondary aplastic anemia']"
7,"['Acquired aplastic anemia', 'Anemia due to infection', 'Anemia due to physical agent', 'Anemia due to radiation', 'Aplastic anemia due to infection', 'Aplastic anemia due to radiation', 'Aplastic anemia due to toxic cause', 'Parvoviral aplastic crisis']"
8,"['Acquired aplastic anemia', 'Idiopathic aplastic anemia']"
9,"['Pancytopenia caused by medication', 'Pancytopenia due to antineoplastic chemotherapy']"
10,['Pancytopenia caused by medication']
11,"['Acquired pancytopenia', 'Ataxia pancytopenia syndrome', 'Autoimmune leukopenia', 'Autoimmune pancytopenia', 'Doan-Wright syndrome', 'Pancytopenia', 'Pancytopenia with pancreatitis', 'Pancytopenia-dysmelia']"
12,"['Myelophthisic anemia', 'Myelophthisis']"
13,"['Anemia due to disturbance of proliferation AND/OR differentiation of hematopoietic stem cells', 'Cellular immunologic aplastic anemia', 'Humoral immunologic aplastic anemia', 'Immunologic aplastic anemia', 'Immunologic aplastic anemia']"
