,category,condition
0,H46.00,"Optic papillitis, unspecified eye"
1,H46.01,"Optic papillitis, right eye"
2,H46.02,"Optic papillitis, left eye"
3,H46.03,"Optic papillitis, bilateral"
4,H46.10,"Retrobulbar neuritis, unspecified eye"
5,H46.11,"Retrobulbar neuritis, right eye"
6,H46.12,"Retrobulbar neuritis, left eye"
7,H46.13,"Retrobulbar neuritis, bilateral"
8,H46.2,Nutritional optic neuropathy
9,H46.3,Toxic optic neuropathy
10,H46.8,Other optic neuritis
11,H46.9,Unspecified optic neuritis
12,H47.011,"Ischemic optic neuropathy, right eye"
13,H47.012,"Ischemic optic neuropathy, left eye"
14,H47.013,"Ischemic optic neuropathy, bilateral"
15,H47.019,"Ischemic optic neuropathy, unspecified eye"
16,H47.021,"Hemorrhage in optic nerve sheath, right eye"
17,H47.022,"Hemorrhage in optic nerve sheath, left eye"
18,H47.023,"Hemorrhage in optic nerve sheath, bilateral"
19,H47.029,"Hemorrhage in optic nerve sheath, unspecified eye"
20,H47.031,"Optic nerve hypoplasia, right eye"
21,H47.032,"Optic nerve hypoplasia, left eye"
22,H47.033,"Optic nerve hypoplasia, bilateral"
23,H47.039,"Optic nerve hypoplasia, unspecified eye"
24,H47.091,"Oth disorders of optic nerve, NEC, right eye"
25,H47.092,"Oth disorders of optic nerve, NEC, left eye"
26,H47.093,"Oth disorders of optic nerve, NEC, bilateral"
27,H47.099,"Oth disorders of optic nerve, NEC, unsp eye"
28,H47.10,Unspecified papilledema
29,H47.11,Papilledema associated with increased intracranial pressure
30,H47.12,Papilledema associated with decreased ocular pressure
31,H47.13,Papilledema associated with retinal disorder
32,H47.141,"FosterKennedy syndrome, right eye"
33,H47.142,"FosterKennedy syndrome, left eye"
34,H47.143,"FosterKennedy syndrome, bilateral"
35,H47.149,"FosterKennedy syndrome, unspecified eye"
36,H47.20,Unspecified optic atrophy
37,H47.211,"Primary optic atrophy, right eye"
38,H47.212,"Primary optic atrophy, left eye"
39,H47.213,"Primary optic atrophy, bilateral"
40,H47.219,"Primary optic atrophy, unspecified eye"
41,H47.22,Hereditary optic atrophy
42,H47.231,"Glaucomatous optic atrophy, right eye"
43,H47.232,"Glaucomatous optic atrophy, left eye"
44,H47.233,"Glaucomatous optic atrophy, bilateral"
45,H47.239,"Glaucomatous optic atrophy, unspecified eye"
46,H47.291,"Other optic atrophy, right eye"
47,H47.292,"Other optic atrophy, left eye"
48,H47.293,"Other optic atrophy, bilateral"
49,H47.299,"Other optic atrophy, unspecified eye"
50,H47.311,"Coloboma of optic disc, right eye"
51,H47.312,"Coloboma of optic disc, left eye"
52,H47.313,"Coloboma of optic disc, bilateral"
53,H47.319,"Coloboma of optic disc, unspecified eye"
54,H47.321,"Drusen of optic disc, right eye"
55,H47.322,"Drusen of optic disc, left eye"
56,H47.323,"Drusen of optic disc, bilateral"
57,H47.329,"Drusen of optic disc, unspecified eye"
58,H47.331,"Pseudopapilledema of optic disc, right eye"
59,H47.332,"Pseudopapilledema of optic disc, left eye"
60,H47.333,"Pseudopapilledema of optic disc, bilateral"
61,H47.339,"Pseudopapilledema of optic disc, unspecified eye"
62,H47.391,"Other disorders of optic disc, right eye"
63,H47.392,"Other disorders of optic disc, left eye"
64,H47.393,"Other disorders of optic disc, bilateral"
65,H47.399,"Other disorders of optic disc, unspecified eye"
66,H47.41,Disorders of optic chiasm in (due to) inflammatory disorders
67,H47.42,Disorders of optic chiasm in (due to) neoplasm
68,H47.43,Disorders of optic chiasm in (due to) vascular disorders
69,H47.49,Disorders of optic chiasm in (due to) other disorders
70,H47.511,"Disord of visual pathways in inflam disord, right side"
71,H47.512,"Disord of visual pathways in inflam disord, left side"
72,H47.519,"Disord of visual pathways in inflam disord, unsp side"
73,H47.521,"Disord of visual pathways in (due to) neoplasm, right side"
74,H47.522,"Disorders of visual pathways in (due to) neoplasm, left side"
75,H47.529,"Disorders of visual pathways in (due to) neoplasm, unsp side"
76,H47.531,"Disord of visual pathways in vascular disord, right side"
77,H47.532,"Disord of visual pathways in vascular disord, left side"
78,H47.539,"Disord of visual pathways in vascular disord, unsp side"
79,H47.611,"Cortical blindness, right side of brain"
80,H47.612,"Cortical blindness, left side of brain"
81,H47.619,"Cortical blindness, unspecified side of brain"
82,H47.621,"Disord of visual cortex in inflam disord, r side of brain"
83,H47.622,"Disord of visual cortex in inflam disord, left side of brain"
84,H47.629,"Disord of visual cortex in inflam disord, unsp side of brain"
85,H47.631,"Disord of visual cortex in neoplasm, right side of brain"
86,H47.632,"Disord of visual cortex in neoplasm, left side of brain"
87,H47.639,"Disord of visual cortex in neoplasm, unsp side of brain"
88,H47.641,"Disord of visual cortex in vasc disord, right side of brain"
89,H47.642,"Disord of visual cortex in vasc disord, left side of brain"
90,H47.649,"Disord of visual cortex in vasc disord, unsp side of brain"
91,H47.9,Unspecified disorder of visual pathways
