,Synonyms
0,"['Acute salpingitis', 'Subacute salpingitis']"
1,"['Acute oophoritis', 'Subacute oophoritis']"
2,"['Acute oophoritis', 'Acute perioophoritis', 'Acute perisalpingitis', 'Acute salpingitis', 'Acute salpingo-oophoritis', 'Perioophoritis', 'Perisalpingitis', 'Perisalpingitis', 'Subacute perisalpingitis', 'Subacute salpingo-oophoritis']"
3,"['Chronic salpingitis', 'Hydrosalpinx', 'Salpingitis follicularis', 'Salpingitis isthmica nodosa']"
4,['Chronic oophoritis']
5,"['Chronic oophoritis', 'Chronic perioophoritis', 'Chronic perisalpingitis', 'Chronic salpingitis', 'Chronic salpingo-oophoritis', 'Perioophoritis', 'Perisalpingitis']"
6,"['Abscess of fallopian tube', 'Salpingitis', 'Xanthogranulomatous salpingitis']"
7,"['Abscess of ovary', 'Necrosis of ovary', 'Oophoritis', 'Premature ovarian failure', 'Premature ovarian failure due to autoimmune oophoritis']"
8,"['Abscess of fallopian tube', 'Abscess of ovary', 'Acute pelvic inflammatory disease', 'Fallopian tube infection', 'Infection of ovary', 'Perioophoritis', 'Perisalpingitis', 'Pyosalpinx', 'Subacute perioophoritis', 'Tubo-ovarian abscess', 'Tubo-ovarian inflammatory disease']"
9,"['Acute endometritis', 'Acute endomyometritis', 'Acute myometritis', 'Acute on chronic endometritis', 'Acute perimetritis', 'Acute uterine inflammatory disease', 'Chronic endometritis', 'Endomyometritis', 'Endomyometritis', 'Myometritis', 'Myometritis', 'Myometritis', 'Perimetritis', 'Perimetritis', 'Pyometra', 'Pyometra co-occurrent and due to acute inflammatory disease of uterus', 'Subacute endometritis', 'Subacute endomyometritis', 'Subacute myometritis', 'Subacute perimetritis', 'Subacute pyometra']"
10,"['Acute endometritis', 'Acute on chronic endometritis', 'Acute uterine inflammatory disease', 'Chronic endometritis', 'Chronic endometritis', 'Chronic endomyometritis', 'Chronic myometritis', 'Chronic perimetritis', 'Chronic peritonitis', 'Chronic pyometra', 'Chronic uterine inflammatory disease', 'Endomyometritis', 'Myometritis', 'Myometritis', 'Perimetritis', 'Pyometra', 'Pyometra', 'Pyometra co-occurrent and due to chronic inflammatory disease of uterus']"
11,"['Atrophic endometritis', 'Atrophic endometrium', 'Decidual endometritis', 'Endometritis', 'Endometritis, excluding cervix', 'Endomyometritis', 'Hematometra', 'Hematopyometra', 'Infection of uterus', 'Inflammatory disease of the uterus', 'Myometritis', 'Perimetritis', 'Pyometra', 'Uterine abscess', 'Uterine inflammatory diseases excluding the cervix']"
12,[]
13,"['Acute cervicitis', 'Acute endocervicitis', 'Acute on chronic cervicitis', 'Acute uterine inflammatory disease', 'Cervical, vaginal and vulval inflammatory diseases', 'Cervicitis and endocervicitis', 'Cervicitis with erosion', 'Cervicitis with Nabothian cyst', 'Chronic cervicitis', 'Chronic cervicitis with erosion', 'Chronic endocervicitis', 'Chronic endocervicitis with erosion', 'Cyst of cervix', 'Cyst of uterus', 'Endocervicitis', 'Endocervicitis with erosion', 'Endocervicitis with Nabothian cyst', 'Finding of contents of cervix', 'Follicular cervicitis', 'Inflammation of cervix', 'Inflammation of cervix in pregnancy', 'Mucous retention cyst of cervix uteri', 'Nongonococcal cervicitis', 'Pus at uterine os cervix', 'Streptococcal cervicitis', 'Ulcer of cervix', 'Ulcer of uterus', 'Ulcerative mucositis of cervix']"
14,"['Acute female pelvic cellulitis', 'Acute parametritis', 'Acute serositis', 'Female pelvic cellulitis', 'Parametritis']"
15,"['Abscess of broad ligament', 'Abscess of female pelvis', 'Abscess of parametrium', 'Chronic abscess of broad ligament', 'Chronic abscess of female pelvis', 'Chronic abscess of parametrium', 'Chronic female pelvic cellulitis', 'Chronic parametritis', 'Chronic parametritis and pelvic cellulitis', 'Chronic pelvic inflammatory disease', 'Chronic pelvic inflammatory disease', 'Chronic peritonitis', 'Chronic peritonitis', 'Chronic peritonitis', 'Chronic peritonitis', 'Female chronic pelvic peritonitis', 'Female pelvic cellulitis', 'Parametritis']"
16,"['Abscess of broad ligament', 'Abscess of parametrium', 'Female pelvic cellulitis', 'Parametritis']"
17,['Acute female pelvic peritonitis']
18,"['Chronic peritonitis', 'Female chronic pelvic peritonitis']"
19,"['Abscess of female pelvis', 'Abscess of pouch of Douglas', 'Chronic abscess of female pelvis', 'Chronic abscess of pouch of Douglas', 'Chronic peritonitis', 'Female pelvic peritonitis']"
20,"['Adhesion of pelvic peritoneum', 'Adhesion of pelvic peritoneum', 'Adhesion of pelvis', 'Adhesions due to endometriosis', 'Adhesions of uterus', 'Female infertility due to pelvic peritoneal adhesion', 'Female pelvic peritoneal adhesions', 'Fimbrial adhesions', 'Para-ovarian adhesion', 'Peritubal adhesions', 'Tubo-ovarian adhesions']"
21,['Pelvic abscess']
22,"['Abscess of female pelvis', 'Acute abscess of female pelvis', 'Acute female pelvic inflammatory disease following procedure', 'Acute pelvic inflammatory disease', 'Acute pelvic inflammatory disease', 'Bacterial genital infection', 'Bacterial urogenital infection', 'Female genital infection', 'Female genital tract infection', 'Female pelvic inflammatory disease', 'Female pelvic inflammatory disease caused by Mycoplasma genitalium', 'Genital infection', 'Genital mycoplasma infection', 'Genital mycoplasma infection', 'Infection of female genital system following medically assisted reproduction', 'Inflammatory disease of female genital structure', 'Inflammatory disorder of genitourinary system', 'Mycoplasmal pelvic inflammatory disease', 'Pathogen-negative nonspecific genital infection', 'Pelvic inflammatory disease due to Mycoplasma hominis']"
23,[]
24,[]
25,"[""Cyst of Bartholin's gland duct"", ""Cyst of left Bartholin's gland duct"", ""Cyst of right Bartholin's gland duct"", 'Cyst of vulva']"
26,"['Abscess gonococcal', ""Abscess of Bartholin's gland"", 'Abscess of vulva', ""Gonococcal Bartholin's gland abscess"", 'Infection of Bartholin gland']"
27,"['Acute pyococcal bartholinitis', 'Bartholinitis', 'Infection of Bartholin gland']"
28,"[""Discharge from Bartholin's gland"", ""Disorder of Bartholin's gland"", 'Finding of discharge of vulva']"
