,category,condition
0,Q20.0,Common arterial trunk
1,Q20.1,Double outlet right ventricle
2,Q20.2,Double outlet left ventricle
3,Q20.3,Discordant ventriculoarterial connection
4,Q20.4,Double inlet ventricle
5,Q20.5,Discordant atrioventricular connection
6,Q20.6,Isomerism of atrial appendages
7,Q20.8,Oth congenital malform of cardiac chambers and connections
8,Q20.9,"Congenital malform of cardiac chambers and connections, unsp"
9,Q21.0,Ventricular septal defect
10,Q21.1,Atrial septal defect
11,Q21.2,Atrioventricular septal defect
12,Q21.3,Tetralogy of Fallot
13,Q21.4,Aortopulmonary septal defect
14,Q21.8,Other congenital malformations of cardiac septa
15,Q21.9,"Congenital malformation of cardiac septum, unspecified"
16,Q22.0,Pulmonary valve atresia
17,Q22.1,Congenital pulmonary valve stenosis
18,Q22.2,Congenital pulmonary valve insufficiency
19,Q22.3,Other congenital malformations of pulmonary valve
20,Q22.4,Congenital tricuspid stenosis
21,Q22.5,Ebstein's anomaly
22,Q22.6,Hypoplastic right heart syndrome
23,Q22.8,Other congenital malformations of tricuspid valve
24,Q22.9,"Congenital malformation of tricuspid valve, unspecified"
25,Q23.0,Congenital stenosis of aortic valve
26,Q23.1,Congenital insufficiency of aortic valve
27,Q23.2,Congenital mitral stenosis
28,Q23.3,Congenital mitral insufficiency
29,Q23.4,Hypoplastic left heart syndrome
30,Q23.8,Other congenital malformations of aortic and mitral valves
31,Q23.9,"Congenital malformation of aortic and mitral valves, unsp"
32,Q24.0,Dextrocardia
33,Q24.1,Levocardia
34,Q24.2,Cor triatriatum
35,Q24.3,Pulmonary infundibular stenosis
36,Q24.4,Congenital subaortic stenosis
37,Q24.5,Malformation of coronary vessels
38,Q24.6,Congenital heart block
39,Q24.8,Other specified congenital malformations of heart
40,Q24.9,"Congenital malformation of heart, unspecified"
41,Q25.0,Patent ductus arteriosus
42,Q25.1,Coarctation of aorta
43,Q25.21,Interruption of aortic arch
44,Q25.29,Other atresia of aorta
45,Q25.3,Supravalvular aortic stenosis
46,Q25.40,Congenital malformation of aorta unspecified
47,Q25.41,Absence and aplasia of aorta
48,Q25.42,Hypoplasia of aorta
49,Q25.43,Congenital aneurysm of aorta
50,Q25.44,Congenital dilation of aorta
51,Q25.45,Double aortic arch
52,Q25.46,Tortuous aortic arch
53,Q25.47,Right aortic arch
54,Q25.48,Anomalous origin of subclavian artery
55,Q25.49,Other congenital malformations of aorta
56,Q25.5,Atresia of pulmonary artery
57,Q25.6,Stenosis of pulmonary artery
58,Q25.71,Coarctation of pulmonary artery
59,Q25.72,Congenital pulmonary arteriovenous malformation
60,Q25.79,Other congenital malformations of pulmonary artery
61,Q25.8,Other congenital malformations of other great arteries
62,Q25.9,"Congenital malformation of great arteries, unspecified"
63,Q26.0,Congenital stenosis of vena cava
64,Q26.1,Persistent left superior vena cava
65,Q26.2,Total anomalous pulmonary venous connection
66,Q26.3,Partial anomalous pulmonary venous connection
67,Q26.4,"Anomalous pulmonary venous connection, unspecified"
68,Q26.5,Anomalous portal venous connection
69,Q26.6,Portal veinhepatic artery fistula
70,Q26.8,Other congenital malformations of great veins
71,Q26.9,"Congenital malformation of great vein, unspecified"
72,Q27.0,Congenital absence and hypoplasia of umbilical artery
73,Q27.1,Congenital renal artery stenosis
74,Q27.2,Other congenital malformations of renal artery
75,Q27.30,"Arteriovenous malformation, site unspecified"
76,Q27.31,Arteriovenous malformation of vessel of upper limb
77,Q27.32,Arteriovenous malformation of vessel of lower limb
78,Q27.33,Arteriovenous malformation of digestive system vessel
79,Q27.34,Arteriovenous malformation of renal vessel
80,Q27.39,"Arteriovenous malformation, other site"
81,Q27.4,Congenital phlebectasia
82,Q27.8,Oth congenital malformations of peripheral vascular system
83,Q27.9,"Congenital malformation of peripheral vascular system, unsp"
84,Q28.0,Arteriovenous malformation of precerebral vessels
85,Q28.1,Other malformations of precerebral vessels
86,Q28.2,Arteriovenous malformation of cerebral vessels
87,Q28.3,Other malformations of cerebral vessels
88,Q28.8,Oth congenital malformations of circulatory system
89,Q28.9,"Congenital malformation of circulatory system, unspecified"
