,category,condition
0,I70.0,Atherosclerosis of aorta
1,I70.1,Atherosclerosis of renal artery
2,I70.201,"Unsp athscl native arteries of extremities, right leg"
3,I70.202,"Unsp athscl native arteries of extremities, left leg"
4,I70.203,"Unsp athscl native arteries of extremities, bilateral legs"
5,I70.208,"Unsp athscl native arteries of extremities, oth extremity"
6,I70.209,"Unsp athscl native arteries of extremities, unsp extremity"
7,I70.211,"Athscl native arteries of extrm w intrmt claud, right leg"
8,I70.212,"Athscl native arteries of extrm w intrmt claud, left leg"
9,I70.213,"Athscl native arteries of extrm w intrmt claud, bi legs"
10,I70.218,"Athscl native arteries of extrm w intrmt claud, oth extrm"
11,I70.219,"Athscl native arteries of extrm w intrmt claud, unsp extrm"
12,I70.221,"Athscl native arteries of extremities w rest pain, right leg"
13,I70.222,"Athscl native arteries of extremities w rest pain, left leg"
14,I70.223,"Athscl native arteries of extrm w rest pain, bilateral legs"
15,I70.228,"Athscl native arteries of extrm w rest pain, oth extremity"
16,I70.229,"Athscl native arteries of extrm w rest pain, unsp extremity"
17,I70.231,Athscl native arteries of right leg w ulceration of thigh
18,I70.232,Athscl native arteries of right leg w ulceration of calf
19,I70.233,Athscl native arteries of right leg w ulceration of ankle
20,I70.234,Athscl native art of right leg w ulcer of heel and midfoot
21,I70.235,Athscl native arteries of right leg w ulcer oth prt foot
22,I70.238,Athscl native art of right leg with ulcer oth prt low leg  UPDATED CODE
23,I70.239,Athscl native arteries of right leg w ulcer of unsp site
24,I70.241,Athscl native arteries of left leg w ulceration of thigh
25,I70.242,Athscl native arteries of left leg w ulceration of calf
26,I70.243,Athscl native arteries of left leg w ulceration of ankle
27,I70.244,Athscl native art of left leg w ulcer of heel and midfoot
28,I70.245,Athscl native arteries of left leg w ulceration oth prt foot
29,I70.248,Athscl native art of left leg with ulcer oth prt low leg  UPDATED CODE
30,I70.249,Athscl native arteries of left leg w ulceration of unsp site
31,I70.25,Athscl native arteries of extremities w ulceration
32,I70.261,"Athscl native arteries of extremities w gangrene, right leg"
33,I70.262,"Athscl native arteries of extremities w gangrene, left leg"
34,I70.263,"Athscl native arteries of extrm w gangrene, bilateral legs"
35,I70.268,"Athscl native arteries of extrm w gangrene, oth extremity"
