,Synonyms
0,"['Erythrocyte sedimentation rate - finding', 'ESR abnormal', 'ESR raised']"
1,"['Abnormal plasma viscosity', 'Blood viscosity level - finding', 'Hyperviscosity', 'Hypoviscosity', 'Increased blood viscosity', 'Plasma viscosity - finding', 'Plasma viscosity - finding', 'Plasma viscosity - finding', 'Plasma viscosity borderline low', 'Plasma viscosity borderline raised', 'Plasma viscosity low', 'Plasma viscosity raised', 'Reticulocyte count abnormal', 'Reticulocytosis', 'Reticulocytosis after B12']"
2,"['Hematocrit - borderline low', 'Hematocrit - finding', 'Hematocrit - finding', 'Hematocrit - finding', 'Hematocrit - PCV - low', 'Hematocrit - PCV abnormal', 'Hematocrit - PCV level - finding', 'Hemoglobin borderline low', 'Hemolytic crisis', 'Precipitous drop in hematocrit']"
3,"['Abnormal erythrocyte destruction', 'Abnormal erythrocyte production', 'Abnormal presence of hemoglobin', 'Abnormal presence of hemoglobin', 'Abnormal presence of hemoglobin', 'Abnormal red blood cell volume', 'Alteration of hemoglobin concentration', 'Anemia due to membrane defect', 'Anemia due to membrane defect', 'Anemia due to membrane defect', 'Anisocytosis, red cells', 'Ascorbate-cyanide screening test positive', 'Auto-agglutination of red blood cell', 'Babesia red blood cell inclusion', 'Basophilic stippling', 'Blister cells', 'Burr cells present', ""Cabot's ring bodies"", 'Color index borderline low', 'Color index borderline raised', 'Color index level - finding', 'Color index level - finding', 'Color index level - finding', 'Color index level - finding', 'Color index low', 'Color index raised', 'Dacrocytosis', 'Decreased blood erythrocyte volume', 'Decreased carboxyhemoglobin', 'Decreased erythrocyte destruction', 'Decreased erythrocyte life span', 'Decreased erythrocyte production', 'Decreased folic acid', 'Decreased heme-heme interaction', 'Decreased methemoglobin', 'Decreased osmotic fragility', 'Decreased sulfhemoglobin', 'Dimorphic red blood cell population', 'Dyserythropoiesis', 'Eccentrocytosis', 'Erythrocyte aggregation', 'Erythrocyte life span finding', 'Erythrocyte membrane abnormality', 'Erythrocyte sedimentation rate - finding', 'Erythrocyte sequestration', 'Erythrocytic maturation arrest', 'Erythropenia', 'Erythrophagocytosis', 'ESR abnormal', 'Extramedullary erythropoiesis', 'Extramedullary hematopoiesis', 'Extravascular hemolysis', 'Finding of red blood cell staining', 'Finding of red blood cell staining', 'Heinz bodies', 'Hematocrit - borderline high', 'Hematocrit - finding', 'Hematocrit - finding', 'Hematocrit - PCV - high', 'Hematocrit - PCV abnormal', 'Hematocrit - PCV level - finding', 'Hemoglobin C crystals', 'Hemoglobin finding', 'Hemoglobin finding', 'Hemoglobin H inclusions', 'Hemoglobin level outside reference range', 'Hemoglobin SC crystals', 'Hemoglobin very low', 'Hemolysis', 'Hereditary acanthocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis', 'Hereditary elliptocytosis due to abnormal protein 4.1', 'Hereditary elliptocytosis due to alpha spectrin defect', 'Hereditary elliptocytosis due to beta spectrin defect in self-association', 'Hereditary elliptocytosis due to beta spectrin-ankyrin interaction', 'Hereditary elliptocytosis due to deficiency of protein 4.1', 'Hereditary elliptocytosis due to glycophorin C deficiency', 'Hereditary elliptocytosis with transient poikilocytosis', 'Hereditary spherocytosis', 'Hereditary spherocytosis', 'Hereditary spherocytosis', 'Hereditary spherocytosis due to beta spectrin defect', 'Hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin', 'Hereditary spherocytosis due to deficiency of protein 4.2', 'Hereditary spherocytosis due to spectrin deficiency', 'Howell Jolly bodies', 'Hypochromic red blood cells', 'Increased blood erythrocyte volume', 'Increased carboxyhemoglobin', 'Increased erythrocyte destruction', 'Increased erythrocyte ghost cells in blood', 'Increased erythrocyte production', 'Increased heme-heme interaction', 'Increased hemoglobin', 'Increased methemoglobin', 'Increased osmotic fragility', 'Increased sulfhemoglobin', 'Ineffective erythropoiesis', 'Intravascular hemolysis', 'Leptocytosis', 'Low erythrocyte sedimentation rate', 'Malarial red blood cell inclusion', 'MCH - abnormal', 'MCH - borderline low', 'MCH - borderline raised', 'MCH - low', 'MCH - raised', 'MCHC - borderline low', 'MCHC - borderline raised', 'MCHC - low', 'MCHC - raised', 'McLeod neuroacanthocytosis syndrome', 'MCV - borderline low', 'MCV - borderline raised', 'MCV - low', 'MCV - raised', 'Mean cell hemoglobin concentration - finding', 'Mean cell hemoglobin concentration - finding', 'Mean cell hemoglobin concentration - finding', 'Mean cell hemoglobin concentration - finding', 'Mean cell hemoglobin level - finding', 'Mean cell hemoglobin level - finding', 'Mean cell hemoglobin level - finding', 'Megaloblastoid erythropoiesis', 'Microcytosis', 'Microspherocytes seen', 'Mild hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin', 'Mild hereditary spherocytosis due to spectrin deficiency', 'Pappenheimer bodies', 'Plasmodium macrogametocyte in red cell', 'Plasmodium merozoite in red cell', 'Plasmodium microgametocyte in red cell', 'Poikilocytosis', 'Polychromatic red blood cells', 'Presence of hemoglobin alpha-chain variant', 'Presence of hemoglobin delta chain variant', 'Presence of unidentified hemoglobin variant', 'Puddle cells', 'Pyknocytosis', 'RBC - red blood cell clumping', 'RBC count abnormal', 'RBC count borderline low', 'RBC count borderline raised', 'RBC count low', 'RBC enzymes abnormal', 'RBC folate low', ""RBC's - megaloblasts"", 'Red blood cell agglutination', 'Red blood cell color - finding', 'Red blood cell color - finding', 'Red blood cell count raised', 'Red blood cell folate borderline high', 'Red blood cell folate borderline low', 'Red blood cell inclusions', 'Red blood cell maturation age - finding', 'Red blood cell morphology abnormal', 'Red blood cell population finding', 'Red blood cell population finding', 'Red blood cell population finding', 'Red blood cell population finding', 'Red blood cell population finding', 'Red blood cell size - finding', 'Red cell folate abnormal', 'Reticulocyte count abnormal', 'Ringed sideroblast', 'Rouleaux', 'Schistocytosis', 'Sensitized cell', 'Sensitized red cell', 'Severe hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin', 'Severe hereditary spherocytosis due to spectrin deficiency', 'Sickling test positive', 'Siderocytophagocytosis', 'Sputnik cells', 'Sugar-water test positive', 'TIBC - Total iron binding capacity low']"
4,['Impaired fasting glycaemia']
5,"['Background retinopathy due to impaired glucose regulation', 'Impaired glucose tolerance', 'Impaired glucose tolerance associated with drugs', 'Impaired glucose tolerance associated with genetic syndrome', 'Impaired glucose tolerance associated with hormonal etiology', 'Impaired glucose tolerance associated with insulin receptor abnormality', 'Impaired glucose tolerance associated with pancreatic disease', 'Impaired glucose tolerance in MODY', 'Impaired glucose tolerance in nonobese', 'Impaired glucose tolerance in obese', 'Impaired glucose tolerance test', 'Impaired glucose tolerance with hyperinsulism', 'Potential abnormality of glucose tolerance']"
6,['Prediabetes']
7,"['Abnormal glucose level', 'Abnormal glucose tolerance test', 'Blood glucose 0-1.4 mmol/L', 'Blood glucose 1.5-2.4 mmol/L', 'Blood glucose 10-13.9 mmol/L', 'Blood glucose 14+ mmol/L', 'Blood glucose 2.5-4.9 mmol/L', 'Blood glucose 5-6.9 mmol/L', 'Blood glucose 7-9.9 mmol/L', 'Blood glucose abnormal', 'Blood glucose level - finding', 'Blood glucose level - finding', 'Blood glucose level - finding', 'Blood glucose level - finding', 'Blood glucose level - finding', 'Blood glucose level - finding', 'Blood glucose level - finding', 'Decreased glucose level', 'Dysglycemia', 'Glucose tolerance test indicates diabetes mellitus', 'Hemoglobin A1C - diabetic control finding', 'High hemoglobin A1c level', 'Random blood glucose abnormal', 'Random glucose level abnormal']"
8,"['Acute hyperglycemia', 'Blood glucose abnormal', 'Chronic hyperglycemia', 'Dawn phenomenon', 'Drug-induced hyperglycemia', 'High glucose level in blood', 'Hyperglycemia', 'Hyperglycemic disorder', 'Increased glucose level', 'Metabolic stress hyperglycemia', 'Neonatal hyperglycemia', 'Non-diabetic hyperglycemia', 'Poor glycemic control', 'Random blood sugar raised', 'Random glucose level abnormal', 'Steroid-induced hyperglycemia']"
9,"['Alanine aminotransferase  level abnormal', 'ALT  level raised', 'Aspartate transaminase level', 'AST/SGOT level raised', 'Elevated levels of transaminase & lactic acid dehydrogenase', 'Increased aspartate transaminase level']"
