,category,condition
0,Y90.0,Blood alcohol level of less than 20 mg/100 ml
1,Y90.1,Blood alcohol level of 2039 mg/100 ml
2,Y90.2,Blood alcohol level of 4059 mg/100 ml
3,Y90.3,Blood alcohol level of 6079 mg/100 ml
4,Y90.4,Blood alcohol level of 8099 mg/100 ml
5,Y90.5,Blood alcohol level of 100119 mg/100 ml
6,Y90.6,Blood alcohol level of 120199 mg/100 ml
7,Y90.7,Blood alcohol level of 200239 mg/100 ml
8,Y90.8,Blood alcohol level of 240 mg/100 ml or more
9,Y90.9,"Presence of alcohol in blood, level not specified"
10,Y92.000,Kitchen of unsp noninstitut (private) residence as place
11,Y92.001,Dining room of unsp noninstitut residence as place
12,Y92.002,Bathrm of unsp noninstitut resdnce snglfmly house as place
13,Y92.003,Bedroom of unsp noninstitut (private) residence as place
14,Y92.007,Garden or yard of unsp noninstitut residence as place
15,Y92.008,Oth place in unsp noninstitut (private) residence as place
16,Y92.009,Unsp place in unsp noninstitut (private) residence as place
17,Y92.010,Kitchen of singlefamily (private) house as place
18,Y92.011,Dining room of singlefamily (private) house as place
19,Y92.012,Bathroom of singlefamily (private) house as place
20,Y92.013,Bedroom of singlefamily (private) house as place
21,Y92.014,Private driveway to singlefamily (private) house as place
22,Y92.015,Private garage of singlefamily (private) house as place
23,Y92.016,Swmpool in snglfmly (private) house or garden as place
24,Y92.017,Garden or yard in singlefamily (private) house as place
25,Y92.018,Oth place in singlefamily (private) house as place
26,Y92.019,Unsp place in singlefamily (private) house as place
27,Y92.020,Kitchen in mobile home as place
28,Y92.021,Dining room in mobile home as place
29,Y92.022,Bathroom in mobile home as place
30,Y92.023,Bedroom in mobile home as place
31,Y92.024,Driveway of mobile home as place
32,Y92.025,Garage of mobile home as place
33,Y92.026,Swimmingpool of mobile home as place
34,Y92.027,Garden or yard of mobile home as place
35,Y92.028,Oth place in mobile home as place
36,Y92.029,Unsp place in mobile home as place
37,Y92.030,Kitchen in apartment as place
38,Y92.031,Bathroom in apartment as place
39,Y92.032,Bedroom in apartment as place
40,Y92.038,Oth place in apartment as place
41,Y92.039,Unsp place in apartment as place
42,Y92.040,Kitchen in boardinghouse as place
43,Y92.041,Bathroom in boardinghouse as place
44,Y92.042,Bedroom in boardinghouse as place
45,Y92.043,Driveway of boardinghouse as place
46,Y92.044,Garage of boardinghouse as place
47,Y92.045,Swimmingpool of boardinghouse as place
48,Y92.046,Garden or yard of boardinghouse as place
49,Y92.048,Oth place in boardinghouse as place
50,Y92.049,Unsp place in boardinghouse as place
51,Y92.090,Kitchen in oth noninstitutional residence as place
52,Y92.091,Bathroom in oth noninstitutional residence as place
53,Y92.092,Bedroom in oth noninstitutional residence as place
54,Y92.093,Driveway of noninstitutional residence as place
55,Y92.094,Garage of noninstitutional residence as place
56,Y92.095,Swimmingpool of noninstitutional residence as place
57,Y92.096,Garden or yard of noninstitutional residence as place
58,Y92.098,Oth place in oth noninstitutional residence as place
59,Y92.099,Unsp place in oth noninstitutional residence as place
60,Y92.10,Unsp residential institution as place
61,Y92.110,Kitchen in children's home and orphanage as place
62,Y92.111,Bathroom in children's home and orphanage as place
63,Y92.112,Bedroom in children's home and orphanage as place
64,Y92.113,Driveway of children's home and orphanage as place
65,Y92.114,Garage of children's home and orphanage as place
66,Y92.115,Swimmingpool of children's home and orphanage as place
67,Y92.116,Garden or yard of children's home and orphanage as place
68,Y92.118,Oth place in children's home and orphanage as place
69,Y92.119,Unsp place in children's home and orphanage as place
70,Y92.120,Kitchen in nursing home as place
71,Y92.121,Bathroom in nursing home as place
72,Y92.122,Bedroom in nursing home as place
73,Y92.123,Driveway of nursing home as place
74,Y92.124,Garage of nursing home as place
75,Y92.125,Swimmingpool of nursing home as place
76,Y92.126,Garden or yard of nursing home as place
77,Y92.128,Oth place in nursing home as place
78,Y92.129,Unsp place in nursing home as place
79,Y92.130,Kitchen on military base as place
80,Y92.131,Mess hall on military base as place
81,Y92.133,Barracks on military base as place
82,Y92.135,Garage on military base as place
83,Y92.136,Swimmingpool on military base as place
84,Y92.137,Garden or yard on military base as place
85,Y92.138,Oth place on military base as place
86,Y92.139,Unsp place military base as place
87,Y92.140,Kitchen in prison as place
88,Y92.141,Dining room in prison as place
89,Y92.142,Bathroom in prison as place
90,Y92.143,Cell of prison as place
91,Y92.146,Swimmingpool of prison as place
92,Y92.147,Courtyard of prison as place
93,Y92.148,Oth place in prison as place
94,Y92.149,Unsp place in prison as place
95,Y92.150,Kitchen in reform school as place
96,Y92.151,Dining room in reform school as place
97,Y92.152,Bathroom in reform school as place
98,Y92.153,Bedroom in reform school as place
99,Y92.154,Driveway of reform school as place
100,Y92.155,Garage of reform school as place
101,Y92.156,Swimmingpool of reform school as place
102,Y92.157,Garden or yard of reform school as place
103,Y92.158,Oth place in reform school as place
104,Y92.159,Unsp place in reform school as place
105,Y92.160,Kitchen in school dormitory as place
106,Y92.161,Dining room in school dormitory as place
107,Y92.162,Bathroom in school dormitory as place
108,Y92.163,Bedroom in school dormitory as place
109,Y92.168,Oth place in school dormitory as place
110,Y92.169,Unsp place in school dormitory as place
111,Y92.190,Kitchen in oth residential institution as place
112,Y92.191,Dining room in oth residential institution as place
113,Y92.192,Bathroom in oth residential institution as place
114,Y92.193,Bedroom in oth residential institution as place
115,Y92.194,Driveway of residential institution as place
116,Y92.195,Garage of residential institution as place
117,Y92.196,Pool of residential institution as place
118,Y92.197,Garden or yard of residential institution as place
119,Y92.198,Oth place in oth residential institution as place
120,Y92.199,Unsp place in oth residential institution as place
121,Y92.210,Daycare center as place
122,Y92.211,Elementary school as place
123,Y92.212,Middle school as place
124,Y92.213,High school as the place of occurrence of the external cause
125,Y92.214,College as the place of occurrence of the external cause
126,Y92.215,Trade school as place
127,Y92.218,Oth school as the place of occurrence of the external cause
128,Y92.219,Unsp school as the place of occurrence of the external cause
129,Y92.22,Religious institution as place
130,Y92.230,Patient room in hospital as place
131,Y92.231,Patient bathroom in hospital as place
132,Y92.232,Corridor of hospital as place
