,Synonyms
0,"['Acute paralytic poliomyelitis, vaccine-associated']"
1,"['Acute paralytic poliomyelitis, wild virus, imported']"
2,"['Acute paralytic poliomyelitis, wild virus, indigenous']"
3,"['Acute atrophic spinal paralysis', 'Acute paralytic non-bulbar poliomyelitis', 'Acute paralytic poliomyelitis', 'Acute paralytic poliomyelitis, bulbar', 'Infantile paralysis']"
4,"['Acute bulbar poliomyelitis due to Human poliovirus 1', 'Acute bulbar poliomyelitis due to Human poliovirus 2', 'Acute paralytic poliomyelitis due to Human poliovirus 1', 'Acute paralytic poliomyelitis due to Human poliovirus 2', 'Acute paralytic poliomyelitis due to Human poliovirus 3', 'Acute paralytic poliomyelitis, bulbar', 'Acute paralytic poliomyelitis, bulbar', 'Acute poliomyelitis due to Human poliovirus 1']"
5,"['Abortive poliomyelitis', 'Acute nonparalytic poliomyelitis', 'Acute nonparalytic poliomyelitis due to human poliovirus 1', 'Acute poliomyelitis due to Human poliovirus 1']"
6,"['Acute poliomyelitis', 'Acute poliomyelitis due to Human poliovirus 1', 'Anterior acute poliomyelitis', 'Enterovirus meningitis', 'Epidemic acute poliomyelitis', 'Infection caused by Human poliovirus', 'Meningitis caused by Human poliovirus', 'Neuromuscular scoliosis', 'Neuromuscular scoliosis due to poliomyelitis', 'Polioencephalitis', 'Polioencephalopathy']"
7,"['Cerebral degeneration due to Creutzfeldt-Jakob disease', 'Creutzfeldt-Jakob disease', 'Dementia due to Creutzfeldt Jakob disease', 'Dementia due to infectious disease']"
8,['Variant Creutzfeldt-Jakob disease']
9,"['Creutzfeldt-Jakob disease', 'Creutzfeldt-Jakob disease', 'Creutzfeldt-Jakob disease', 'Familial Creutzfeldt-Jakob', 'Iatrogenic Jakob-Creutzfeldt disease', 'Spongiform encephalopathy', 'Sporadic Creutzfeldt-Jakob disease']"
10,"['Measles of the central nervous system', 'Subacute sclerosing panencephalitis', ""Van Bogaert's sclerosing leukoencephalitis""]"
11,"['Central nervous system demyelinating disease associated with AIDS', 'Cerebral degeneration due to progressive multifocal leukoencephalopathy', 'Dementia due to infectious disease', 'Dementia with progressive multifocal leukoencephalopathy', 'Demyelinating disease of central nervous system co-occurrent with human immunodeficiency virus infection', 'Disease due to JC polyomavirus', 'Disease due to JC polyomavirus', 'Disease due to JC polyomavirus', 'Encephalopathy associated with AIDS', 'Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation', 'Progressive multifocal leukoencephalopathy', 'Progressive multifocal leukoencephalopathy', 'Progressive multifocal leukoencephalopathy', 'Progressive multifocal leukoencephalopathy associated with AIDS', 'Progressive multifocal leukoencephalopathy co-occurrent with human immunodeficiency virus infection', 'White matter disorder caused by infection', 'White matter disorder caused by infection', 'White matter disorder caused by infection']"
12,"['Kuru', 'Spongiform encephalopathy']"
13,['Gerstmann-Straussler-Scheinker syndrome']
14,['Fatal familial insomnia']
15,['Variably protease sensitive prionopathy']
16,"['Acquired prion disease', 'Dementia due to infectious disease', 'Dementia due to prion disease', 'Familial Alzheimer-like prion disease', 'Prion disease', 'Slow viral central nervous system infection']"
17,[]
18,[]
19,"['Acute neurological rabies', 'Confirmed rabies', 'Derriengue', 'Disorder confirmed', 'Human rabies', 'Incubating rabies', 'Neurological disorder confirmed', 'Paralytic rabies', 'Rabies', 'Rabies - hydrophobia', 'Rabies - recovery phase', 'Rabies coma', 'Rabies prodrome']"
20,['Japanese encephalitis virus disease']
21,"['Neuroinvasive Western equine encephalitis virus infection', 'Non-neuroinvasive Western equine encephalitis virus infection', 'Western equine encephalitis']"
22,"['Eastern equine encephalitis virus infection', 'Eastern equine encephalitis virus neuroinvasive disease', 'Eastern equine encephalitis virus non-neuroinvasive disease']"
23,"['Arbovirus encephalitis', 'Disease due to Flaviviridae', 'Neuroinvasive St. Louis encephalitis virus infection', 'St. Louis encephalitis virus infection', 'St. Louis encephalitis virus non-neuroinvasive disease']"
24,"['Disease due to West Nile virus', 'Kunjin fever', 'Murray valley encephalitis']"
25,"['California encephalitis virus infection', 'California encephalitis virus infection neuroinvasive disease', 'California serogroup viral meningitis', 'California serogroup virus neuroinvasive disease', 'Jamestown Canyon virus disease', 'Jamestown Canyon virus encephalitis', 'Keystone virus encephalitis', 'La Crosse encephalitis', 'La Crosse meningitis', 'Snowshoe hare virus encephalitis']"
26,"['Rocio virus disease', 'Rocio virus encephalitis']"
27,['Ilheus virus encephalitis']
28,[]
29,"['Encephalitis caused by tick-borne encephalitis virus', 'Encephalitis due to Far Eastern tick-borne encephalitis virus']"
30,"['Encephalitis caused by tick-borne encephalitis virus', 'Encephalitis due to European subtype of tick-borne encephalitis virus']"
31,"['Encephalitis caused by tick-borne encephalitis virus', 'Neuroinvasive Powassan encephalitis virus infection', 'Powassan encephalitis virus infection', 'Powassan virus non-neuroinvasive disease', 'Siberian tick-borne encephalitis']"
32,['Encephalitis caused by tick-borne encephalitis virus']
33,"['Enteroviral encephalitis', 'Enteroviral encephalomyelitis']"
34,"['Acute adenoviral encephalitis', 'Acute adenoviral meningoencephalitis', 'Acute viral encephalitis', 'Adenoviral encephalitis', 'Adenoviral encephalitis', 'Adenoviral meningitis', 'Encephalitis associated with AIDS', 'Encephalopathy associated with AIDS', 'Subacute adenoviral encephalitis', 'Subacute adenoviral encephalitis associated with AIDS', 'Subacute adenoviral encephalitis co-occurrent with human immunodeficiency virus infection', 'Viral meningoencephalitis']"
35,['Arbovirus encephalitis']
36,"['Arbovirus encephalitis', 'Cache Valley virus infection', 'Disease due to Flaviviridae', 'Disease due to Nairovirus', 'Encephalitis caused by Alphavirus', 'Encephalitis caused by Hendra virus', 'Encephalitis caused by Nipah virus', 'Encephalitis caused by Polyoma virus', 'Encephalitis caused by Rubulavirus', 'Encephalitis caused by tick-borne encephalitis virus', 'Encephalitis due to European subtype of tick-borne encephalitis virus', 'Encephalitis due to Langat virus', 'Encephalitis lethargica', 'Hendra virus infection', 'Human immunodeficiency virus encephalitis', 'Infection caused by Henipavirus', 'Infection caused by Henipavirus', 'Infection due to Nipah virus', 'Kumlinge virus encephalitis', 'Nairoviral encephalitis', 'Negishi encephalitis', 'Neuroinvasive Cache Valley encephalitis virus infection', 'Neuroinvasive Cache Valley virus disease', 'Rhabdovirus encephalitis', 'Rio Bravo fever', 'Rio Bravo viral encephalitis', 'Tensaw encephalitis', 'Tensaw virus disease', 'Thogoto virus disease']"
37,[]
