,category,condition
0,Z30.011,Encounter for initial prescription of contraceptive pills
1,Z30.012,Encounter for prescription of emergency contraception
2,Z30.013,Encounter for initial prescription of injectable contracep
3,Z30.014,Encounter for initial prescription of uterin contracep dev
4,Z30.015,Encounter for initial prescription of vagnl ring
5,Z30.016,Enctr for init prescription of patch hormonal contracep dev
6,Z30.017,Enctr for init prescription of implntbl subdermal contracep
7,Z30.018,Encounter for initial prescription of other contraceptives
8,Z30.019,"Encounter for initial prescription of contraceptives, unsp"
9,Z30.02,Cnsl and instruction in natrl family planning to avoid preg
10,Z30.09,Encounter for oth general cnsl and advice on contraception
11,Z30.2,Encounter for sterilization
12,Z30.40,"Encounter for surveillance of contraceptives, unspecified"
13,Z30.41,Encounter for surveillance of contraceptive pills
14,Z30.42,Encounter for surveillance of injectable contraceptive
15,Z30.430,Encounter for insertion of intrauterine contraceptive device
16,Z30.431,Encounter for routine checking of intrauterine contracep dev
17,Z30.432,Encounter for removal of intrauterine contraceptive device
18,Z30.433,Encntr for removal and reinsertion of uterin contracep dev
19,Z30.44,Encounter for surveillance of vagnl ring
20,Z30.45,Enctr srvlnc transdermal patch hormonal contraceptive device
21,Z30.46,Enctr srvlnc implantable subdermal contraceptive
22,Z30.49,Encounter for surveillance of other contraceptives
23,Z30.8,Encounter for other contraceptive management
24,Z30.9,"Encounter for contraceptive management, unspecified"
25,Z31.0,Encounter for reversal of previous sterilization
26,Z31.41,Encounter for fertility testing
27,Z31.42,Aftercare following sterilization reversal
28,Z31.430,Encntr fem for test for genetc dis carrier stat for pro mgmt
29,Z31.438,Encounter for oth genetic testing of female for pro mgmt
30,Z31.440,Encntr male test for genetic dis carrier status for pro mgmt
31,Z31.441,Encntr for testing of male prtnr of pt w recur preg loss
32,Z31.448,Encounter for oth genetic testing of male for pro mgmt
33,Z31.49,Encounter for other procreative investigation and testing
34,Z31.5,Encounter for procreative genetic counseling
35,Z31.61,Procreat counseling and advice using natural family planning
36,Z31.62,Encounter for fertility preservation counseling
