,category,condition
0,N80.0,Endometriosis of uterus
1,N80.1,Endometriosis of ovary
2,N80.2,Endometriosis of fallopian tube
3,N80.3,Endometriosis of pelvic peritoneum
4,N80.4,Endometriosis of rectovaginal septum and vagina
5,N80.5,Endometriosis of intestine
6,N80.6,Endometriosis in cutaneous scar
7,N80.8,Other endometriosis
8,N80.9,"Endometriosis, unspecified"
9,N81.0,Urethrocele
10,N81.10,"Cystocele, unspecified"
11,N81.11,"Cystocele, midline"
12,N81.12,"Cystocele, lateral"
13,N81.2,Incomplete uterovaginal prolapse
14,N81.3,Complete uterovaginal prolapse
15,N81.4,"Uterovaginal prolapse, unspecified"
16,N81.5,Vaginal enterocele
17,N81.6,Rectocele
18,N81.81,Perineocele
19,N81.82,Incompetence or weakening of pubocervical tissue
20,N81.83,Incompetence or weakening of rectovaginal tissue
21,N81.84,Pelvic muscle wasting
22,N81.85,Cervical stump prolapse
23,N81.89,Other female genital prolapse
24,N81.9,"Female genital prolapse, unspecified"
25,N82.0,Vesicovaginal fistula
26,N82.1,Other female urinarygenital tract fistulae
27,N82.2,Fistula of vagina to small intestine
28,N82.3,Fistula of vagina to large intestine
29,N82.4,Other female intestinalgenital tract fistulae
30,N82.5,Female genital tractskin fistulae
31,N82.8,Other female genital tract fistulae
32,N82.9,"Female genital tract fistula, unspecified"
33,N83.00,"Follicular cyst of ovary, unspecified side"
34,N83.01,Follicular cyst of right ovary
35,N83.02,Follicular cyst of left ovary
36,N83.10,"Corpus luteum cyst of ovary, unspecified side"
37,N83.11,Corpus luteum cyst of right ovary
38,N83.12,Corpus luteum cyst of left ovary
39,N83.201,"Unspecified ovarian cyst, right side"
40,N83.202,"Unspecified ovarian cyst, left side"
41,N83.209,"Unspecified ovarian cyst, unspecified side"
42,N83.291,"Other ovarian cyst, right side"
43,N83.292,"Other ovarian cyst, left side"
44,N83.299,"Other ovarian cyst, unspecified side"
45,N83.311,Acquired atrophy of right ovary
46,N83.312,Acquired atrophy of left ovary
47,N83.319,"Acquired atrophy of ovary, unspecified side"
48,N83.321,Acquired atrophy of right fallopian tube
49,N83.322,Acquired atrophy of left fallopian tube
50,N83.329,"Acquired atrophy of fallopian tube, unspecified side"
51,N83.331,Acquired atrophy of right ovary and fallopian tube
52,N83.332,Acquired atrophy of left ovary and fallopian tube
53,N83.339,"Acquired atrophy of ovary and fallop, unspecified side"
54,N83.40,"Prolapse and hernia of ovary and fallop, unspecified side"
55,N83.41,Prolapse and hernia of right ovary and fallopian tube
56,N83.42,Prolapse and hernia of left ovary and fallopian tube
57,N83.511,Torsion of right ovary and ovarian pedicle
