,category,condition
0,M45.0,Ankylosing spondylitis of multiple sites in spine
1,M45.1,Ankylosing spondylitis of occipitoatlantoaxial region
2,M45.2,Ankylosing spondylitis of cervical region
3,M45.3,Ankylosing spondylitis of cervicothoracic region
4,M45.4,Ankylosing spondylitis of thoracic region
5,M45.5,Ankylosing spondylitis of thoracolumbar region
6,M45.6,Ankylosing spondylitis lumbar region
7,M45.7,Ankylosing spondylitis of lumbosacral region
8,M45.8,Ankylosing spondylitis sacral and sacrococcygeal region
9,M45.9,Ankylosing spondylitis of unspecified sites in spine
10,M46.00,"Spinal enthesopathy, site unspecified"
11,M46.01,"Spinal enthesopathy, occipitoatlantoaxial region"
12,M46.02,"Spinal enthesopathy, cervical region"
13,M46.03,"Spinal enthesopathy, cervicothoracic region"
14,M46.04,"Spinal enthesopathy, thoracic region"
15,M46.05,"Spinal enthesopathy, thoracolumbar region"
16,M46.06,"Spinal enthesopathy, lumbar region"
17,M46.07,"Spinal enthesopathy, lumbosacral region"
18,M46.08,"Spinal enthesopathy, sacral and sacrococcygeal region"
19,M46.09,"Spinal enthesopathy, multiple sites in spine"
20,M46.1,"Sacroiliitis, not elsewhere classified"
21,M46.20,"Osteomyelitis of vertebra, site unspecified"
22,M46.21,"Osteomyelitis of vertebra, occipitoatlantoaxial region"
23,M46.22,"Osteomyelitis of vertebra, cervical region"
24,M46.23,"Osteomyelitis of vertebra, cervicothoracic region"
25,M46.24,"Osteomyelitis of vertebra, thoracic region"
26,M46.25,"Osteomyelitis of vertebra, thoracolumbar region"
27,M46.26,"Osteomyelitis of vertebra, lumbar region"
28,M46.27,"Osteomyelitis of vertebra, lumbosacral region"
29,M46.28,"Osteomyelitis of vertebra, sacral and sacrococcygeal region"
30,M46.30,"Infection of intervertebral disc (pyogenic), site unsp"
31,M46.31,"Infection of intvrt disc (pyogenic), occiptatlanax region"
32,M46.32,"Infection of intervertebral disc (pyogenic), cervical region"
33,M46.33,"Infection of intvrt disc (pyogenic), cervicothor region"
34,M46.34,"Infection of intervertebral disc (pyogenic), thoracic region"
35,M46.35,"Infection of intvrt disc (pyogenic), thoracolumbar region"
36,M46.36,"Infection of intervertebral disc (pyogenic), lumbar region"
37,M46.37,"Infection of intvrt disc (pyogenic), lumbosacral region"
38,M46.38,"Infection of intvrt disc (pyogenic), sacr/sacrocygl region"
39,M46.39,"Infection of intvrt disc (pyogenic), multiple sites in spine"
40,M46.40,"Discitis, unspecified, site unspecified"
41,M46.41,"Discitis, unspecified, occipitoatlantoaxial region"
42,M46.42,"Discitis, unspecified, cervical region"
43,M46.43,"Discitis, unspecified, cervicothoracic region"
44,M46.44,"Discitis, unspecified, thoracic region"
45,M46.45,"Discitis, unspecified, thoracolumbar region"
46,M46.46,"Discitis, unspecified, lumbar region"
47,M46.47,"Discitis, unspecified, lumbosacral region"
48,M46.48,"Discitis, unspecified, sacral and sacrococcygeal region"
49,M46.49,"Discitis, unspecified, multiple sites in spine"
50,M46.50,"Other infective spondylopathies, site unspecified"
51,M46.51,"Oth infective spondylopathies, occipitoatlantoaxial region"
52,M46.52,"Other infective spondylopathies, cervical region"
53,M46.53,"Other infective spondylopathies, cervicothoracic region"
54,M46.54,"Other infective spondylopathies, thoracic region"
55,M46.55,"Other infective spondylopathies, thoracolumbar region"
56,M46.56,"Other infective spondylopathies, lumbar region"
57,M46.57,"Other infective spondylopathies, lumbosacral region"
58,M46.58,"Oth infective spondylopathies, sacr/sacrocygl region"
59,M46.59,"Other infective spondylopathies, multiple sites in spine"
60,M46.80,"Oth inflammatory spondylopathies, site unspecified"
61,M46.81,"Oth inflammatory spondylopathies, occiptatlanax region"
62,M46.82,"Oth inflammatory spondylopathies, cervical region"
63,M46.83,"Oth inflammatory spondylopathies, cervicothoracic region"
64,M46.84,"Oth inflammatory spondylopathies, thoracic region"
65,M46.85,"Oth inflammatory spondylopathies, thoracolumbar region"
66,M46.86,"Other specified inflammatory spondylopathies, lumbar region"
67,M46.87,"Oth inflammatory spondylopathies, lumbosacral region"
68,M46.88,"Oth inflammatory spondylopathies, sacr/sacrocygl region"
69,M46.89,"Oth inflammatory spondylopathies, multiple sites in spine"
