,Synonyms
0,"['Late effects of central nervous system tuberculosis', 'Sequela of infection caused by Mycobacterium', 'Sequelae of tuberculosis']"
1,"['Late effects of genitourinary system tuberculosis', 'Sequela of infection caused by Mycobacterium', 'Sequelae of tuberculosis']"
2,"['Arthropathy associated with bacterial disease', 'Late effects of tuberculosis of bones and/or joints', 'Post-bacterial arthropathy', 'Post-tuberculous reactive arthritis', 'Sequela of infection caused by Mycobacterium', 'Sequela of infection caused by Mycobacterium', 'Sequelae of tuberculosis', 'Sequelae of tuberculosis']"
3,[]
4,"['Late effects of respiratory tuberculosis', 'Sequela of infection caused by Mycobacterium', 'Sequelae of tuberculosis']"
5,[]
6,"['Bilateral osteopathy of feet following poliomyelitis', 'Late effects of poliomyelitis', 'Late effects of poliomyelitis', 'Late effects of poliomyelitis', 'Neurogenic bladder as late effect of poliomyelitis', 'Osteopathy of left foot following poliomyelitis', 'Osteopathy of left foot following poliomyelitis', 'Osteopathy of right foot following poliomyelitis', 'Osteopathy of right foot following poliomyelitis', 'Paresis as late effect of poliomyelitis', 'Poliomyelitis osteopathy of the ankle and/or foot', 'Poliomyelitis osteopathy of the ankle and/or foot', 'Poliomyelitis osteopathy of the ankle and/or foot']"
7,[]
8,"['Cell-mediated immune reaction', 'Downgrading type 1 lepra reaction', 'Histioid leprosy', 'Hypersensitivity reaction mediated by immune complex', 'Lepromatous skin complications', 'Lucio phenomenon', 'Multibacillary leprosy', 'Sequela of infection caused by Mycobacterium', 'Sequelae of leprosy', 'Type 1 lepra reaction', 'Type 2 lepra reaction', 'Upgrading type 1 lepra reaction']"
9,"['Sequela of infection caused by Chlamydia', 'Sequela of trachoma']"
10,['Late effects of viral encephalitis']
11,['Sequelae of viral hepatitis']
12,"['Ornithosis', 'Ornithosis with complication', 'Post-herpetic scar', 'Post-infectious vasculitis', 'Post-inflammatory scarring', 'Post-streptococcal disorder', 'Sequela of infection caused by Chlamydia', 'Sequela of infection caused by Corynebacterium', 'Sequela of infection caused by Human immunodeficiency virus', 'Sequela of infection caused by Morbillivirus', 'Sequela of infection caused by Mycobacterium']"
13,"['Acquired bronchiectasis', 'Fatal post-viral neurodegenerative disorder', 'Infectious sequelae of disorders', 'Paroxysmal cold hemoglobinuria', 'Post infectious grand mal epilepsy', 'Post-infectious disorder', 'Post-infectious glomerulonephritis', 'Post-infectious glomerulonephritis - Garland variety', 'Post-infective bronchiectasis', 'Post-infective hypopituitarism', 'Postviral depression', 'Post-viral paroxysmal cold hemoglobinuria', 'Secondary tic disorder', 'Sequela of infection caused by bacterium', 'Sequelae of infectious disease', 'Shunt nephritis', 'Tic due to and following infection']"
