,category,condition
0,H10.011,"Acute follicular conjunctivitis, right eye"
1,H10.012,"Acute follicular conjunctivitis, left eye"
2,H10.013,"Acute follicular conjunctivitis, bilateral"
3,H10.019,"Acute follicular conjunctivitis, unspecified eye"
4,H10.021,"Other mucopurulent conjunctivitis, right eye"
5,H10.022,"Other mucopurulent conjunctivitis, left eye"
6,H10.023,"Other mucopurulent conjunctivitis, bilateral"
7,H10.029,"Other mucopurulent conjunctivitis, unspecified eye"
8,H10.10,"Acute atopic conjunctivitis, unspecified eye"
9,H10.11,"Acute atopic conjunctivitis, right eye"
10,H10.12,"Acute atopic conjunctivitis, left eye"
11,H10.13,"Acute atopic conjunctivitis, bilateral"
12,H10.211,"Acute toxic conjunctivitis, right eye"
13,H10.212,"Acute toxic conjunctivitis, left eye"
14,H10.213,"Acute toxic conjunctivitis, bilateral"
15,H10.219,"Acute toxic conjunctivitis, unspecified eye"
16,H10.221,"Pseudomembranous conjunctivitis, right eye"
17,H10.222,"Pseudomembranous conjunctivitis, left eye"
18,H10.223,"Pseudomembranous conjunctivitis, bilateral"
19,H10.229,"Pseudomembranous conjunctivitis, unspecified eye"
20,H10.231,"Serous conjunctivitis, except viral, right eye"
21,H10.232,"Serous conjunctivitis, except viral, left eye"
22,H10.233,"Serous conjunctivitis, except viral, bilateral"
23,H10.239,"Serous conjunctivitis, except viral, unspecified eye"
24,H10.30,"Unspecified acute conjunctivitis, unspecified eye"
25,H10.31,"Unspecified acute conjunctivitis, right eye"
26,H10.32,"Unspecified acute conjunctivitis, left eye"
27,H10.33,"Unspecified acute conjunctivitis, bilateral"
28,H10.401,"Unspecified chronic conjunctivitis, right eye"
29,H10.402,"Unspecified chronic conjunctivitis, left eye"
30,H10.403,"Unspecified chronic conjunctivitis, bilateral"
31,H10.409,"Unspecified chronic conjunctivitis, unspecified eye"
32,H10.411,"Chronic giant papillary conjunctivitis, right eye"
33,H10.412,"Chronic giant papillary conjunctivitis, left eye"
34,H10.413,"Chronic giant papillary conjunctivitis, bilateral"
35,H10.419,"Chronic giant papillary conjunctivitis, unspecified eye"
36,H10.421,"Simple chronic conjunctivitis, right eye"
37,H10.422,"Simple chronic conjunctivitis, left eye"
38,H10.423,"Simple chronic conjunctivitis, bilateral"
39,H10.429,"Simple chronic conjunctivitis, unspecified eye"
40,H10.431,"Chronic follicular conjunctivitis, right eye"
41,H10.432,"Chronic follicular conjunctivitis, left eye"
42,H10.433,"Chronic follicular conjunctivitis, bilateral"
43,H10.439,"Chronic follicular conjunctivitis, unspecified eye"
44,H10.44,Vernal conjunctivitis
45,H10.45,Other chronic allergic conjunctivitis
46,H10.501,"Unspecified blepharoconjunctivitis, right eye"
47,H10.502,"Unspecified blepharoconjunctivitis, left eye"
48,H10.503,"Unspecified blepharoconjunctivitis, bilateral"
49,H10.509,"Unspecified blepharoconjunctivitis, unspecified eye"
50,H10.511,"Ligneous conjunctivitis, right eye"
51,H10.512,"Ligneous conjunctivitis, left eye"
52,H10.513,"Ligneous conjunctivitis, bilateral"
53,H10.519,"Ligneous conjunctivitis, unspecified eye"
54,H10.521,"Angular blepharoconjunctivitis, right eye"
55,H10.522,"Angular blepharoconjunctivitis, left eye"
56,H10.523,"Angular blepharoconjunctivitis, bilateral"
57,H10.529,"Angular blepharoconjunctivitis, unspecified eye"
58,H10.531,"Contact blepharoconjunctivitis, right eye"
59,H10.532,"Contact blepharoconjunctivitis, left eye"
60,H10.533,"Contact blepharoconjunctivitis, bilateral"
61,H10.539,"Contact blepharoconjunctivitis, unspecified eye"
62,H10.811,"Pingueculitis, right eye"
63,H10.812,"Pingueculitis, left eye"
64,H10.813,"Pingueculitis, bilateral"
65,H10.819,"Pingueculitis, unspecified eye"
66,H10.821,"Rosacea conjunctivitis, right eye"
67,H10.822,"Rosacea conjunctivitis, left eye"
68,H10.823,"Rosacea conjunctivitis, bilateral"
69,H10.829,"Rosacea conjunctivitis, unspecified eye"
70,H10.89,Other conjunctivitis
71,H10.9,Unspecified conjunctivitis
72,H11.001,Unspecified pterygium of right eye
73,H11.002,Unspecified pterygium of left eye
74,H11.003,"Unspecified pterygium of eye, bilateral"
75,H11.009,Unspecified pterygium of unspecified eye
76,H11.011,Amyloid pterygium of right eye
77,H11.012,Amyloid pterygium of left eye
78,H11.013,"Amyloid pterygium of eye, bilateral"
79,H11.019,Amyloid pterygium of unspecified eye
80,H11.021,Central pterygium of right eye
81,H11.022,Central pterygium of left eye
82,H11.023,"Central pterygium of eye, bilateral"
83,H11.029,Central pterygium of unspecified eye
84,H11.031,Double pterygium of right eye
85,H11.032,Double pterygium of left eye
86,H11.033,"Double pterygium of eye, bilateral"
87,H11.039,Double pterygium of unspecified eye
88,H11.041,"Peripheral pterygium, stationary, right eye"
89,H11.042,"Peripheral pterygium, stationary, left eye"
90,H11.043,"Peripheral pterygium, stationary, bilateral"
91,H11.049,"Peripheral pterygium, stationary, unspecified eye"
92,H11.051,"Peripheral pterygium, progressive, right eye"
93,H11.052,"Peripheral pterygium, progressive, left eye"
94,H11.053,"Peripheral pterygium, progressive, bilateral"
95,H11.059,"Peripheral pterygium, progressive, unspecified eye"
96,H11.061,Recurrent pterygium of right eye
97,H11.062,Recurrent pterygium of left eye
98,H11.063,"Recurrent pterygium of eye, bilateral"
99,H11.069,Recurrent pterygium of unspecified eye
100,H11.10,Unspecified conjunctival degenerations
101,H11.111,"Conjunctival deposits, right eye"
102,H11.112,"Conjunctival deposits, left eye"
103,H11.113,"Conjunctival deposits, bilateral"
104,H11.119,"Conjunctival deposits, unspecified eye"
105,H11.121,"Conjunctival concretions, right eye"
106,H11.122,"Conjunctival concretions, left eye"
107,H11.123,"Conjunctival concretions, bilateral"
108,H11.129,"Conjunctival concretions, unspecified eye"
109,H11.131,"Conjunctival pigmentations, right eye"
110,H11.132,"Conjunctival pigmentations, left eye"
111,H11.133,"Conjunctival pigmentations, bilateral"
112,H11.139,"Conjunctival pigmentations, unspecified eye"
113,H11.141,"Conjunctival xerosis, unspecified, right eye"
114,H11.142,"Conjunctival xerosis, unspecified, left eye"
115,H11.143,"Conjunctival xerosis, unspecified, bilateral"
116,H11.149,"Conjunctival xerosis, unspecified, unspecified eye"
117,H11.151,"Pinguecula, right eye"
118,H11.152,"Pinguecula, left eye"
119,H11.153,"Pinguecula, bilateral"
120,H11.159,"Pinguecula, unspecified eye"
121,H11.211,"Conjunctival adhesions and strands (localized), right eye"
122,H11.212,"Conjunctival adhesions and strands (localized), left eye"
123,H11.213,"Conjunctival adhesions and strands (localized), bilateral"
124,H11.219,"Conjunctival adhesions and strands (localized), unsp eye"
125,H11.221,"Conjunctival granuloma, right eye"
126,H11.222,"Conjunctival granuloma, left eye"
127,H11.223,"Conjunctival granuloma, bilateral"
128,H11.229,"Conjunctival granuloma, unspecified"
129,H11.231,"Symblepharon, right eye"
130,H11.232,"Symblepharon, left eye"
131,H11.233,"Symblepharon, bilateral"
132,H11.239,"Symblepharon, unspecified eye"
133,H11.241,"Scarring of conjunctiva, right eye"
134,H11.242,"Scarring of conjunctiva, left eye"
135,H11.243,"Scarring of conjunctiva, bilateral"
136,H11.249,"Scarring of conjunctiva, unspecified eye"
137,H11.30,"Conjunctival hemorrhage, unspecified eye"
138,H11.31,"Conjunctival hemorrhage, right eye"
139,H11.32,"Conjunctival hemorrhage, left eye"
140,H11.33,"Conjunctival hemorrhage, bilateral"
141,H11.411,"Vascular abnormalities of conjunctiva, right eye"
142,H11.412,"Vascular abnormalities of conjunctiva, left eye"
143,H11.413,"Vascular abnormalities of conjunctiva, bilateral"
144,H11.419,"Vascular abnormalities of conjunctiva, unspecified eye"
145,H11.421,"Conjunctival edema, right eye"
146,H11.422,"Conjunctival edema, left eye"
147,H11.423,"Conjunctival edema, bilateral"
148,H11.429,"Conjunctival edema, unspecified eye"
149,H11.431,"Conjunctival hyperemia, right eye"
150,H11.432,"Conjunctival hyperemia, left eye"
151,H11.433,"Conjunctival hyperemia, bilateral"
152,H11.439,"Conjunctival hyperemia, unspecified eye"
153,H11.441,"Conjunctival cysts, right eye"
154,H11.442,"Conjunctival cysts, left eye"
155,H11.443,"Conjunctival cysts, bilateral"
156,H11.449,"Conjunctival cysts, unspecified eye"
157,H11.811,"Pseudopterygium of conjunctiva, right eye"
158,H11.812,"Pseudopterygium of conjunctiva, left eye"
159,H11.813,"Pseudopterygium of conjunctiva, bilateral"
160,H11.819,"Pseudopterygium of conjunctiva, unspecified eye"
161,H11.821,"Conjunctivochalasis, right eye"
162,H11.822,"Conjunctivochalasis, left eye"
163,H11.823,"Conjunctivochalasis, bilateral"
164,H11.829,"Conjunctivochalasis, unspecified eye"
165,H11.89,Other specified disorders of conjunctiva
166,H11.9,Unspecified disorder of conjunctiva
