,category,condition
0,M60.000,"Infective myositis, unspecified right arm"
1,M60.001,"Infective myositis, unspecified left arm"
2,M60.002,"Infective myositis, unspecified arm"
3,M60.003,"Infective myositis, unspecified right leg"
4,M60.004,"Infective myositis, unspecified left leg"
5,M60.005,"Infective myositis, unspecified leg"
6,M60.009,"Infective myositis, unspecified site"
7,M60.011,"Infective myositis, right shoulder"
8,M60.012,"Infective myositis, left shoulder"
9,M60.019,"Infective myositis, unspecified shoulder"
10,M60.021,"Infective myositis, right upper arm"
11,M60.022,"Infective myositis, left upper arm"
12,M60.029,"Infective myositis, unspecified upper arm"
13,M60.031,"Infective myositis, right forearm"
14,M60.032,"Infective myositis, left forearm"
15,M60.039,"Infective myositis, unspecified forearm"
16,M60.041,"Infective myositis, right hand"
17,M60.042,"Infective myositis, left hand"
18,M60.043,"Infective myositis, unspecified hand"
19,M60.044,"Infective myositis, right finger(s)"
20,M60.045,"Infective myositis, left finger(s)"
21,M60.046,"Infective myositis, unspecified finger(s)"
22,M60.051,"Infective myositis, right thigh"
23,M60.052,"Infective myositis, left thigh"
24,M60.059,"Infective myositis, unspecified thigh"
25,M60.061,"Infective myositis, right lower leg"
26,M60.062,"Infective myositis, left lower leg"
27,M60.069,"Infective myositis, unspecified lower leg"
28,M60.070,"Infective myositis, right ankle"
29,M60.071,"Infective myositis, left ankle"
30,M60.072,"Infective myositis, unspecified ankle"
31,M60.073,"Infective myositis, right foot"
32,M60.074,"Infective myositis, left foot"
33,M60.075,"Infective myositis, unspecified foot"
34,M60.076,"Infective myositis, right toe(s)"
35,M60.077,"Infective myositis, left toe(s)"
36,M60.078,"Infective myositis, unspecified toe(s)"
37,M60.08,"Infective myositis, other site"
38,M60.09,"Infective myositis, multiple sites"
39,M60.10,Interstitial myositis of unspecified site
40,M60.111,"Interstitial myositis, right shoulder"
41,M60.112,"Interstitial myositis, left shoulder"
42,M60.119,"Interstitial myositis, unspecified shoulder"
43,M60.121,"Interstitial myositis, right upper arm"
44,M60.122,"Interstitial myositis, left upper arm"
45,M60.129,"Interstitial myositis, unspecified upper arm"
46,M60.131,"Interstitial myositis, right forearm"
47,M60.132,"Interstitial myositis, left forearm"
