,Synonyms
0,"['Impaired renal function disorder', 'Mixed renal osteodystrophy', 'Phosphate-losing tubular disorders', 'Renal dwarfism', 'Renal osteodystrophy', 'Renal secondary osteodystrophia fibrosa']"
1,"['Acquired nephrogenic diabetes insipidus', 'Acquired nephrogenic diabetes insipidus', 'Drug-induced nephrogenic diabetes insipidus', 'Familial diabetes insipidus', 'Hereditary nephrogenic diabetes insipidus', 'Nephrogenic diabetes insipidus', 'Nephrogenic diabetes insipidus', 'Partial nephrogenic diabetes insipidus', 'Schofer Beetz Bohl syndrome']"
2,"['Calcifying panniculitis due to hyperparathyroidism', 'Calcifying panniculitis due to hyperparathyroidism in renal disease', 'Hyperparathyroidism due to end stage renal disease on dialysis', 'Hyperparathyroidism due to renal insufficiency', 'Secondary hyperparathyroidism', 'Subcutaneous calcification']"
3,"['Acquired magnesium-losing nephropathy', 'Central nervous system calcification, deafness, tubular acidosis, anemia syndrome', 'Distal renal tubular acidosis', 'Distal renal tubular acidosis co-occurrent with sensorineural deafness', 'Familial hypokalemic and hypomagnesemic tubulopathy', 'Familial proximal renal tubular acidosis', 'Familial renal hypouricemia', 'Fanconi-like syndrome', 'Gitelman syndrome', 'High renal threshold for glucose', 'Hypercalcemic nephropathy', 'Hyperkalemic renal tubular acidosis', 'Hypocalciuria', 'Hypokalemia, excessive renal losses', 'Hypokalemic nephropathy', 'Isolated hypercystinuria', 'Magnesium-losing nephropathy', 'Neonatal acidosis', 'Neonatal renal disorder', 'Newborn renal dysfunction', 'Osteopetrosis with renal tubular acidosis', 'Protein-losing nephropathy', 'Proximal renal tubular acidosis', 'Renal hypocalciuria', 'Renal tubular acidosis', 'Renal tubular acidosis with progressive nerve deafness', 'Transient neonatal renal tubular acidosis', 'Uremic acidosis']"
4,"['Abnormal renal function', 'Abnormal renal tubular function', 'Azotemia', 'Biliary malformation associated with renal tubular insufficiency', 'EAST  syndrome', 'Encephalopathy, hypertrophic cardiomyopathy, renal tubular disease syndrome', 'Familial hypokalemic and hypomagnesemic tubulopathy', 'Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation', 'Hypertrophic mitochondrial cardiomyopathy', 'Hypocalciuria', 'Inherited renal tubule insufficiency with cholestatic jaundice', 'Mitochondrial DNA depletion syndrome encephalomyopathic form', 'Prerenal azotemia', 'Proximal tubulopathy, diabetes mellitus, cerebellar ataxia syndrome', 'Renal hypocalciuria', 'Renal tubular defect', 'Renal tubular disorder', 'Renal tubulopathy with encephalopathy and liver failure syndrome', 'RRM2B-related mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy', 'Specific renal tubule transport defect']"
5,"['Atrophy of kidney', 'Atrophy of left kidney', 'Atrophy of right kidney', 'Small left kidney', 'Small right kidney']"
6,['Page kidney']
7,"['Congenital nephrotic syndrome', 'Diffuse mesangial sclerosis', 'Diffuse mesangial sclerosis with ocular abnormalities', 'Disorder of kidney co-occurrent with human immunodeficiency virus infection', 'Familial mesangial sclerosis', 'Focal segmental glomerulosclerosis', 'Focal segmental glomerulosclerosis', 'Focal segmental glomerulosclerosis', 'Focal segmental glomerulosclerosis caused by lithium', 'Focal segmental glomerulosclerosis co-occurrent with human immunodeficiency virus infection', 'Focal segmental glomerulosclerosis due to sickle cell disease', 'Glomerulosclerosis', 'Ischemia of kidney', 'Ischemic glomerulopathy', 'Ischemic nephropathy', 'Renal fibrosis', 'Renal interstitial fibrosis', 'Renal sclerosis with hypertension']"
8,"['Small left kidney', 'Small right kidney']"
9,"['Bilateral small kidney', 'Small left kidney', 'Small right kidney']"
10,"['Contracted kidney', 'Irregularly contracted kidney', 'Small kidney', 'Small kidney of unknown cause']"
11,"['Acute renal failure due to ischemia', 'Acute scleroderma renal crisis', 'Contracted kidney', 'Ischemia of kidney', 'Ischemic contracture of kidney', 'Ischemic nephropathy', 'Ischemic nephropathy', 'Occlusion of renal artery due to embolism', 'Renal artery embolism', 'Renal artery occlusion', 'Renal infarction', 'Renal infarction - arterial', 'Renal infarction - venous', 'Renal involvement in scleroderma', 'Thromboembolism of renal arteries', 'Thrombosis of renal artery']"
12,"['Acquired complex renal cyst', 'Acquired cystic disease associated renal cell carcinoma', 'Acquired polycystic kidney disease', 'Acquired renal cyst with neoplastic change', 'Acquired renal cyst without neoplastic change', 'Acquired renal cystic disease', 'Complex renal cyst', 'Complex renal cyst', 'Cyst of kidney', 'Hydatid cyst of kidney', 'Infected renal cyst', 'Multiple acquired kidney cysts', 'Multiple renal cysts', 'Parapelvic renal cyst', 'Peripelvic  cyst', 'Rupture of kidney', 'Ruptured cyst of kidney', 'Simple renal cyst', 'Single acquired kidney cyst']"
13,"['Compensatory hypertrophy of single kidney', 'Congenital hypoplasia of kidney', 'Congenital hypoplasia of kidney', 'Hypertrophy of kidney', 'Hypertrophy of kidney', 'Hypertrophy of kidney', 'Hypertrophy of left kidney co-occurrent and due to congenital hypoplasia of right kidney', 'Hypertrophy of right kidney co-occurrent and due to congenital hypoplasia of left kidney', 'Large kidney']"
14,"['Acquired megaureter', 'Dilatation of ureter', 'Idiopathic dilation of ureter']"
15,[]
16,[]
17,"['Pyelitis', 'Pyeloureteritis cystica', 'Ureteritis']"
18,"['Infective ureteritis', 'Ureteritis']"
19,"['Abdominal wall fistula', 'Abnormal ureteral peristalsis', 'Absence of ureteral peristalsis', 'Acquired caliectasis', 'Acquired calyceal diverticulum', 'Acquired obstruction of urinary tract', 'Acquired obstructive defect of renal pelvis', 'Acute kidney injury due to circulatory failure', 'Acute urate nephropathy', 'Adhesions of kidney', 'Adhesions of ureter', 'Age related reduction of renal function', 'Amyloid of ureter', 'Anti-diuresis', 'Benign neoplasm of ureter', 'Caliectasis', 'Calyceal fistula', 'Cardiorenal syndrome', 'Decreased ureteral peristalsis', 'Discoloration of kidney', 'Diverticulum of renal calyx', 'Dysplasia of blood vessel of kidney', 'Electrolyte depletion', 'Eosinophilic ureteritis', 'Escape of urine from kidney', 'Escape of urine from ureter', 'Escape of urine from ureter', 'Extravasation of urine', 'Extravasation of urine from ureter', 'False passage of ureter', 'Fibrocystic renal degeneration', 'Finding of appearance of ureter', 'Fistula from renal pelvis', 'Frasier syndrome', 'Hematoma of kidney', 'Hemorrhage from ureter', 'Hemorrhage of kidney', 'Hemorrhage of kidney', 'Impaired renal function disorder', 'Impairment of urinary concentration', 'Increased ureteral peristalsis', 'Intrarenal hematoma', 'Ischemia of kidney', 'Ischemic necrosis of ureter', 'Isosthenuria', 'Kidney crystallization', 'Kidney filling defect', 'Kidney palpable', 'Kidney palpable', 'Malakoplakia', 'Malakoplakia of kidney', 'Nail patella-like renal disease', 'Nephrocutaneous fistula', 'Nephrovisceral fistula', 'O/E - kidney palpated', 'O/E - left kidney palpable', 'O/E - right kidney palpable', 'On examination - kidney palpable', 'On examination - kidney palpable', 'Pararenal urinoma', 'Paraureteric urinoma', 'Perforation of ureter', 'Periureteritis', 'Pyelocutaneous fistula', 'Pyoureter', 'Rectourinary fistula', 'Renal acidemia', 'Renal artery hemorrhage', 'Renal calyceal contraction', 'Renal mass', 'Renal medullary washout', 'Renal pelvic contraction', 'Renal scarring', 'Residual ureterocele', 'Retroperitoneal hematoma', 'Retroperitoneal hemorrhage', 'Salt-losing nephropathy', 'Salt-wasting syndrome of infancy', 'Stenosis of calyceal neck', 'TEMPI syndrome', 'Urate nephropathy', 'Ureter filling defect', 'Ureteric fistula', 'Ureteric fistula to colon', 'Ureteric fistula to rectum', 'Ureteric fistula to skin', 'Ureteric fistula to small intestine', 'Ureteric fistula to urethra', 'Ureteric neuromuscular incoordination', 'Ureteric polyp', 'Ureteritis', 'Ureteritis', 'Ureteritis glandularis', 'Ureterocele', 'Ureterocele - acquired']"
20,"['Abnormal blue sclerae', 'Acquired immune deficiency syndrome-related nephropathy', 'Acute nephropathy', 'Acute renal impairment', 'Acute renal insufficiency', 'Anemia of renal disease', 'Arthritis of right wrist', 'Arthritis of right wrist due to gout', 'Arthrogryposis with renal dysfunction and cholestasis syndrome', 'Atherosclerosis, deafness, diabetes, epilepsy, nephropathy syndrome', 'Azotemia', 'Azotemia due to intrarenal disease', 'Chronic gout of ankle without tophus due to renal impairment', 'Chronic gout of elbow without tophus due to renal impairment', 'Chronic gout of hand without tophus due to renal impairment', 'Chronic gout of hip without tophus due to renal impairment', 'Chronic gout of knee without tophus due to renal impairment', 'Chronic gout of multiple sites without tophus due to renal impairment', 'Chronic gout of shoulder without tophus due to renal impairment', 'Chronic gout of vertebra without tophus due to renal impairment', 'Chronic gout of wrist without tophus due to renal impairment', 'Chronic gout without tophus due to renal impairment', 'Chronic gouty nephropathy', 'Chronic tophaceous gout due to renal impairment', 'Chronic tophaceous gout of ankle due to renal impairment', 'Chronic tophaceous gout of elbow due to renal impairment', 'Chronic tophaceous gout of hand due to renal impairment', 'Chronic tophaceous gout of hip due to renal impairment', 'Chronic tophaceous gout of knee due to renal impairment', 'Chronic tophaceous gout of multiple sites due to renal impairment', 'Chronic tophaceous gout of right wrist due to renal impairment', 'Chronic tophaceous gout of shoulder due to renal impairment', 'Chronic tophaceous gout of vertebra due to renal impairment', 'Chronic tophaceous gout of wrist due to renal impairment', 'Congenital anomaly of sclera', 'Deteriorating renal function', 'Diabetes mellitus associated with genetic syndrome', 'Disorder of kidney and/or ureter', 'Disorder of kidney co-occurrent with human immunodeficiency virus infection', 'Disorder of kidney co-occurrent with human immunodeficiency virus infection', 'Disorder of kidney due to kappa light chain disease', 'Disorder of renal parenchyma', 'Disorder of ureter', 'Escape of urine from kidney', 'Escape of urine from ureter', 'Extravasation of urine', 'Extravasation of urine', 'Extravasation of urine from kidney', 'Extravasation of urine from renal pelvis', 'Extravasation of urine from ureter', 'Fetal cardiomyopathy', 'Fetal hypertrophic cardiomyopathy', 'Fetal hypertrophic cardiomyopathy associated with renal disease', 'Gout of elbow due to renal impairment', 'Gout of hand due to renal impairment', 'Gout of hip due to renal impairment', 'Gout of knee due to renal impairment', 'Gout of multiple sites due to renal impairment', 'Gout of shoulder due to renal impairment', 'Gout of vertebra due to renal impairment', 'Gout of wrist due to renal impairment', 'Hydrocephalus, blue sclera, nephropathy syndrome', 'Hypocalciuria', 'Impaired renal function disorder', 'Inherited disorder of bilirubin metabolism', 'Kidney disease', 'Kidney lesion', 'Neonatal renal disorder', 'Neonatal renal disorder', 'Nephropathy due to acquired urinary tract obstruction', 'Nephropathy following eclampsia', 'Nephropathy following pre-eclampsia', 'Neurogenic arthrogryposis multiplex congenita', 'Newborn renal dysfunction', 'Photomyoclonus, diabetes mellitus, deafness, nephropathy and cerebral dysfunction', 'Renal complication of procedure', 'Renal disorders in inherited disease', 'Renal function impairment with growth failure', 'Renal hypocalciuria', 'Renal impairment', 'Renal insufficiency', 'Renal retinopathy', 'Urate nephropathy', 'Visceral gout']"
21,[]
22,"['Cortical nephrocalcinosis', 'Disorder of kidney and/or ureter caused by Schistosoma haematobium', 'Disorder of kidney due to lambda light chain disease', 'Enamel-renal syndrome', 'Familial hypomagnesemia hypercalciuria nephrocalcinosis with severe ocular involvement', 'Familial hypomagnesemia-hypercalciuria', 'Familial hypomagnesemia-hypercalciuria', 'Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement', 'Genitourinary tract schistosomiasis', 'Macroscopic nephrocalcinosis', 'Medullary nephrocalcinosis', 'Metabolic renal disease', 'Microscopic nephrocalcinosis', 'Myeloma kidney', 'Neonatal nephrocalcinosis', 'Neonatal renal disorder', 'Nephrocalcinosis', 'pT3 ', 'pT3 ', 'pT3b ', 'Renal disorders in systemic disease', 'Renal involvement in malignant disease', 'Renal involvement in scleroderma', 'Schistosoma haematobium infection', 'T3 : Tumor of uterine cervix extends to the pelvic wall and/or involves the lower third of the vagina and/or causes hydronephrosis or nonfunctioning kidney', 'T3b : Tumor of uterine cervix extends to pelvic wall and/or causes hydronephrosis or nonfunctioning kidney', 'Urethral stricture due to infection', 'Urethral stricture due to schistosomiasis', 'Urinary schistosomiasis']"
