,category,condition
4,G35,Multiple sclerosis
5,G36.0,Neuromyelitis optica [Devic]
6,G36.1,Acute and subacute hemorrhagic leukoencephalitis [Hurst]
7,G36.8,Other specified acute disseminated demyelination
8,G36.9,"Acute disseminated demyelination, unspecified"
9,G37.0,Diffuse sclerosis of central nervous system
10,G37.1,Central demyelination of corpus callosum
11,G37.2,Central pontine myelinolysis
12,G37.3,Acute transverse myelitis in demyelinating disease of cnsl
13,G37.4,Subacute necrotizing myelitis of central nervous system
14,G37.5,Concentric sclerosis [Balo] of central nervous system
15,G37.8,Oth demyelinating diseases of central nervous system
16,G37.9,"Demyelinating disease of central nervous system, unspecified"
