,category,condition
0,F10.10,"Alcohol abuse, uncomplicated"
1,F10.11,"Alcohol abuse, in remission"
2,F10.120,"Alcohol abuse with intoxication, uncomplicated"
3,F10.121,Alcohol abuse with intoxication delirium
4,F10.129,"Alcohol abuse with intoxication, unspecified"
5,F10.14,Alcohol abuse with alcoholinduced mood disorder
6,F10.150,Alcohol abuse w alcohinduce psychotic disorder w delusions
7,F10.151,Alcohol abuse w alcohinduce psychotic disorder w hallucin
8,F10.159,"Alcohol abuse with alcoholinduced psychotic disorder, unsp"
9,F10.180,Alcohol abuse with alcoholinduced anxiety disorder
10,F10.181,Alcohol abuse with alcoholinduced sexual dysfunction
11,F10.182,Alcohol abuse with alcoholinduced sleep disorder
12,F10.188,Alcohol abuse with other alcoholinduced disorder
13,F10.19,Alcohol abuse with unspecified alcoholinduced disorder
14,F10.20,"Alcohol dependence, uncomplicated"
15,F10.21,"Alcohol dependence, in remission"
16,F10.220,"Alcohol dependence with intoxication, uncomplicated"
17,F10.221,Alcohol dependence with intoxication delirium
18,F10.229,"Alcohol dependence with intoxication, unspecified"
19,F10.230,"Alcohol dependence with withdrawal, uncomplicated"
20,F10.231,Alcohol dependence with withdrawal delirium
21,F10.232,Alcohol dependence w withdrawal with perceptual disturbance
22,F10.239,"Alcohol dependence with withdrawal, unspecified"
23,F10.24,Alcohol dependence with alcoholinduced mood disorder
24,F10.250,Alcohol depend w alcohinduce psychotic disorder w delusions
25,F10.251,Alcohol depend w alcohinduce psychotic disorder w hallucin
26,F10.259,"Alcohol dependence w alcohinduce psychotic disorder, unsp"
27,F10.26,Alcohol depend w alcohinduce persisting amnestic disorder
28,F10.27,Alcohol dependence with alcoholinduced persisting dementia
29,F10.280,Alcohol dependence with alcoholinduced anxiety disorder
30,F10.281,Alcohol dependence with alcoholinduced sexual dysfunction
31,F10.282,Alcohol dependence with alcoholinduced sleep disorder
32,F10.288,Alcohol dependence with other alcoholinduced disorder
33,F10.29,Alcohol dependence with unspecified alcoholinduced disorder
34,F10.920,"Alcohol use, unspecified with intoxication, uncomplicated"
35,F10.921,"Alcohol use, unspecified with intoxication delirium"
36,F10.929,"Alcohol use, unspecified with intoxication, unspecified"
37,F10.94,"Alcohol use, unspecified with alcoholinduced mood disorder"
38,F10.950,"Alcohol use, unsp w alcohinduce psych disorder w delusions"
39,F10.951,"Alcohol use, unsp w alcohinduce psych disorder w hallucin"
40,F10.959,"Alcohol use, unsp w alcoholinduced psychotic disorder, unsp"
41,F10.96,"Alcohol use, unsp w alcohinduce persist amnestic disorder"
42,F10.97,"Alcohol use, unsp with alcoholinduced persisting dementia"
43,F10.980,"Alcohol use, unsp with alcoholinduced anxiety disorder"
44,F10.981,"Alcohol use, unsp with alcoholinduced sexual dysfunction"
45,F10.982,"Alcohol use, unspecified with alcoholinduced sleep disorder"
46,F10.988,"Alcohol use, unspecified with other alcoholinduced disorder"
47,F10.99,"Alcohol use, unsp with unspecified alcoholinduced disorder"
48,F11.10,"Opioid abuse, uncomplicated"
49,F11.11,"Opioid abuse, in remission"
50,F11.120,"Opioid abuse with intoxication, uncomplicated"
51,F11.121,Opioid abuse with intoxication delirium
52,F11.122,Opioid abuse with intoxication with perceptual disturbance
53,F11.129,"Opioid abuse with intoxication, unspecified"
54,F11.14,Opioid abuse with opioidinduced mood disorder
55,F11.150,Opioid abuse w opioidinduced psychotic disorder w delusions
56,F11.151,Opioid abuse w opioidinduced psychotic disorder w hallucin
57,F11.159,"Opioid abuse with opioidinduced psychotic disorder, unsp"
58,F11.181,Opioid abuse with opioidinduced sexual dysfunction
59,F11.182,Opioid abuse with opioidinduced sleep disorder
60,F11.188,Opioid abuse with other opioidinduced disorder
61,F11.19,Opioid abuse with unspecified opioidinduced disorder
62,F11.20,"Opioid dependence, uncomplicated"
63,F11.21,"Opioid dependence, in remission"
64,F11.220,"Opioid dependence with intoxication, uncomplicated"
65,F11.221,Opioid dependence with intoxication delirium
66,F11.222,Opioid dependence w intoxication with perceptual disturbance
67,F11.229,"Opioid dependence with intoxication, unspecified"
68,F11.23,Opioid dependence with withdrawal
69,F11.24,Opioid dependence with opioidinduced mood disorder
70,F11.250,Opioid depend w opioidinduc psychotic disorder w delusions
71,F11.251,Opioid depend w opioidinduc psychotic disorder w hallucin
72,F11.259,"Opioid dependence w opioidinduced psychotic disorder, unsp"
73,F11.281,Opioid dependence with opioidinduced sexual dysfunction
74,F11.282,Opioid dependence with opioidinduced sleep disorder
75,F11.288,Opioid dependence with other opioidinduced disorder
76,F11.29,Opioid dependence with unspecified opioidinduced disorder
77,F11.90,"Opioid use, unspecified, uncomplicated"
78,F11.920,"Opioid use, unspecified with intoxication, uncomplicated"
79,F11.921,"Opioid use, unspecified with intoxication delirium"
80,F11.922,"Opioid use, unsp w intoxication with perceptual disturbance"
81,F11.929,"Opioid use, unspecified with intoxication, unspecified"
82,F11.93,"Opioid use, unspecified with withdrawal"
83,F11.94,"Opioid use, unspecified with opioidinduced mood disorder"
84,F11.950,"Opioid use, unsp w opioidinduc psych disorder w delusions"
85,F11.951,"Opioid use, unsp w opioidinduc psych disorder w hallucin"
86,F11.959,"Opioid use, unsp w opioidinduced psychotic disorder, unsp"
87,F11.981,"Opioid use, unsp with opioidinduced sexual dysfunction"
88,F11.982,"Opioid use, unspecified with opioidinduced sleep disorder"
89,F11.988,"Opioid use, unspecified with other opioidinduced disorder"
90,F11.99,"Opioid use, unsp with unspecified opioidinduced disorder"
91,F12.10,"Cannabis abuse, uncomplicated"
92,F12.11,"Cannabis abuse, in remission"
93,F12.120,"Cannabis abuse with intoxication, uncomplicated"
94,F12.121,Cannabis abuse with intoxication delirium
95,F12.122,Cannabis abuse with intoxication with perceptual disturbance
96,F12.129,"Cannabis abuse with intoxication, unspecified"
97,F12.150,Cannabis abuse with psychotic disorder with delusions
98,F12.151,Cannabis abuse with psychotic disorder with hallucinations
99,F12.159,"Cannabis abuse with psychotic disorder, unspecified"
100,F12.180,Cannabis abuse with cannabisinduced anxiety disorder
101,F12.188,Cannabis abuse with other cannabisinduced disorder
102,F12.19,Cannabis abuse with unspecified cannabisinduced disorder
103,F12.20,"Cannabis dependence, uncomplicated"
104,F12.21,"Cannabis dependence, in remission"
105,F12.220,"Cannabis dependence with intoxication, uncomplicated"
106,F12.221,Cannabis dependence with intoxication delirium
107,F12.222,Cannabis dependence w intoxication w perceptual disturbance
108,F12.229,"Cannabis dependence with intoxication, unspecified"
109,F12.23,Cannabis dependence with withdrawal
110,F12.250,Cannabis dependence with psychotic disorder with delusions
111,F12.251,Cannabis dependence w psychotic disorder with hallucinations
112,F12.259,"Cannabis dependence with psychotic disorder, unspecified"
113,F12.280,Cannabis dependence with cannabisinduced anxiety disorder
114,F12.288,Cannabis dependence with other cannabisinduced disorder
115,F12.29,Cannabis dependence with unsp cannabisinduced disorder
116,F12.90,"Cannabis use, unspecified, uncomplicated"
117,F12.920,"Cannabis use, unspecified with intoxication, uncomplicated"
118,F12.921,"Cannabis use, unspecified with intoxication delirium"
119,F12.922,"Cannabis use, unsp w intoxication w perceptual disturbance"
120,F12.929,"Cannabis use, unspecified with intoxication, unspecified"
121,F12.93,"Cannabis use, unspecified with withdrawal"
122,F12.950,"Cannabis use, unsp with psychotic disorder with delusions"
123,F12.951,"Cannabis use, unsp w psychotic disorder with hallucinations"
124,F12.959,"Cannabis use, unsp with psychotic disorder, unspecified"
125,F12.980,"Cannabis use, unspecified with anxiety disorder"
126,F12.988,"Cannabis use, unsp with other cannabisinduced disorder"
127,F12.99,"Cannabis use, unsp with unsp cannabisinduced disorder"
128,F13.10,"Sedative, hypnotic or anxiolytic abuse, uncomplicated"
129,F13.11,"Sedative, hypnotic or anxiolytic abuse, in remission"
130,F13.120,"Sedatv/hyp/anxiolytc abuse w intoxication, uncomplicated"
131,F13.121,Sedatv/hyp/anxiolytc abuse w intoxication delirium
