,Synonyms
0,"['Crohn disease of upper gastrointestinal tract', ""Crohn's disease of duodenum"", ""Crohn's disease of ileum"", ""Crohn's disease of jejunum"", ""Crohn's disease of small intestine"", ""Crohn's disease of terminal ileum"", 'Enteritis of small intestine', ""Exacerbation of Crohn's disease of small intestine"", 'Jejunitis', 'Jejunitis', 'Regional enteritis of the jejunum', 'Terminal ileitis']"
1,"[""Complication due to Crohn's disease of small intestine"", ""Rectal hemorrhage due to Crohn's disease"", ""Rectal hemorrhage due to Crohn's disease of small intestine""]"
2,"[""Complication due to Crohn's disease of small intestine"", ""Intestinal obstruction due to Crohn's disease"", ""Intestinal obstruction due to Crohn's disease of small intestine""]"
3,"[""Complication due to Crohn's disease of small intestine"", ""Fistula of small intestine due to Crohn's disease""]"
4,"[""Abscess of intestine co-occurrent and due to Crohn's disease"", ""Abscess of intestine co-occurrent and due to Crohn's disease of small intestine"", ""Complication due to Crohn's disease of small intestine""]"
5,"[""Crohn's disease of small intestine"", ""Crohn's disease of small intestine with stenosis""]"
6,"[""Complication due to Crohn's disease of small intestine""]"
7,"['Anal inflammation', 'Crohn disease of anal canal', ""Crohn's disease of colon"", ""Crohn's disease of large bowel"", ""Crohn's disease of rectum"", ""Exacerbation of Crohn's disease of large intestine"", ""Perianal Crohn's disease""]"
8,"[""Complication due to Crohn's disease of large intestine"", ""Rectal hemorrhage due to Crohn's disease"", ""Rectal hemorrhage due to Crohn's disease of large intestine""]"
9,"[""Complication due to Crohn's disease of large intestine"", ""Crohn's stricture of colon"", ""Intestinal obstruction due to Crohn's disease"", ""Intestinal obstruction due to Crohn's disease of large intestine"", 'Stenosis of colon', 'Stricture of colon']"
10,"[""Complication due to Crohn's disease of large intestine"", ""Fistula of large intestine due to Crohn's disease""]"
11,"[""Abscess of intestine co-occurrent and due to Crohn's disease"", ""Abscess of intestine co-occurrent and due to Crohn's disease of large intestine"", ""Complication due to Crohn's disease of large intestine""]"
12,[]
13,"[""Complication due to Crohn's disease of large intestine""]"
14,"[""Crohn's disease of large bowel"", ""Crohn's disease of small AND large intestines"", ""Crohn's disease of small intestine"", 'Regional ileocolitis']"
15,"[""Complication due to Crohn's disease of large intestine"", ""Complication due to Crohn's disease of small and large intestines"", ""Complication due to Crohn's disease of small intestine"", ""Rectal hemorrhage due to Crohn's disease"", ""Rectal hemorrhage due to Crohn's disease of large intestine"", ""Rectal hemorrhage due to Crohn's disease of small and large intestines"", ""Rectal hemorrhage due to Crohn's disease of small intestine""]"
16,"[""Complication due to Crohn's disease of large intestine"", ""Complication due to Crohn's disease of small and large intestines"", ""Complication due to Crohn's disease of small intestine"", ""Intestinal obstruction due to Crohn's disease"", ""Intestinal obstruction due to Crohn's disease of large intestine"", ""Intestinal obstruction due to Crohn's disease of small and large intestine"", ""Intestinal obstruction due to Crohn's disease of small intestine""]"
17,"[""Complication due to Crohn's disease of large intestine"", ""Complication due to Crohn's disease of small and large intestines"", ""Complication due to Crohn's disease of small intestine"", ""Fistula of intestine due to Crohn's disease of small and large intestine""]"
18,"[""Abscess of intestine co-occurrent and due to Crohn's disease"", ""Abscess of intestine co-occurrent and due to Crohn's disease of large intestine"", ""Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine"", ""Abscess of intestine co-occurrent and due to Crohn's disease of small intestine"", ""Complication due to Crohn's disease of large intestine"", ""Complication due to Crohn's disease of small and large intestines"", ""Complication due to Crohn's disease of small intestine""]"
19,[]
20,"[""Complication due to Crohn's disease of large intestine"", ""Complication due to Crohn's disease of small and large intestines"", ""Complication due to Crohn's disease of small intestine""]"
21,"['Crohn disease of upper gastrointestinal tract', ""Crohn's disease"", ""Crohn's disease in remission"", ""Crohn's disease of gastrointestinal anastomosis"", ""Crohn's disease of intestine"", ""Crohn's disease of skin"", ""Crohn's disease of vulva"", ""Gastrointestinal Crohn's disease"", ""Iritis with Crohn's disease""]"
22,"[""Rectal hemorrhage due to Crohn's disease""]"
23,"[""Intestinal obstruction due to Crohn's disease""]"
24,"['Perianal fistula', ""Perianal fistula due to Crohn's disease""]"
25,"[""Abscess of intestine co-occurrent and due to Crohn's disease""]"
26,"[""Arthritis co-occurrent and due to Crohn's disease"", ""Arthropathy in Crohn's disease"", ""Arthropathy in Crohn's disease"", 'Crohn disease of upper gastrointestinal tract', ""Crohn's disease of esophagus"", ""Crohn's disease of gingivae"", ""Crohn's disease of oral soft tissues"", ""Crohn's disease of oral soft tissues"", ""Crohn's disease of penis"", ""Crohn's disease of scrotum"", ""Crohn's disease of skin"", ""Crohn's disease of skin"", ""Crohn's disease of skin"", 'Dermatitis of male genitalia', 'Dermatitis of male genitalia', 'Inflammation of scrotum', 'Juvenile arthritis in Crohn disease', 'Juvenile arthritis of inflammatory bowel disease', ""Metastatic Crohn's disease of skin""]"
27,"[""Complication due to Crohn's disease"", ""Extraintestinal Crohn's""]"
28,"['Chronic inflammatory small bowel disease', 'Chronic ulcerative colitis', 'Chronic ulcerative colitis', 'Chronic ulcerative enterocolitis', 'Chronic ulcerative ileocolitis', 'Chronic ulcerative pancolitis', 'Ileal ulcer', 'Ulcerative enterocolitis', 'Ulcerative pancolitis']"
29,"['Rectal hemorrhage due to chronic ulcerative pancolitis', 'Rectal hemorrhage due to ulcerative colitis']"
30,"['Intestinal obstruction due to chronic ulcerative pancolitis', 'Intestinal obstruction due to ulcerative colitis']"
31,"['Fistula of intestine due to chronic ulcerative pancolitis', 'Fistula of intestine due to ulcerative colitis']"
32,"['Abscess of intestine co-occurrent and due to chronic ulcerative pancolitis', 'Abscess of intestine co-occurrent and due to ulcerative colitis', 'Chronic ulcerative colitis', 'Chronic ulcerative pancolitis', 'Ulcerative pancolitis']"
33,[]
34,"['Complication due to chronic ulcerative pancolitis', 'Complication due to ulcerative colitis']"
35,"['Chronic proctocolitis', 'Chronic proctocolitis, confluent', 'Chronic proctocolitis, patchy', 'Chronic ulcerative proctitis', 'Nonspecific ulcerative proctitis', 'Proctocolitis', 'Proctocolitis', 'Ulcerative proctocolitis']"
36,['Rectal hemorrhage due to chronic ulcerative proctitis']
37,['Intestinal obstruction due to chronic ulcerative proctitis']
38,['Fistula of intestine due to chronic ulcerative proctitis']
39,"['Abscess of intestine co-occurrent and due to chronic ulcerative proctitis', 'Chronic ulcerative proctitis']"
40,[]
41,['Complication due to chronic ulcerative proctitis']
42,"['Chronic proctocolitis', 'Chronic ulcerative colitis', 'Chronic ulcerative proctitis', 'Chronic ulcerative rectosigmoiditis', 'Proctocolitis', 'Proctocolitis', 'Proctosigmoiditis', 'Sigmoid colon ulcer', 'Sigmoiditis']"
43,"['Rectal hemorrhage due to chronic ulcerative proctitis', 'Rectal hemorrhage due to chronic ulcerative rectosigmoiditis', 'Rectal hemorrhage due to ulcerative colitis']"
44,"['Intestinal obstruction due to chronic ulcerative proctitis', 'Intestinal obstruction due to chronic ulcerative rectosigmoiditis', 'Intestinal obstruction due to ulcerative colitis']"
45,"['Fistula of intestine due to chronic ulcerative proctitis', 'Fistula of intestine due to ulcerative colitis', 'Fistula of large intestine due to chronic ulcerative rectosigmoiditis']"
46,"['Abscess of intestine co-occurrent and due to chronic ulcerative proctitis', 'Abscess of intestine co-occurrent and due to chronic ulcerative rectosigmoiditis', 'Abscess of intestine co-occurrent and due to ulcerative colitis', 'Chronic proctocolitis', 'Chronic ulcerative colitis', 'Chronic ulcerative proctitis', 'Chronic ulcerative rectosigmoiditis', 'Proctocolitis', 'Proctosigmoiditis', 'Sigmoid colon ulcer', 'Sigmoiditis']"
47,[]
48,"['Complication due to chronic ulcerative proctitis', 'Complication due to chronic ulcerative rectosigmoiditis', 'Complication due to ulcerative colitis']"
49,"['Inflammatory fibroid polyp of large intestine', 'Inflammatory fibroid polyposis of intestine', 'Inflammatory polyposis of intestine', 'Inflammatory polyps co-occurrent and due to inflammatory bowel disease', 'Inflammatory pseudotumor of colon']"
50,['Rectal hemorrhage due to inflammatory polyps of colon']
51,['Intestinal obstruction due to colonic inflammatory polyps']
52,['Fistula of intestine due to inflammatory polyps of colon']
53,"['Abscess of intestine co-occurrent and due to colonic inflammatory polyps', 'Inflammatory polyposis of intestine', 'Pseudopolyposis of colon']"
54,[]
55,['Complication due to colonic inflammatory polyps']
56,"['Chronic left-sided ulcerative colitis', 'Left sided ulcerative colitis']"
57,[]
58,[]
59,[]
60,[]
61,[]
62,[]
63,"['Chronic ulcerative colitis', 'Idiopathic diffuse ulcerative nongranulomatous enteritis', 'Jejunitis', 'Proctocolitis', 'Severe chronic ulcerative colitis', 'Ulcerative ileocolitis', 'Ulcerative jejunitis']"
64,[]
65,[]
66,[]
67,[]
68,"['Toxic megacolon', 'Toxic megacolon due to ulcerative colitis']"
69,[]
70,"['Acute ulcerative colitis', 'Chronic ulcerative colitis', 'Eosinophilic colitis', 'Eosinophilic ulcerative colitis', 'Exacerbation of ulcerative colitis', 'Iritis with ulcerative colitis', 'Mild chronic ulcerative colitis', 'Moderate chronic ulcerative colitis', 'Ulcerative colitis', 'Ulcerative colitis in remission']"
71,['Rectal hemorrhage due to ulcerative colitis']
72,['Intestinal obstruction due to ulcerative colitis']
73,['Fistula of intestine due to ulcerative colitis']
74,['Abscess of intestine co-occurrent and due to ulcerative colitis']
75,"['Arthropathy in ulcerative colitis', 'Juvenile arthritis in ulcerative colitis', 'Juvenile arthritis of inflammatory bowel disease', 'Secondary autoimmune hemolytic anemia', 'Secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis']"
76,['Complication due to ulcerative colitis']
77,"['Acute radiation colitis', 'Acute radiation enteritis', 'Chronic radiation colitis', 'Chronic radiation enteropathy', 'Colitis due to radiation', 'Enteritis due to radiation', 'Enteritis of small intestine caused by radiation', 'Radiation enterocolitis', 'Radiation gastritis', 'Radiation gastroenteritis']"
78,"['Antibiotic enterocolitis', 'Antibiotic-associated diarrhea', 'Chemical colitis', 'Diarrhea due to alcohol intake', 'Diarrhea due to drug', 'Diarrhea due to drug', 'Diarrhea due to drug', 'Diarrhea due to ingestion of unabsorbable substances', 'Diarrhea due to laxative abuse', 'Diarrheic shellfish poisoning', 'Drug-induced colitis', 'Drug-induced enteritis', 'Drug-induced malabsorption', 'Gastroenteritis caused by drug', 'Non-infective diarrhea', 'Non-infective diarrhea', 'Non-steroidal anti-inflammatory drug-induced colitis', 'Non-steroidal anti-inflammatory drug-induced enteropathy', 'Osmotic diarrhea', 'Soap colitis', 'Toxic effect from eating shellfish', 'Toxic enteritis of small intestine caused by drug', 'Toxic enteritis of small intestine caused by substance', 'Toxic enteritis of small intestine caused by substance', 'Toxic gastroenteritis']"
79,"['Dietetic enterocolitis', 'Dietetic jejunitis', 'Food protein-induced colitis in infant', 'Food protein-induced proctitis in infant', 'Food-protein induced enterocolitis syndrome', 'Jejunitis', 'Toxic enteritis of small intestine caused by substance']"
80,['Milk protein enteropathy']
81,"['Allergic colitis', 'Allergic diarrhea', 'Allergic enteritis', 'Allergic enteritis of small intestine', 'Allergic enterocolitis', 'Allergic gastritis', 'Allergic gastritis', 'Allergic gastroenteritis', 'Allergic gastroenteritis and colitis', 'Allergic ileitis', 'Allergic jejunitis', 'Allergic sigmoiditis', 'Dietetic colitis', 'Dietetic diarrhea', 'Dietetic enteritis', 'Dietetic enteritis of small intestine', 'Dietetic gastroenteritis', 'Dietetic ileitis', 'Dietetic sigmoiditis', 'Gastrointestinal allergy to food', 'Gastrointestinal disorder due to food allergy', 'Gastrointestinal hypersensitivity caused by food', 'Hypersensitivity gastroenteritis', 'IgE mediated allergic enteritis of small intestine', 'Jejunitis', 'Noninfectious colitis', 'Noninfectious colitis', 'Noninfectious colitis', 'Noninfectious gastroenteritis', 'Noninfectious gastroenteritis', 'Noninfectious ileitis', 'Noninfectious ileitis', 'Noninfectious jejunitis', 'Noninfectious sigmoiditis', 'Noninfectious sigmoiditis', 'Non-infective diarrhea', 'Non-infective diarrhea', 'Raw-milk associated diarrhea', 'Sigmoiditis', 'Sigmoiditis', 'Toxic enteritis of small intestine caused by substance']"
82,['Indeterminate colitis']
83,"['Eosinophilic enteritis', 'Eosinophilic gastritis', 'Eosinophilic gastroenteritis', 'Eosinophilic gastroenteropathy with collagen vascular disease', 'Eosinophilic gastroenteropathy with food sensitivity', 'Eosinophilic gastroenteropathy with predominant mucosal disease', 'Eosinophilic gastroenteropathy with predominant muscle layer disease', 'Eosinophilic gastroenteropathy with predominant subserosal disease', 'Gastric hemorrhage due to eosinophilic gastritis', 'Noninfectious gastroenteritis', 'Ulcer of stomach due to eosinophilic gastritis']"
84,"['Allergic proctocolitis caused by food protein', 'Eosinophilic colitis', 'Eosinophilic colitis', 'Eosinophilic ulcerative colitis', 'Proctocolitis']"
85,['Collagenous colitis']
86,"['Lymphocytic-plasmacytic colitis', 'Lymphocytic-plasmacytic enteritis']"
87,[]
88,['Microscopic colitis']
