,Synonyms
0,"['Acute renal cortical necrosis', 'Acute renal cortical necrosis', 'Acute renal cortical necrosis', 'Acute renal failure due to acute cortical necrosis', 'Acute renal failure due to tubular necrosis', 'Acute tubular necrosis', 'Acute tubular necrosis', 'Acute tubular necrosis', 'Graft failure due to acute tubular necrosis', 'Hemoglobinuric nephrosis', 'Hypoxic nephrosis', 'Postoperative acute tubular necrosis', 'Post-traumatic acute tubular necrosis']"
1,"['Acute renal cortical necrosis', 'Acute renal failure due to acute cortical necrosis', 'Renal cortical necrosis']"
2,"['Acute papillary necrosis', 'Acute pyelitis', 'Acute pyelitis with renal medullary necrosis', 'Acute pyelonephritis with medullary necrosis', 'Acute pyonephrosis', 'Acute pyonephrosis with renal medullary necrosis', 'Acute renal papillary necrosis with renal failure', 'Calcific papillary necrosis', 'Chronic pyelonephritis', 'Chronic pyelonephritis with medullary necrosis', 'Papillary necrosis', 'Papillary necrosis', 'Papillary necrosis', 'Papillary necrosis', 'Pyelitis', 'Pyonephrosis', 'Renal papillary necrosis caused by analgesic drug', 'Renal papillary necrosis due to diabetes mellitus', 'Renal papillary necrosis due to sickle cell disease']"
3,"['Acute renal failure due to ischemia', 'Ischemic nephropathy', 'Post-renal renal failure']"
4,"['Acute drug-induced renal failure', 'Acute injury of kidney', 'Acute kidney failure stage 1', 'Acute kidney failure stage 2', 'Acute kidney failure stage 3', 'Acute kidney injury due to hypovolemia', 'Acute kidney injury due to sepsis', 'Acute nontraumatic kidney injury', 'Acute renal failure caused by contrast agent', 'Acute renal failure due to ACE inhibitor', 'Acute renal failure due to obstruction', 'Acute renal failure on dialysis', 'Acute renal failure syndrome', 'Acute renal failure with oliguria', 'Acute-on-chronic renal failure', 'Chronic renal failure', 'Ischemia of kidney', 'Nephrotoxic acute renal failure', 'Prerenal renal failure', 'Prerenal renal failure', 'Transient acute renal failure']"
5,"['Benign hypertensive heart disease', 'Benign hypertensive heart disease and chronic renal disease', 'Benign hypertensive heart disease and chronic renal disease stage 1', 'Chronic kidney disease due to benign hypertension', 'Chronic kidney disease due to type 1 diabetes mellitus', 'Chronic kidney disease stage 1', 'Chronic kidney disease stage 1', 'Chronic kidney disease stage 1', 'Chronic kidney disease stage 1', 'Chronic kidney disease stage 1', 'Chronic kidney disease stage 1 due to benign hypertension', 'Chronic kidney disease stage 1 due to hypertension', 'Chronic kidney disease stage 1 due to type 1 diabetes mellitus', 'Chronic kidney disease stage 1 due to type 2 diabetes mellitus', 'Hypertensive heart and chronic kidney disease', 'Hypertensive heart AND chronic kidney disease stage 1', 'Malignant hypertensive chronic kidney disease', 'Malignant hypertensive chronic kidney disease stage 1']"
6,"['Benign hypertensive heart disease', 'Benign hypertensive heart disease and chronic renal disease', 'Benign hypertensive heart disease and chronic renal disease stage 2', 'Chronic kidney disease due to benign hypertension', 'Chronic kidney disease due to type 1 diabetes mellitus', 'Chronic kidney disease stage 2', 'Chronic kidney disease stage 2', 'Chronic kidney disease stage 2', 'Chronic kidney disease stage 2', 'Chronic kidney disease stage 2', 'Chronic kidney disease stage 2', 'Chronic kidney disease stage 2 due to benign hypertension', 'Chronic kidney disease stage 2 due to hypertension', 'Chronic kidney disease stage 2 due to type 1 diabetes mellitus', 'Chronic kidney disease stage 2 due to type 2 diabetes mellitus', 'Chronic kidney disease stage 2 due to type 2 diabetes mellitus', 'Hypertension in chronic kidney disease due to type 2 diabetes mellitus', 'Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus', 'Hypertensive heart and chronic kidney disease', 'Hypertensive heart AND chronic kidney disease stage 2', 'Malignant hypertensive chronic kidney disease', 'Malignant hypertensive chronic kidney disease stage 2']"
7,"['Anemia co-occurrent and due to chronic kidney disease stage 3', 'Anemia in chronic kidney disease', 'Anemia of chronic disease', 'Anemia of renal disease', 'Benign hypertensive heart disease', 'Benign hypertensive heart disease and chronic renal disease', 'Benign hypertensive heart disease and chronic renal disease stage 3', 'Chronic kidney disease due to benign hypertension', 'Chronic kidney disease due to type 1 diabetes mellitus', 'Chronic kidney disease stage 3', 'Chronic kidney disease stage 3 due to benign hypertension', 'Chronic kidney disease stage 3 due to hypertension', 'Chronic kidney disease stage 3 due to type 1 diabetes mellitus', 'Chronic kidney disease stage 3 due to type 2 diabetes mellitus', 'Chronic kidney disease stage 3 due to type 2 diabetes mellitus', 'Chronic kidney disease stage 3A', 'Chronic kidney disease stage 3B', 'Hypertension in chronic kidney disease due to type 2 diabetes mellitus', 'Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus', 'Hypertensive heart and chronic kidney disease', 'Hypertensive heart AND chronic kidney disease stage 3', 'Malignant hypertensive chronic kidney disease', 'Malignant hypertensive chronic kidney disease stage 3', 'Malignant hypertensive heart disease', 'Malignant hypertensive heart disease and chronic renal disease stage 3']"
8,"['Anemia in chronic kidney disease stage 4', 'Benign hypertensive heart disease', 'Benign hypertensive heart disease and chronic renal disease', 'Benign hypertensive heart disease and chronic renal disease stage 4', 'Chronic kidney disease due to benign hypertension', 'Chronic kidney disease due to type 1 diabetes mellitus', 'Chronic kidney disease stage 4', 'Chronic kidney disease stage 4', 'Chronic kidney disease stage 4', 'Chronic kidney disease stage 4', 'Chronic kidney disease stage 4', 'Chronic kidney disease stage 4', 'Chronic kidney disease stage 4', 'Chronic kidney disease stage 4 due to benign hypertension', 'Chronic kidney disease stage 4 due to hypertension', 'Chronic kidney disease stage 4 due to type 1 diabetes mellitus', 'Chronic kidney disease stage 4 due to type 2 diabetes mellitus', 'Chronic kidney disease stage 4 due to type 2 diabetes mellitus', 'Hypertension in chronic kidney disease due to type 2 diabetes mellitus', 'Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus', 'Hypertensive heart and chronic kidney disease', 'Hypertensive heart AND chronic kidney disease stage 4', 'Malignant hypertensive chronic kidney disease', 'Malignant hypertensive chronic kidney disease stage 4', 'Malignant hypertensive heart disease', 'Malignant hypertensive heart disease and chronic renal disease stage 4']"
9,"['Anemia in chronic kidney disease stage 5', 'Benign hypertensive heart disease', 'Benign hypertensive heart disease and chronic renal disease', 'Benign hypertensive heart disease and chronic renal disease stage 5', 'Chronic kidney disease due to benign hypertension', 'Chronic kidney disease due to type 1 diabetes mellitus', 'Chronic kidney disease stage 5', 'Chronic kidney disease stage 5 due to benign hypertension', 'Chronic kidney disease stage 5 due to hypertension', 'Chronic kidney disease stage 5 due to type 1 diabetes mellitus', 'Chronic kidney disease stage 5 due to type 2 diabetes mellitus', 'Chronic kidney disease stage 5 due to type 2 diabetes mellitus', 'Chronic kidney disease stage 5 on dialysis', 'Chronic kidney disease stage 5 with transplant', 'Hypertension in chronic kidney disease due to type 2 diabetes mellitus', 'Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus', 'Hypertensive heart and chronic kidney disease', 'Hypertensive heart AND chronic kidney disease stage 5', 'Malignant hypertensive chronic kidney disease', 'Malignant hypertensive chronic kidney disease stage 5']"
