,category,condition
0,S10.0XXA,"Contusion of throat, initial encounter"
1,S10.0XXD,"Contusion of throat, subsequent encounter"
2,S10.0XXS,"Contusion of throat, sequela"
3,S10.10XA,"Unspecified superficial injuries of throat, init encntr"
4,S10.10XD,"Unspecified superficial injuries of throat, subs encntr"
5,S10.10XS,"Unspecified superficial injuries of throat, sequela"
6,S10.11XA,"Abrasion of throat, initial encounter"
7,S10.11XD,"Abrasion of throat, subsequent encounter"
8,S10.11XS,"Abrasion of throat, sequela"
9,S10.12XA,"Blister (nonthermal) of throat, initial encounter"
10,S10.12XD,"Blister (nonthermal) of throat, subsequent encounter"
11,S10.12XS,"Blister (nonthermal) of throat, sequela"
12,S10.14XA,"External constriction of part of throat, initial encounter"
13,S10.14XD,"External constriction of part of throat, subs encntr"
14,S10.14XS,"External constriction of part of throat, sequela"
15,S10.15XA,"Superficial foreign body of throat, initial encounter"
16,S10.15XD,"Superficial foreign body of throat, subsequent encounter"
17,S10.15XS,"Superficial foreign body of throat, sequela"
18,S10.16XA,"Insect bite (nonvenomous) of throat, initial encounter"
19,S10.16XD,"Insect bite (nonvenomous) of throat, subsequent encounter"
20,S10.16XS,"Insect bite (nonvenomous) of throat, sequela"
21,S10.17XA,"Other superficial bite of throat, initial encounter"
22,S10.17XD,"Other superficial bite of throat, subsequent encounter"
23,S10.17XS,"Other superficial bite of throat, sequela"
24,S10.80XA,"Unsp superficial injury of oth part of neck, init encntr"
25,S10.80XD,"Unsp superficial injury of oth part of neck, subs encntr"
26,S10.80XS,"Unspecified superficial injury of oth part of neck, sequela"
27,S10.81XA,"Abrasion of other specified part of neck, initial encounter"
28,S10.81XD,"Abrasion of other specified part of neck, subs encntr"
29,S10.81XS,"Abrasion of other specified part of neck, sequela"
30,S10.82XA,"Blister (nonthermal) of oth part of neck, init encntr"
31,S10.82XD,"Blister (nonthermal) of oth part of neck, subs encntr"
32,S10.82XS,"Blister (nonthermal) of oth part of neck, sequela"
33,S10.83XA,"Contusion of other specified part of neck, initial encounter"
34,S10.83XD,"Contusion of other specified part of neck, subs encntr"
35,S10.83XS,"Contusion of other specified part of neck, sequela"
36,S10.84XA,"External constriction of oth part of neck, init encntr"
37,S10.84XD,"External constriction of oth part of neck, subs encntr"
38,S10.84XS,"External constriction of oth part of neck, sequela"
39,S10.85XA,"Superficial foreign body of oth part of neck, init encntr"
40,S10.85XD,"Superficial foreign body of oth part of neck, subs encntr"
41,S10.85XS,"Superficial foreign body of oth part of neck, sequela"
42,S10.86XA,"Insect bite of other specified part of neck, init encntr"
43,S10.86XD,"Insect bite of other specified part of neck, subs encntr"
44,S10.86XS,"Insect bite of other specified part of neck, sequela"
45,S10.87XA,"Other superficial bite of oth part of neck, init encntr"
46,S10.87XD,"Other superficial bite of oth part of neck, subs encntr"
47,S10.87XS,"Other superficial bite of oth part of neck, sequela"
48,S10.90XA,"Unsp superficial injury of unsp part of neck, init encntr"
49,S10.90XD,"Unsp superficial injury of unsp part of neck, subs encntr"
50,S10.90XS,"Unsp superficial injury of unspecified part of neck, sequela"
51,S10.91XA,"Abrasion of unspecified part of neck, initial encounter"
52,S10.91XD,"Abrasion of unspecified part of neck, subsequent encounter"
53,S10.91XS,"Abrasion of unspecified part of neck, sequela"
54,S10.92XA,"Blister (nonthermal) of unsp part of neck, init encntr"
55,S10.92XD,"Blister (nonthermal) of unsp part of neck, subs encntr"
56,S10.92XS,"Blister (nonthermal) of unspecified part of neck, sequela"
57,S10.93XA,"Contusion of unspecified part of neck, initial encounter"
58,S10.93XD,"Contusion of unspecified part of neck, subsequent encounter"
59,S10.93XS,"Contusion of unspecified part of neck, sequela"
60,S10.94XA,"External constriction of unsp part of neck, init encntr"
61,S10.94XD,"External constriction of unsp part of neck, subs encntr"
62,S10.94XS,"External constriction of unspecified part of neck, sequela"
63,S10.95XA,"Superficial foreign body of unsp part of neck, init encntr"
64,S10.95XD,"Superficial foreign body of unsp part of neck, subs encntr"
65,S10.95XS,"Superficial foreign body of unsp part of neck, sequela"
66,S10.96XA,"Insect bite of unspecified part of neck, initial encounter"
67,S10.96XD,"Insect bite of unspecified part of neck, subs encntr"
68,S10.96XS,"Insect bite of unspecified part of neck, sequela"
69,S10.97XA,"Other superficial bite of unsp part of neck, init encntr"
70,S10.97XD,"Other superficial bite of unsp part of neck, subs encntr"
71,S10.97XS,"Other superficial bite of unspecified part of neck, sequela"
72,S11.011A,"Laceration without foreign body of larynx, initial encounter"
73,S11.011D,"Laceration without foreign body of larynx, subs encntr"
74,S11.011S,"Laceration without foreign body of larynx, sequela"
75,S11.012A,"Laceration with foreign body of larynx, initial encounter"
76,S11.012D,"Laceration with foreign body of larynx, subsequent encounter"
77,S11.012S,"Laceration with foreign body of larynx, sequela"
78,S11.013A,"Puncture wound without foreign body of larynx, init encntr"
79,S11.013D,"Puncture wound without foreign body of larynx, subs encntr"
80,S11.013S,"Puncture wound without foreign body of larynx, sequela"
81,S11.014A,"Puncture wound with foreign body of larynx, init encntr"
82,S11.014D,"Puncture wound with foreign body of larynx, subs encntr"
83,S11.014S,"Puncture wound with foreign body of larynx, sequela"
84,S11.015A,"Open bite of larynx, initial encounter"
85,S11.015D,"Open bite of larynx, subsequent encounter"
86,S11.015S,"Open bite of larynx, sequela"
87,S11.019A,"Unspecified open wound of larynx, initial encounter"
88,S11.019D,"Unspecified open wound of larynx, subsequent encounter"
89,S11.019S,"Unspecified open wound of larynx, sequela"
90,S11.021A,"Laceration without foreign body of trachea, init encntr"
91,S11.021D,"Laceration without foreign body of trachea, subs encntr"
92,S11.021S,"Laceration without foreign body of trachea, sequela"
93,S11.022A,"Laceration with foreign body of trachea, initial encounter"
94,S11.022D,"Laceration with foreign body of trachea, subs encntr"
95,S11.022S,"Laceration with foreign body of trachea, sequela"
96,S11.023A,"Puncture wound without foreign body of trachea, init encntr"
97,S11.023D,"Puncture wound without foreign body of trachea, subs encntr"
98,S11.023S,"Puncture wound without foreign body of trachea, sequela"
99,S11.024A,"Puncture wound with foreign body of trachea, init encntr"
100,S11.024D,"Puncture wound with foreign body of trachea, subs encntr"
101,S11.024S,"Puncture wound with foreign body of trachea, sequela"
102,S11.025A,"Open bite of trachea, initial encounter"
103,S11.025D,"Open bite of trachea, subsequent encounter"
104,S11.025S,"Open bite of trachea, sequela"
105,S11.029A,"Unspecified open wound of trachea, initial encounter"
106,S11.029D,"Unspecified open wound of trachea, subsequent encounter"
107,S11.029S,"Unspecified open wound of trachea, sequela"
108,S11.031A,"Laceration without foreign body of vocal cord, init encntr"
109,S11.031D,"Laceration without foreign body of vocal cord, subs encntr"
110,S11.031S,"Laceration without foreign body of vocal cord, sequela"
111,S11.032A,"Laceration with foreign body of vocal cord, init encntr"
112,S11.032D,"Laceration with foreign body of vocal cord, subs encntr"
113,S11.032S,"Laceration with foreign body of vocal cord, sequela"
114,S11.033A,"Puncture wound w/o foreign body of vocal cord, init encntr"
115,S11.033D,"Puncture wound w/o foreign body of vocal cord, subs encntr"
116,S11.033S,"Puncture wound without foreign body of vocal cord, sequela"
117,S11.034A,"Puncture wound with foreign body of vocal cord, init encntr"
118,S11.034D,"Puncture wound with foreign body of vocal cord, subs encntr"
119,S11.034S,"Puncture wound with foreign body of vocal cord, sequela"
120,S11.035A,"Open bite of vocal cord, initial encounter"
121,S11.035D,"Open bite of vocal cord, subsequent encounter"
122,S11.035S,"Open bite of vocal cord, sequela"
123,S11.039A,"Unspecified open wound of vocal cord, initial encounter"
124,S11.039D,"Unspecified open wound of vocal cord, subsequent encounter"
125,S11.039S,"Unspecified open wound of vocal cord, sequela"
126,S11.10XA,"Unspecified open wound of thyroid gland, initial encounter"
127,S11.10XD,"Unspecified open wound of thyroid gland, subs encntr"
