,Synonyms
0,"['Acute effect of ultraviolet radiation on normal skin', 'Acute effect of ultraviolet radiation on normal skin', 'Solar erythema', 'Sunburn of first degree']"
1,"['Acute effect of ultraviolet radiation on normal skin', 'Sunburn of second degree']"
2,"['Acute effect of ultraviolet radiation on normal skin', 'Sunburn of third degree']"
3,[]
4,"['Acute phototoxic reaction', 'Acute phototoxic reaction', 'Drug-induced photosensitivity', 'Phototoxic drug eruption', 'Phototoxic reaction to tar or derivative', 'Phototoxic reaction to topical chemical', 'Phototoxic reaction to topical chemical', 'Phototoxic reaction to topically applied medicament', 'Phototoxicity']"
5,"['Drug-induced persistent light reaction', 'Drug-induced photosensitivity', 'Photoallergic dermatitis', 'Photoallergic drug eruption']"
6,"['Acute photoallergic dermatitis', 'Acute phototoxic dermatitis', 'Acute phototoxic dermatitis', 'Acute phototoxic reaction', 'Acute phototoxic reaction', 'Acute phytophotodermatitis', 'Berloque dermatitis', 'Chronic phototoxic dermatitis', 'Chronic phytophotodermatitis', 'Contact dermatitis due to solar radiation', 'Contact dermatitis due to ultraviolet rays ', 'Delayed photoallergic dermatitis', 'Meadow grass dermatitis', 'Photoallergic dermatitis', 'Photodermatitis due to sun', 'Photosensitive atopic dermatitis', 'Photosensitization due to sun', 'Phototoxic dermatitis', 'Phototoxic reaction to topical chemical', 'Phytophotodermatitis', 'Porphyria-induced phototoxic burn', 'Strimmer dermatitis']"
7,"['Drug-induced solar urticaria', 'Solar urticaria', 'Solar urticaria']"
8,"['Acne estivalis', 'Hydroa estivale', 'Hydroa vacciniforme', 'Juvenile spring eruption', 'Light - exacerbated acne', 'Polymorphous light eruption', 'Polymorphous light eruption, diffuse erythematous type', 'Polymorphous light eruption, eczematous type', 'Polymorphous light eruption, papular type', 'Polymorphous light eruption, papulovesicular type', 'Polymorphous light eruption, plaque type', 'Pruritus estivalis']"
9,"['Disseminated superficial actinic porokeratosis', 'Porokeratosis']"
