,category,condition
0,M05.00,"Felty's syndrome, unspecified site"
1,M05.011,"Felty's syndrome, right shoulder"
2,M05.012,"Felty's syndrome, left shoulder"
3,M05.019,"Felty's syndrome, unspecified shoulder"
4,M05.021,"Felty's syndrome, right elbow"
5,M05.022,"Felty's syndrome, left elbow"
6,M05.029,"Felty's syndrome, unspecified elbow"
7,M05.031,"Felty's syndrome, right wrist"
8,M05.032,"Felty's syndrome, left wrist"
9,M05.039,"Felty's syndrome, unspecified wrist"
10,M05.041,"Felty's syndrome, right hand"
11,M05.042,"Felty's syndrome, left hand"
12,M05.049,"Felty's syndrome, unspecified hand"
13,M05.051,"Felty's syndrome, right hip"
14,M05.052,"Felty's syndrome, left hip"
15,M05.059,"Felty's syndrome, unspecified hip"
16,M05.061,"Felty's syndrome, right knee"
17,M05.062,"Felty's syndrome, left knee"
18,M05.069,"Felty's syndrome, unspecified knee"
19,M05.071,"Felty's syndrome, right ankle and foot"
20,M05.072,"Felty's syndrome, left ankle and foot"
21,M05.079,"Felty's syndrome, unspecified ankle and foot"
22,M05.09,"Felty's syndrome, multiple sites"
23,M05.10,Rheumatoid lung disease w rheumatoid arthritis of unsp site
24,M05.111,Rheumatoid lung disease w rheumatoid arthritis of r shoulder
25,M05.112,Rheumatoid lung disease w rheumatoid arthritis of l shoulder
26,M05.119,Rheu lung disease w rheumatoid arthritis of unsp shoulder
27,M05.121,Rheumatoid lung disease w rheumatoid arthritis of r elbow
28,M05.122,Rheumatoid lung disease w rheumatoid arthritis of left elbow
29,M05.129,Rheumatoid lung disease w rheumatoid arthritis of unsp elbow
30,M05.131,Rheumatoid lung disease w rheumatoid arthritis of r wrist
31,M05.132,Rheumatoid lung disease w rheumatoid arthritis of left wrist
32,M05.139,Rheumatoid lung disease w rheumatoid arthritis of unsp wrist
33,M05.141,Rheumatoid lung disease w rheumatoid arthritis of right hand
34,M05.142,Rheumatoid lung disease w rheumatoid arthritis of left hand
35,M05.149,Rheumatoid lung disease w rheumatoid arthritis of unsp hand
36,M05.151,Rheumatoid lung disease w rheumatoid arthritis of right hip
37,M05.152,Rheumatoid lung disease w rheumatoid arthritis of left hip
38,M05.159,Rheumatoid lung disease w rheumatoid arthritis of unsp hip
39,M05.161,Rheumatoid lung disease w rheumatoid arthritis of right knee
40,M05.162,Rheumatoid lung disease w rheumatoid arthritis of left knee
41,M05.169,Rheumatoid lung disease w rheumatoid arthritis of unsp knee
42,M05.171,Rheu lung disease w rheumatoid arthritis of right ank/ft
43,M05.172,Rheu lung disease w rheumatoid arthritis of left ank/ft
44,M05.179,Rheu lung disease w rheumatoid arthritis of unsp ank/ft
45,M05.19,Rheumatoid lung disease w rheumatoid arthritis mult site
46,M05.20,Rheumatoid vasculitis with rheumatoid arthritis of unsp site
47,M05.211,Rheumatoid vasculitis w rheumatoid arthritis of r shoulder
48,M05.212,Rheumatoid vasculitis w rheumatoid arthritis of l shoulder
49,M05.219,Rheu vasculitis w rheumatoid arthritis of unsp shoulder
50,M05.221,Rheumatoid vasculitis w rheumatoid arthritis of right elbow
51,M05.222,Rheumatoid vasculitis w rheumatoid arthritis of left elbow
52,M05.229,Rheumatoid vasculitis w rheumatoid arthritis of unsp elbow
53,M05.231,Rheumatoid vasculitis w rheumatoid arthritis of right wrist
54,M05.232,Rheumatoid vasculitis w rheumatoid arthritis of left wrist
55,M05.239,Rheumatoid vasculitis w rheumatoid arthritis of unsp wrist
56,M05.241,Rheumatoid vasculitis w rheumatoid arthritis of right hand
57,M05.242,Rheumatoid vasculitis with rheumatoid arthritis of left hand
58,M05.249,Rheumatoid vasculitis with rheumatoid arthritis of unsp hand
59,M05.251,Rheumatoid vasculitis with rheumatoid arthritis of right hip
60,M05.252,Rheumatoid vasculitis with rheumatoid arthritis of left hip
61,M05.259,Rheumatoid vasculitis with rheumatoid arthritis of unsp hip
62,M05.261,Rheumatoid vasculitis w rheumatoid arthritis of right knee
63,M05.262,Rheumatoid vasculitis with rheumatoid arthritis of left knee
64,M05.269,Rheumatoid vasculitis with rheumatoid arthritis of unsp knee
65,M05.271,Rheumatoid vasculitis w rheumatoid arthritis of right ank/ft
66,M05.272,Rheumatoid vasculitis w rheumatoid arthritis of left ank/ft
67,M05.279,Rheumatoid vasculitis w rheumatoid arthritis of unsp ank/ft
68,M05.29,Rheumatoid vasculitis w rheumatoid arthritis mult site
69,M05.30,Rheumatoid heart disease w rheumatoid arthritis of unsp site
70,M05.311,Rheu heart disease w rheumatoid arthritis of r shoulder
71,M05.312,Rheu heart disease w rheumatoid arthritis of l shoulder
72,M05.319,Rheu heart disease w rheumatoid arthritis of unsp shoulder
73,M05.321,Rheumatoid heart disease w rheumatoid arthritis of r elbow
74,M05.322,Rheumatoid heart disease w rheumatoid arthritis of l elbow
75,M05.329,Rheu heart disease w rheumatoid arthritis of unsp elbow
76,M05.331,Rheumatoid heart disease w rheumatoid arthritis of r wrist
77,M05.332,Rheumatoid heart disease w rheumatoid arthritis of l wrist
78,M05.339,Rheu heart disease w rheumatoid arthritis of unsp wrist
79,M05.341,Rheu heart disease w rheumatoid arthritis of right hand
80,M05.342,Rheumatoid heart disease w rheumatoid arthritis of left hand
81,M05.349,Rheumatoid heart disease w rheumatoid arthritis of unsp hand
82,M05.351,Rheumatoid heart disease w rheumatoid arthritis of right hip
83,M05.352,Rheumatoid heart disease w rheumatoid arthritis of left hip
84,M05.359,Rheumatoid heart disease w rheumatoid arthritis of unsp hip
85,M05.361,Rheu heart disease w rheumatoid arthritis of right knee
86,M05.362,Rheumatoid heart disease w rheumatoid arthritis of left knee
87,M05.369,Rheumatoid heart disease w rheumatoid arthritis of unsp knee
88,M05.371,Rheu heart disease w rheumatoid arthritis of right ank/ft
89,M05.372,Rheu heart disease w rheumatoid arthritis of left ank/ft
90,M05.379,Rheu heart disease w rheumatoid arthritis of unsp ank/ft
91,M05.39,Rheumatoid heart disease w rheumatoid arthritis mult site
92,M05.40,Rheumatoid myopathy with rheumatoid arthritis of unsp site
93,M05.411,Rheumatoid myopathy w rheumatoid arthritis of right shoulder
94,M05.412,Rheumatoid myopathy w rheumatoid arthritis of left shoulder
95,M05.419,Rheumatoid myopathy w rheumatoid arthritis of unsp shoulder
96,M05.421,Rheumatoid myopathy with rheumatoid arthritis of right elbow
97,M05.422,Rheumatoid myopathy with rheumatoid arthritis of left elbow
98,M05.429,Rheumatoid myopathy with rheumatoid arthritis of unsp elbow
99,M05.431,Rheumatoid myopathy with rheumatoid arthritis of right wrist
100,M05.432,Rheumatoid myopathy with rheumatoid arthritis of left wrist
101,M05.439,Rheumatoid myopathy with rheumatoid arthritis of unsp wrist
102,M05.441,Rheumatoid myopathy with rheumatoid arthritis of right hand
103,M05.442,Rheumatoid myopathy with rheumatoid arthritis of left hand
104,M05.449,Rheumatoid myopathy with rheumatoid arthritis of unsp hand
105,M05.451,Rheumatoid myopathy with rheumatoid arthritis of right hip
106,M05.452,Rheumatoid myopathy with rheumatoid arthritis of left hip
107,M05.459,Rheumatoid myopathy with rheumatoid arthritis of unsp hip
108,M05.461,Rheumatoid myopathy with rheumatoid arthritis of right knee
109,M05.462,Rheumatoid myopathy with rheumatoid arthritis of left knee
110,M05.469,Rheumatoid myopathy with rheumatoid arthritis of unsp knee
111,M05.471,Rheumatoid myopathy w rheumatoid arthritis of right ank/ft
112,M05.472,Rheumatoid myopathy w rheumatoid arthritis of left ank/ft
113,M05.479,Rheumatoid myopathy w rheumatoid arthritis of unsp ank/ft
114,M05.49,Rheumatoid myopathy w rheumatoid arthritis of multiple sites
115,M05.50,Rheumatoid polyneurop w rheumatoid arthritis of unsp site
116,M05.511,Rheumatoid polyneurop w rheumatoid arthritis of r shoulder
117,M05.512,Rheumatoid polyneurop w rheumatoid arthritis of l shoulder
118,M05.519,Rheu polyneurop w rheumatoid arthritis of unsp shoulder
119,M05.521,Rheumatoid polyneurop w rheumatoid arthritis of right elbow
120,M05.522,Rheumatoid polyneurop w rheumatoid arthritis of left elbow
121,M05.529,Rheumatoid polyneurop w rheumatoid arthritis of unsp elbow
122,M05.531,Rheumatoid polyneurop w rheumatoid arthritis of right wrist
123,M05.532,Rheumatoid polyneurop w rheumatoid arthritis of left wrist
124,M05.539,Rheumatoid polyneurop w rheumatoid arthritis of unsp wrist
125,M05.541,Rheumatoid polyneurop w rheumatoid arthritis of right hand
126,M05.542,Rheumatoid polyneurop w rheumatoid arthritis of left hand
127,M05.549,Rheumatoid polyneurop w rheumatoid arthritis of unsp hand
128,M05.551,Rheumatoid polyneurop w rheumatoid arthritis of right hip
129,M05.552,Rheumatoid polyneuropathy w rheumatoid arthritis of left hip
130,M05.559,Rheumatoid polyneuropathy w rheumatoid arthritis of unsp hip
131,M05.561,Rheumatoid polyneurop w rheumatoid arthritis of right knee
132,M05.562,Rheumatoid polyneurop w rheumatoid arthritis of left knee
133,M05.569,Rheumatoid polyneurop w rheumatoid arthritis of unsp knee
134,M05.571,Rheumatoid polyneurop w rheumatoid arthritis of right ank/ft
135,M05.572,Rheumatoid polyneurop w rheumatoid arthritis of left ank/ft
136,M05.579,Rheumatoid polyneurop w rheumatoid arthritis of unsp ank/ft
137,M05.59,Rheumatoid polyneuropathy w rheumatoid arthritis mult site
138,M05.60,Rheu arthritis of unsp site w involv of organs and systems
139,M05.611,Rheu arthritis of r shoulder w involv of organs and systems
140,M05.612,Rheu arthritis of l shoulder w involv of organs and systems
141,M05.619,Rheu arthrit of unsp shoulder w involv of organs and systems
142,M05.621,Rheu arthritis of r elbow w involv of organs and systems
143,M05.622,Rheu arthritis of l elbow w involv of organs and systems
144,M05.629,Rheu arthritis of unsp elbow w involv of organs and systems
145,M05.631,Rheu arthritis of r wrist w involv of organs and systems
146,M05.632,Rheu arthritis of l wrist w involv of organs and systems
147,M05.639,Rheu arthritis of unsp wrist w involv of organs and systems
148,M05.641,Rheu arthritis of right hand w involv of organs and systems
149,M05.642,Rheu arthritis of left hand w involv of organs and systems
150,M05.649,Rheu arthritis of unsp hand w involv of organs and systems
151,M05.651,Rheu arthritis of right hip w involv of organs and systems
152,M05.652,Rheu arthritis of left hip w involv of organs and systems
153,M05.659,Rheu arthritis of unsp hip w involv of organs and systems
154,M05.661,Rheu arthritis of right knee w involv of organs and systems
155,M05.662,Rheu arthritis of left knee w involv of organs and systems
156,M05.669,Rheu arthritis of unsp knee w involv of organs and systems
157,M05.671,Rheu arthrit of right ank/ft w involv of organs and systems
158,M05.672,Rheu arthritis of left ank/ft w involv of organs and systems
159,M05.679,Rheu arthritis of unsp ank/ft w involv of organs and systems
160,M05.69,Rheu arthritis mult site w involv of organs and systems
161,M05.70,Rheu arthritis w rheu factor of unsp site w/o org/sys involv
162,M05.711,Rheu arthrit w rheu factor of r shoulder w/o org/sys involv
163,M05.712,Rheu arthrit w rheu factor of l shoulder w/o org/sys involv
164,M05.719,Rheu arthrit w rheu factor of unsp shldr w/o org/sys involv
165,M05.721,Rheu arthritis w rheu factor of r elbow w/o org/sys involv
166,M05.722,Rheu arthritis w rheu factor of l elbow w/o org/sys involv
167,M05.729,Rheu arthrit w rheu factor of unsp elbow w/o org/sys involv
168,M05.731,Rheu arthritis w rheu factor of r wrist w/o org/sys involv
169,M05.732,Rheu arthritis w rheu factor of l wrist w/o org/sys involv
170,M05.739,Rheu arthrit w rheu factor of unsp wrist w/o org/sys involv
171,M05.741,Rheu arthritis w rheu factor of r hand w/o org/sys involv
172,M05.742,Rheu arthritis w rheu factor of left hand w/o org/sys involv
173,M05.749,Rheu arthritis w rheu factor of unsp hand w/o org/sys involv
174,M05.751,Rheu arthritis w rheu factor of right hip w/o org/sys involv
175,M05.752,Rheu arthritis w rheu factor of left hip w/o org/sys involv
176,M05.759,Rheu arthritis w rheu factor of unsp hip w/o org/sys involv
177,M05.761,Rheu arthritis w rheu factor of r knee w/o org/sys involv
178,M05.762,Rheu arthritis w rheu factor of left knee w/o org/sys involv
179,M05.769,Rheu arthritis w rheu factor of unsp knee w/o org/sys involv
180,M05.771,Rheu arthrit w rheu fctr of right ank/ft w/o org/sys involv
181,M05.772,Rheu arthrit w rheu factor of left ank/ft w/o org/sys involv
182,M05.779,Rheu arthrit w rheu factor of unsp ank/ft w/o org/sys involv
183,M05.79,Rheu arthritis w rheu factor mult site w/o org/sys involv
184,M05.80,Oth rheumatoid arthritis with rheumatoid factor of unsp site
185,M05.811,Oth rheumatoid arthritis w rheumatoid factor of r shoulder
186,M05.812,Oth rheumatoid arthritis w rheumatoid factor of l shoulder
187,M05.819,Oth rheu arthritis w rheumatoid factor of unsp shoulder
188,M05.821,Oth rheumatoid arthritis w rheumatoid factor of right elbow
189,M05.822,Oth rheumatoid arthritis w rheumatoid factor of left elbow
190,M05.829,Oth rheumatoid arthritis w rheumatoid factor of unsp elbow
191,M05.831,Oth rheumatoid arthritis w rheumatoid factor of right wrist
192,M05.832,Oth rheumatoid arthritis w rheumatoid factor of left wrist
193,M05.839,Oth rheumatoid arthritis w rheumatoid factor of unsp wrist
194,M05.841,Oth rheumatoid arthritis w rheumatoid factor of right hand
195,M05.842,Oth rheumatoid arthritis with rheumatoid factor of left hand
196,M05.849,Oth rheumatoid arthritis with rheumatoid factor of unsp hand
197,M05.851,Oth rheumatoid arthritis with rheumatoid factor of right hip
198,M05.852,Oth rheumatoid arthritis with rheumatoid factor of left hip
199,M05.859,Oth rheumatoid arthritis with rheumatoid factor of unsp hip
200,M05.861,Oth rheumatoid arthritis w rheumatoid factor of right knee
201,M05.862,Oth rheumatoid arthritis with rheumatoid factor of left knee
202,M05.869,Oth rheumatoid arthritis with rheumatoid factor of unsp knee
203,M05.871,Oth rheumatoid arthritis w rheumatoid factor of right ank/ft
204,M05.872,Oth rheumatoid arthritis w rheumatoid factor of left ank/ft
205,M05.879,Oth rheumatoid arthritis w rheumatoid factor of unsp ank/ft
206,M05.89,Oth rheumatoid arthritis w rheumatoid factor mult site
207,M05.9,"Rheumatoid arthritis with rheumatoid factor, unspecified"
208,M06.00,"Rheumatoid arthritis without rheumatoid factor, unsp site"
209,M06.011,"Rheumatoid arthritis w/o rheumatoid factor, right shoulder"
210,M06.012,"Rheumatoid arthritis w/o rheumatoid factor, left shoulder"
211,M06.019,"Rheumatoid arthritis w/o rheumatoid factor, unsp shoulder"
212,M06.021,"Rheumatoid arthritis without rheumatoid factor, right elbow"
213,M06.022,"Rheumatoid arthritis without rheumatoid factor, left elbow"
214,M06.029,"Rheumatoid arthritis without rheumatoid factor, unsp elbow"
215,M06.031,"Rheumatoid arthritis without rheumatoid factor, right wrist"
216,M06.032,"Rheumatoid arthritis without rheumatoid factor, left wrist"
217,M06.039,"Rheumatoid arthritis without rheumatoid factor, unsp wrist"
218,M06.041,"Rheumatoid arthritis without rheumatoid factor, right hand"
219,M06.042,"Rheumatoid arthritis without rheumatoid factor, left hand"
220,M06.049,"Rheumatoid arthritis without rheumatoid factor, unsp hand"
221,M06.051,"Rheumatoid arthritis without rheumatoid factor, right hip"
222,M06.052,"Rheumatoid arthritis without rheumatoid factor, left hip"
223,M06.059,"Rheumatoid arthritis without rheumatoid factor, unsp hip"
224,M06.061,"Rheumatoid arthritis without rheumatoid factor, right knee"
225,M06.062,"Rheumatoid arthritis without rheumatoid factor, left knee"
