,Synonyms
0,"['Acute idiopathic pericarditis', 'Idiopathic recurrent pericarditis']"
1,"['Acute bacterial pericarditis', 'Acute infective pericarditis', 'Acute pneumococcal pericarditis', 'Acute purulent pericarditis', 'Acute staphylococcal pericarditis', 'Acute streptococcal pericarditis', 'Acute viral pericarditis', 'Bacterial pericarditis', 'Constrictive pericarditis due to virus', 'Fibrosis of pericardium', 'Infectious pericarditis', 'Infective constrictive pericarditis', 'Mycotic pericarditis', 'Parasitic pericarditis', 'Pericarditis due to Genus Hemophilus', 'Pneumopyopericardium', 'Pyogenic pericarditis', 'Pyopericardium', 'Viral pericarditis', 'Viral pericarditis - virus unidentified', 'Viral pericarditis with pericardial effusion']"
2,"['Acute benign pericarditis', 'Acute effusive pericarditis', 'Acute fibrinous pericarditis', 'Acute pericardial effusion', 'Adhesive pericarditis', 'Serofibrinous pericarditis']"
3,"['Acute bloody pericarditis', 'Acute mediastinopericarditis', 'Acute myopericarditis', 'Acute pericardial effusion', 'Acute pericarditis', 'Acute pleuropericarditis', 'Acute pneumopericarditis', 'Hemorrhagic mediastinitis', 'Myopericarditis', 'Pericarditis sicca', 'Pneumopericardium']"
4,"['Adhesive pericarditis', 'Chronic adhesive pericarditis', 'Chronic infective pericarditis', 'Chronic pericarditis', 'Chronic pericarditis', 'Fibrosis of pericardium', 'Obliterative pericarditis', 'Sclerosing mediastinitis']"
5,"['Calcification of pericardium', 'Chronic constrictive pericarditis', 'Chronic pericarditis', 'Constrictive pericarditis', 'Constrictive pericarditis due to bacteria', 'Constrictive pericarditis due to virus', 'Fibrosis of pericardium', 'Fibrosis of pericardium', 'Fibrosis of pericardium', 'Fibrosis of pericardium', 'Fibrosis of pericardium', 'Infective constrictive pericarditis', 'Infective constrictive pericarditis', 'Mulibrey nanism syndrome', 'Pericarditis secondary to Mulibrey nanism', 'Subacute constrictive pericarditis', 'Subacute effusive constrictive pericarditis', 'Subacute pericarditis', 'Viral pericarditis']"
6,['Hemopericardium']
7,"['Chronic cholesterol pericardial effusion', 'Chronic effusive pericarditis', 'Chronic pericarditis', 'Chronic pericarditis', 'Chylopericardium', 'Congenital pericardial effusion', 'Fetal pericardial effusion', 'Malignant pericardial effusion', 'Pericardial effusion', 'Pericardial effusion - noninflammatory', 'Pericarditis secondary to chylopericardium', 'Pericarditis secondary to myxedema']"
8,['Cardiac tamponade']
9,"['Abnormal communication between pericardial sac and pleura', 'Abnormal pericardiopleural communication', 'Acquired pericardial cyst', 'Cyst of mediastinum', 'Fistula of pericardium', 'Milk spots of pericardium', 'Pericardial cyst', 'Pericardial cyst along left cardiophrenic angle', 'Pericarditis caused by deposits of cholesterol', 'Pericarditis secondary to benign primary tumor', 'Pericarditis secondary to malignant primary tumor', 'Pericarditis secondary to neoplasia', 'Pericarditis secondary to primary tumor', 'Pericarditis secondary to tumor metastatic to pericardium']"
