,Synonyms
0,"['Syndrome of infant of diabetic mother', 'Syndrome of infant of mother with gestational diabetes']"
1,"['Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium', 'Diabetic embryopathy', 'Infant of diabetic mother', 'Large baby of diabetic mother', 'Maternal diabetes mellitus with hypoglycemia affecting fetus OR newborn', 'Syndrome of infant of diabetic mother']"
2,"['DEND syndrome', 'Diabetes mellitus in neonate small for gestational age', 'Diabetes mellitus, transient neonatal 1', 'Diabetes mellitus, transient neonatal 2', 'Diabetes mellitus, transient neonatal 3', 'Neonatal diabetes mellitus', 'Neonatal diabetes mellitus', 'Neonatal diabetes, congenital hypothyroidism, congenital glaucoma, hepatic fibrosis, polycystic kidney syndrome', 'Newly diagnosed diabetes', 'Transient neonatal diabetes mellitus']"
3,"['Hypoglycemia', 'Hypoglycemia', 'Iatrogenic neonatal hypoglycemia', 'Neonatal hypoglycemia', 'Neonatal hypoglycemia', 'Transitory iatrogenic neonatal hypoglycemia', 'Transitory neonatal hypoglycemia']"
4,"['Autosomal dominant hyperinsulinism due to SUR1 deficiency', 'Congenital hyperinsulinism', 'Hyperinsulinism due to deficiency of glucokinase', 'Hyperinsulinism due to HNF4A deficiency', 'Hypoglycemia', 'Hypoglycemic encephalopathy', 'Hypoglycemic shock', 'Hypoinsulinemic hypoglycemia and body hemihypertrophy', 'Hypoinsulinism', 'Ketotic hypoglycemia', 'Neonatal disorder of endocrine system', 'Neonatal disorder of endocrine system', 'Neonatal hypoglycemia', 'Non-diabetic hypoglycemia', 'Spontaneous hypoglycemia', 'Transient neonatal hypoglycemia due to hyperinsulinemia', 'Transitory neonatal hypoglycemia']"
5,"['Iatrogenic neonatal hyperglycemia', 'Iatrogenic neonatal hyperglycemia', 'Neonatal hyperglycemia', 'Neonatal hyperglycemia', 'Neonatal hyperglycemia due to iatrogenic intravenous therapy', 'Neonatal hyperglycemia due to insulin deficiency', 'Perinatal disorders of glucose regulation', 'Transient neonatal hyperglycemia', 'Transitory metabolic disturbance in infant of pre-diabetic mother']"
6,['Perinatal disorders of glucose regulation']
7,"[""Cow's milk hypocalcemia of newborn"", 'Neonatal hypocalcemia']"
8,"['Hypocalcemia', 'Hypocalcemic rickets', 'Late neonatal hypocalcemia', 'Neonatal hypocalcemia', 'Phosphate-loading hypocalcemia']"
9,"['Autosomal dominant primary hypomagnesemia with hypocalciuria', 'Familial hypomagnesemia hypercalciuria nephrocalcinosis with severe ocular involvement', 'Familial hypomagnesemia-hypercalciuria', 'Familial hypomagnesemia-hypercalciuria', 'Familial hypomagnesemia-hypercalciuria', 'Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement', 'Familial primary hypomagnesemia with normocalciuria', 'Familial primary hypomagnesemia with normocalciuria and normocalcemia', 'Hypocalciuria', 'Hypomagnesemia', 'Hypomagnesemia co-occurrent with normocalciuria', 'Hypomagnesemic tetany in newborn', 'Neonatal hypomagnesemia', 'Primary hypomagnesemia']"
10,"['Carpopedal spasm', 'Early neonatal hypocalcemic tetany', 'Neonatal hypocalcemic tetany', 'Neonatal tetany without calcium deficiency', 'Neonatal tetany without magnesium deficiency', 'O/E - carpopedal spasm', 'Tetany']"
11,"['Hypoparathyroidism', 'Myopathy in hypoparathyroidism', 'Neonatal hypoparathyroidism', 'Neonatal hypoparathyroidism', 'Transient neonatal hypoparathyroidism due to maternal hyperparathyroidism', 'Transitory neonatal hypoparathyroidism', 'Transitory neonatal hypoparathyroidism']"
12,"['Hypermagnesemia', 'Idiopathic hypercalcemia', 'Idiopathic hypercalcemia of infancy', 'Idiopathic infantile hypercalcemia - severe form', 'Infantile hypercalcemia', 'Infantile hypercalcemia']"
13,[]
14,"['Goiter', 'Mass of thyroid gland', 'Neonatal goiter', 'Nodular goiter', 'O/E - thyroid lump', 'Substernal goiter']"
15,"['Hyperthyroidism', 'Neonatal goiter', ""Neonatal Graves' disease"", 'Neonatal thyrotoxicosis', 'Neonatal transient hyperthyroidism', 'Subclinical disease AND/OR syndrome', 'Subclinical hyperthyroidism', 'Thyrotoxic myopathy', 'Thyrotoxicosis', 'Thyrotoxicosis with or without goiter']"
16,"['Acquired hypothyroidism', 'Congenital hypothyroidism due to transplacental passage of maternal thyroid stimulating hormone binding inhibitory antibody', 'Genetic transient congenital hypothyroidism', 'Hypothyroid myopathy', 'Hypothyroidism', 'Infant hypothyroidism', 'Infant hypothyroidism', 'Infant hypothyroidism due to maternal drug', 'Neonatal disorder of endocrine system', 'Neonatal iodine exposure', 'Perinatal thyroid disorder', 'Transient decreased production of T>4<', 'Transient hypothyroidism', 'Transient hypothyroidism', 'Transient hypothyroidism', 'Transient hypothyroxinemia', 'Transient neonatal hypothyroidism']"
17,"['Hypoglycemia', 'Idiopathic transient neonatal hyperinsulinemia', 'Neonatal disorder of endocrine system', 'Neonatal hyperparathyroidism', 'Neonatal hypoglycemia', 'Thyrotropin overproduction', 'Transient infantile hyperthyrotropinemia', 'Transient neonatal hyperparathyroidism', 'Transient neonatal hypoglycemia due to hyperinsulinemia', 'Transitory neonatal hypoglycemia']"
18,"['Disorder of endocrine system', 'Endocrine myopathy', 'Isolated deficiency of hormone other than HGH', 'Neonatal disorder of endocrine system', 'Perinatal endocrine and metabolic disorders']"
19,"['Infantile encephalopathy AND lactic acidosis', 'Lactic acidosis', 'Lactic acidosis', 'Late metabolic acidosis of newborn', 'Metabolic acidosis, increased anion gap ', 'Mitochondrial myopathy, lactic acidosis, deafness syndrome', 'Neonatal acidosis']"
20,"['Dehydration', 'Deprivation of water', 'Isonatremic dehydration', 'Mild dehydration', 'Moderate dehydration', 'Neonatal dehydration', 'O/E - dehydrated', 'Severe dehydration']"
21,"['Disturbances of sodium balance of newborn', 'Hypernatremia', 'Transitory neonatal electrolyte disturbance', 'Transitory neonatal hypernatremia']"
22,"['Disturbances of sodium balance of newborn', 'Transitory neonatal electrolyte disturbance', 'Transitory neonatal hyponatremia']"
23,"['Transitory neonatal electrolyte disturbance', 'Transitory neonatal hyperkalemia']"
24,"['Acute hypokalemia', 'Transitory neonatal electrolyte disturbance', 'Transitory neonatal hypokalemia']"
25,[]
26,"['Chloride disorder', 'Electrolyte imbalance', 'Hyperchloremia']"
27,"['Chloride disorder', 'Electrolyte imbalance', 'Hypochloremia']"
28,"['Chloride disorder', 'Disturbances of potassium balance of newborn', 'Disturbances of sodium balance of newborn', 'Electrolyte depletion', 'Electrolyte imbalance', 'Increased anion gap', 'Isolated hyperchlorhidrosis', 'Perinatal disorder of electrolytes', 'Potassium disorder', 'Reduced anion gap', 'Reversed anion gap', 'Sodium disorder', 'Transitory neonatal electrolyte disturbance']"
29,"['Hypertyrosinemia', 'Hypertyrosinemia', 'Neonatal metabolic acidemia', 'Transient neonatal hypertyrosinemia', 'Tyrosinemia']"
30,"['Hyperammonemia', 'Transient hyperammonemia in infancy']"
31,"['Cobalamin deficiency', 'Disorder of vitamin B12', 'Fetal or neonatal effect of maternal nutritional disorder', 'Fetal or neonatal vitamin B12 deficiency due to maternal vitamin B12 deficiency', 'Glutaric aciduria', 'Glutaric aciduria, type 2', 'Iminoglycinuria', 'Neonatal acidosis', 'Neonatal iminoglycinuria', 'Neonatal renal disorder', 'Neonatal renal disorder', 'Newborn renal dysfunction', 'Transient neonatal multiple acyl-coenzyme A dehydrogenase deficiency', 'Transient neonatal renal tubular acidosis', 'Transitory amino acid metabolic disorder']"
32,"['Acute metabolic disorder', 'Localized metabolic disorder', 'Metabolic disease', 'Perinatal endocrine and metabolic disorders']"
