,Synonyms
0,"['Acute bacterial bronchitis', 'Acute mycoplasmal bronchitis', 'Mycoplasmal tracheobronchitis']"
1,"['Acute bacterial bronchitis', 'Acute haemophilus influenzae bronchitis', 'Haemophilus influenzae laryngitis', 'Haemophilus influenzae laryngotracheobronchitis', 'Infectious disorder of trachea', 'Laryngotracheobronchitis']"
2,"['Acute bacterial bronchitis', 'Acute pneumococcal bronchitis', 'Acute streptococcal bronchitis', 'Pneumococcal bronchitis']"
3,"['Acute coxsackievirus bronchitis', 'Acute viral bronchitis']"
4,"['Acute parainfluenza virus bronchitis', 'Acute viral bronchitis', 'Parainfluenza virus bronchitis', 'Parainfluenza virus laryngitis', 'Parainfluenza virus laryngotracheobronchitis', 'Viral laryngitis']"
5,"['Acute respiratory syncytial virus bronchitis', 'Acute viral bronchitis', 'Respiratory syncytial virus bronchitis', 'Respiratory syncytial virus infection', 'Respiratory syncytial virus infection', 'Respiratory syncytial virus laryngotracheobronchitis', 'Viral laryngitis']"
6,"['Acute bronchitis due to rhinovirus', 'Acute viral bronchitis', 'Disease due to Rhinovirus']"
7,"['Acute echovirus bronchitis', 'Acute viral bronchitis', 'Echovirus disease']"
8,"['Acute bacterial bronchitis', 'Acute bacterial bronchitis', 'Acute chlamydial bronchitis', 'Acute Moraxella catarrhalis bronchitis', 'Acute viral bronchitis', 'Adenoviral bronchitis', 'Adenoviral respiratory disease', 'Disease due to Moraxella', 'Viral bronchitis']"
9,"['Acute bacterial bronchitis', 'Acute bronchitis', 'Acute bronchitis with bronchospasm', 'Acute bronchitis with obstruction', 'Acute bronchospasm', 'Acute fibrinous bronchitis', 'Acute fibrinous laryngotracheobronchitis', 'Acute infective bronchitis', 'Acute infective tracheobronchitis', 'Acute laryngotracheitis', 'Acute noninfective bronchitis', 'Acute purulent bronchitis', 'Acute tracheitis', 'Acute tracheobronchitis', 'Bronchitis', 'Bronchospasm', 'Laryngotracheobronchitis', 'Obstruction of bronchus', 'Plastic bronchitis', 'Purulent bronchitis', 'Septic bronchitis', 'Subacute bronchitis']"
10,"['Acute bronchiolitis', 'Acute bronchiolitis due to respiratory syncytial virus', 'Acute respiratory syncytial virus bronchitis', 'Acute viral bronchiolitis', 'Acute viral bronchitis', 'Respiratory syncytial virus bronchiolitis', 'Respiratory syncytial virus bronchitis', 'Respiratory syncytial virus bronchitis', 'Respiratory syncytial virus infection', 'Respiratory syncytial virus infection']"
11,"['Acute bronchiolitis', 'Acute viral bronchiolitis', 'Acute viral bronchitis', 'Bronchiolitis due to Human metapneumovirus', 'Human metapneumovirus infection']"
12,"['Acute bronchiolitis', 'Acute bronchiolitis due to adenovirus', 'Acute viral bronchiolitis', 'Acute viral bronchitis', 'Adenoviral bronchiolitis', 'Adenoviral bronchitis', 'Adenoviral respiratory disease']"
13,"['Acute bronchiolitis', 'Acute bronchiolitis with bronchospasm', 'Acute bronchiolitis with obstruction', 'Acute bronchitis with bronchospasm', 'Acute bronchospasm', 'Acute exudative bronchiolitis', 'Acute obliterating bronchiolitis', 'Acute viral bronchiolitis', 'Acute viral bronchitis', 'Bronchiolitis', 'Bronchiolitis exudativa', 'Bronchospasm', 'Diffuse panbronchiolitis', 'Necrosis of bronchus', 'Necrotizing bronchiolitis', 'Obstruction of bronchus', 'Obstruction of bronchus']"
14,[]
15,"['Acute lower respiratory tract infection', 'Acute respiratory infections', 'Bacterial lower respiratory infection', 'Infection of lower respiratory tract and mediastinum', 'Lower respiratory tract infection', 'Postoperative lower respiratory tract infection', 'Severe acute respiratory infection', 'Viral lower respiratory infection']"
