,Synonyms
0,"['Bilateral conductive hearing loss of middle ears', 'Conductive hearing loss, bilateral', 'Left conductive hearing loss', 'Middle ear conductive hearing loss', 'Right conductive hearing loss']"
1,['Right conductive hearing loss']
2,['Left conductive hearing loss']
3,"['Air conduction deafness', 'Articulatory defect due to conductive hearing loss', 'Bone conduction deafness', 'Conductive deafness, ptosis, skeletal anomalies syndrome', 'Conductive hearing loss', 'Conductive hearing loss due to disorder of external ear', 'Conductive hearing loss due to disorder of inner ear', 'Conductive hearing loss due to disorder of middle ear', 'Conductive hearing loss due to disorder of tympanic membrane', 'Conductive hearing loss of combined sites', 'Congenital conductive hearing loss', 'Congenital conductive hearing loss', 'Cutaneous mastocytosis', 'External ear conductive hearing loss', 'Facial dysmorphism, conductive hearing loss, heart defect syndrome', 'Hennekam Beemer syndrome', 'Inner ear conductive hearing loss', 'Metaphyseal dysostosis, intellectual disability, conductive deafness syndrome', 'Microtia', 'Middle ear conductive hearing loss', 'O/E - tuning fork testing', 'O/E -tune fork=conductive deaf', 'Progressive deafness with stapes fixation', 'Thickened earlobe with conductive deafness syndrome', 'Tympanic membrane conductive hearing loss', 'Unilateral conductive hearing loss', 'Unilateral conductive hearing loss with unrestricted hearing on the contralateral side']"
4,"['Bilateral central hearing loss', 'Bilateral hearing loss', 'Bilateral hearing loss', 'Bilateral neural hearing loss', 'Bilateral sensory hearing loss', 'Central hearing loss', 'High frequency deafness', 'High frequency sensorineural hearing loss in left ear', 'High frequency sensorineural hearing loss in right ear', 'High frequency sensorineural hearing loss of bilateral ears', 'Neural hearing loss', 'Sensorineural hearing loss in left ear', 'Sensorineural hearing loss in right ear', 'Sensorineural hearing loss, bilateral', 'Sensory hearing loss']"
5,['Sensorineural hearing loss in right ear']
6,"['High frequency deafness', 'High frequency sensorineural hearing loss in left ear', 'Sensorineural hearing loss in left ear']"
7,"['10p partial monosomy syndrome', '3-Methylglutaconic aciduria', '3-Methylglutaconic aciduria type 4', '3-methylglutaconic aciduria type IV with sensorineural deafness, encephalopathy and Leigh-like syndrome', 'Achalasia of esophagus', 'Acquired sensorineural hearing loss', 'Acquired sensorineural hearing loss', 'Acquired sensorineural hearing loss', 'Acquired sensorineural hearing loss', 'Albinism with deafness syndrome', 'Anal atresia', 'Aphonia, deafness, retinal dystrophy, bifid halluces, intellectual disability syndrome', 'Arts syndrome', 'Asymmetrical hearing loss', 'Asymmetrical sensorineural hearing loss', 'Autoimmune sensorineural hearing loss', 'Autosomal dominant cerebellar ataxia, deafness and narcolepsy syndrome', 'Autosomal dominant retinitis pigmentosa', 'Autosomal recessive keratitis-ichthyosis-deafness syndrome', 'Black locks, oculocutaneous albinism, AND deafness of the sensorineural type', 'Central hearing loss', 'Cerebellar ataxia, areflexia, pes cavus, optic atrophy, sensorineural hearing loss syndrome', 'Charcot-Marie-Tooth disease, deafness, intellectual disability syndrome', 'Chitty Hall Baraitser syndrome', 'Combined perceptive hearing loss', 'Complete deafness', 'Complete deafness', 'Complete deafness', 'Congenital achalasia of esophagus', 'Congenital cataract with ataxia and deafness syndrome', 'Congenital cataract with deafness and hypogonadism syndrome', 'Congenital cataract, hearing loss, severe developmental delay syndrome', 'Congenital cataract, progressive muscular hypotonia, hearing loss, developmental delay syndrome', 'Congenital deafness', 'Congenital deafness', 'Congenital deafness', 'Congenital dilatation of colon', 'Congenital hearing disorder', 'Congenital hereditary endothelial dystrophy and perceptive deafness syndrome', 'Congenital kyphoscoliosis', 'Congenital nephritis', 'Congenital osteodystrophy', 'Congenital prelingual deafness', 'Congenital sensorineural hearing loss', 'Craniofacial deafness hand syndrome', 'Cutaneous syndrome with ichthyosis', 'Deafness and hypogonadism syndrome', 'Deafness and oligodontia syndrome', 'Deafness craniofacial syndrome', 'Deafness with onychodystrophy syndrome', 'Deafness, encephaloneuropathy, obesity, valvulopathy syndrome', 'Deafness, genital anomaly, metacarpal and metatarsal synostosis syndrome', 'Deafness, vitiligo, achalasia syndrome', 'Deafness-dystonia-optic neuronopathy syndrome', 'Deletion of part of chromosome 10', 'Deletion of part of chromosome 11', 'Dentinogenesis imperfecta', 'Dentinogenesis imperfecta, short stature, hearing loss, intellectual disability syndrome', 'Developmental malformation, deafness, dystonia syndrome', 'Diabetes mellitus associated with genetic syndrome', 'Diabetes-deafness syndrome maternally transmitted', 'Distal renal tubular acidosis', 'Distal renal tubular acidosis co-occurrent with sensorineural deafness', 'Dominant sensorineural hearing loss', 'DOORS syndrome', 'EAST  syndrome', 'Ectodermal dysplasia and sensorineural deafness syndrome', 'Ectodermal dysplasia with nail defect', 'Ehlers-Danlos syndrome kyphoscoliotic and deafness type', 'End organ deafness', 'Epiphyseal dysplasia, hearing loss, dysmorphism syndrome', 'Essential tremor', 'Familial hypokalemic and hypomagnesemic tubulopathy', 'Follicular hyperkeratosis', 'Generalized dystonia', 'Gingival fibromatosis', 'Gingival fibromatosis with progressive deafness syndrome', 'Globodontia', 'Gonadal dysgenesis with auditory dysfunction, autosomal recessive inheritance', 'Hereditary essential tremor', 'Hereditary gingival fibromatosis', 'Heritable disorder of neutrophil function', 'High frequency deafness', 'High frequency sensorineural hearing loss in right ear', 'Hirschsprung disease with deafness and polydactyly syndrome', 'Hypertelorism', 'Hypertelorism, preauricular sinus, punctual pits, deafness syndrome', 'Hypocalciuria', 'Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome', 'Hypoparathyroidism, deafness, renal disease syndrome', 'Hystrix ichthyosis with deafness', 'Ichthyosis hystrix', 'Kawashima Tsuji syndrome', 'Keipert syndrome', 'Keratitis ichthyosis and deafness syndrome', 'Keratosis pilaris', 'Keratosis pilaris with ichthyosis and deafness', 'Lipoma of lower back', 'Lowe Kohn Cohen syndrome', 'Lowry Yong syndrome', 'Male infertility of chromosomal origin', 'Mandibular hypoplasia, deafness, progeroid syndrome', 'Maternally inherited cardiomyopathy and hearing loss syndrome', 'Megaloblastic anemia due to inborn errors of metabolism', 'Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness', 'Narcolepsy', 'Nathalie syndrome', 'Nephrosis, deafness, urinary tract, digital malformation syndrome', 'Nephrotic syndrome, deafness, pretibial epidermolysis bullosa syndrome', 'Neural hearing loss', 'Neutropenia', 'Neutropenia, monocytopenia, deafness syndrome', 'Non-acquired combined pituitary hormone deficiency, sensorineural hearing loss, spine abnormalities syndrome', 'O/E tune fork=perceptive deaf', 'Ocular albinism', 'Ocular albinism', 'Ocular albinism with congenital sensorineural deafness', 'Ocular albinism with late-onset sensorineural deafness', 'Oculootodental syndrome', 'Olivopontocerebellar atrophy and deafness', 'Olivopontocerebellar degeneration', 'Osteochondrodysplatic nanism, deafness, retinitis pigmentosa syndrome', 'Osteopenia, myopia, hearing loss, intellectual disability, facial dysmorphism syndrome', 'Panhypopituitarism', 'Perinatal sensorineural hearing loss', 'Peripheral neuropathy with sensorineural hearing impairment syndrome', 'Phocomelia', 'Phocomelia, ectrodactyly, deafness and sinus arrhythmia syndrome', 'Pili torti', 'Pili torti-deafness syndrome', 'Postnatal acquired sensorineural hearing loss', 'Postoperative profound sensorineural hearing loss', 'Preauricular fistula', 'Premature canities', 'Primary hypersomnia', 'Profound sensorineural hearing loss', 'Progressive sensorineural hearing loss and hypertrophic cardiomyopathy syndrome', 'Recessive sensorineural hearing loss', 'Renal hypocalciuria', 'Renal tubular acidosis with progressive nerve deafness', 'Retinitis pigmentosa, intellectual disability, deafness, hypogenitalism syndrome', 'Seizure, sensorineural deafness, ataxia, intellectual disability, electrolyte imbalance syndrome', 'Sellars Beighton syndrome', 'Sensorineural deafness and male infertility', 'Sensorineural deafness with dilated cardiomyopathy syndrome', 'Sensorineural hearing loss', 'Sensorineural hearing loss in right ear', 'Sensorineural hearing loss of combined sites', 'Sensorineural hearing loss, early graying, essential tremor syndrome', 'Sensory hearing loss', 'Sensory hearing loss', 'Senter syndrome', 'Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome', 'Sinoatrial node dysfunction and deafness', 'Spondyloepiphyseal dysplasia MacDermot type', 'Sudden hearing loss', 'Sudden sensorineural hearing loss', 'Thiamine-responsive megaloblastic anemia', 'Thong Douglas Ferrante syndrome', 'Tungland Bellman syndrome', 'Unilateral neural hearing loss', 'Unilateral sensorineural hearing loss with unrestricted hearing on the contralateral side', 'Unilateral sensory hearing loss', 'X-linked sensorineural hearing loss']"
8,"['Conductive hearing loss, bilateral', 'Left conductive hearing loss', 'Mixed conductive AND sensorineural hearing loss', 'Mixed conductive and sensorineural hearing loss of left ear', 'Mixed conductive and sensorineural hearing loss of right ear', 'Mixed conductive and sensorineural hearing loss, bilateral', 'Right conductive hearing loss']"
9,"['Mixed conductive AND sensorineural hearing loss', 'Mixed conductive and sensorineural hearing loss of right ear', 'Right conductive hearing loss']"
