,category,condition
0,H90.0,"Conductive hearing loss, bilateral"
1,H90.11,"Condctv hear loss, uni, right ear, w unrestr hear cntra side"
2,H90.12,"Condctv hear loss, uni, left ear, w unrestr hear cntra side"
3,H90.2,"Conductive hearing loss, unspecified"
4,H90.3,"Sensorineural hearing loss, bilateral"
5,H90.41,"Snsrnrl hear loss, uni, right ear, w unrestr hear cntra side"
6,H90.42,"Snsrnrl hear loss, uni, left ear, w unrestr hear cntra side"
7,H90.5,Unspecified sensorineural hearing loss
8,H90.6,"Mixed conductive and sensorineural hearing loss, bilateral"
9,H90.71,"Mix cndct/snrl hear loss,uni,r ear,w unrestr hear cntra side"
10,H90.72,"Mix cndct/snrl hear loss,uni,l ear,w unrestr hear cntra side"
11,H90.8,"Mixed conductive and sensorineural hearing loss, unspecified"
12,H90.A11,"Condctv hear loss, uni, r ear with rstrcd hear cntra side"
13,H90.A12,"Condctv hear loss, uni, left ear with rstrcd hear cntra side"
14,H90.A21,"Snsrnrl hear loss, uni, r ear, with rstrcd hear cntra side"
15,H90.A22,"Snsrnrl hear loss, uni, l ear, with rstrcd hear cntra side"
16,H90.A31,"Mix cndct/snrl hear loss,uni,r ear w rstrcd hear cntra side"
17,H90.A32,"Mix cndct/snrl hear loss,uni,l ear w rstrcd hear cntra side"
18,H91.01,"Ototoxic hearing loss, right ear"
19,H91.02,"Ototoxic hearing loss, left ear"
20,H91.03,"Ototoxic hearing loss, bilateral"
21,H91.09,"Ototoxic hearing loss, unspecified ear"
22,H91.10,"Presbycusis, unspecified ear"
23,H91.11,"Presbycusis, right ear"
24,H91.12,"Presbycusis, left ear"
25,H91.13,"Presbycusis, bilateral"
26,H91.20,"Sudden idiopathic hearing loss, unspecified ear"
27,H91.21,"Sudden idiopathic hearing loss, right ear"
28,H91.22,"Sudden idiopathic hearing loss, left ear"
29,H91.23,"Sudden idiopathic hearing loss, bilateral"
30,H91.3,"Deaf nonspeaking, not elsewhere classified"
31,H91.8X1,"Other specified hearing loss, right ear"
32,H91.8X2,"Other specified hearing loss, left ear"
33,H91.8X3,"Other specified hearing loss, bilateral"
34,H91.8X9,"Other specified hearing loss, unspecified ear"
35,H91.90,"Unspecified hearing loss, unspecified ear"
36,H91.91,"Unspecified hearing loss, right ear"
37,H91.92,"Unspecified hearing loss, left ear"
38,H91.93,"Unspecified hearing loss, bilateral"
39,H92.01,"Otalgia, right ear"
40,H92.02,"Otalgia, left ear"
41,H92.03,"Otalgia, bilateral"
42,H92.09,"Otalgia, unspecified ear"
43,H92.10,"Otorrhea, unspecified ear"
44,H92.11,"Otorrhea, right ear"
45,H92.12,"Otorrhea, left ear"
46,H92.13,"Otorrhea, bilateral"
47,H92.20,"Otorrhagia, unspecified ear"
48,H92.21,"Otorrhagia, right ear"
49,H92.22,"Otorrhagia, left ear"
50,H92.23,"Otorrhagia, bilateral"
51,H93.011,"Transient ischemic deafness, right ear"
52,H93.012,"Transient ischemic deafness, left ear"
53,H93.013,"Transient ischemic deafness, bilateral"
54,H93.019,"Transient ischemic deafness, unspecified ear"
55,H93.091,Unspecified degenerative and vascular disorders of right ear
56,H93.092,Unspecified degenerative and vascular disorders of left ear
