,Synonyms
4,"['Abnormal fibrinolysis', 'Acquired afibrinogenemia', 'Acquired fibrinogen abnormality', 'Acquired purpura fulminans', 'Afibrinogenemia', 'Capillary thrombosis', 'Disseminated intravascular coagulation', 'Fibrinolytic bleeding syndrome', 'Fibrinolytic system finding', 'Fibrinolytic system finding', 'Increased fibrinolysis', 'Purpura fulminans', 'Secondary non-thrombocytopenic purpura', 'Systemic fibrinogenolysis']"
5,[]
6,"['Combined deficiency of factor V and factor VIII', 'Factor V deficiency', 'Factor VIII deficiency', 'Hemophilia', 'Hereditary combined coagulation factor deficiency', 'Hereditary factor VIII deficiency disease', 'Hereditary factor VIII deficiency disease with inhibitor', 'Hereditary factor VIII deficiency disease without inhibitor', 'Lamellar ichthyosis', 'Mild hereditary factor VIII deficiency disease', 'Mild hereditary factor VIII deficiency disease with inhibitor', 'Mild hereditary factor VIII deficiency disease without inhibitor', 'Moderate hereditary factor VIII deficiency disease', 'Moderate hereditary factor VIII deficiency disease with inhibitor', 'Moderate hereditary factor VIII deficiency disease without inhibitor', 'Multiple sclerosis, ichthyosis, factor VIII deficiency syndrome', 'Severe hereditary factor VIII deficiency disease', 'Severe hereditary factor VIII deficiency disease with inhibitor', 'Severe hereditary factor VIII deficiency disease without inhibitor']"
7,[]
8,"['Congenital factor IX deficiency variant', 'Congenital factor IX deficiency with inhibitor', 'Congenital factor IX deficiency without inhibitor', 'Factor IX deficiency', 'Hereditary factor IX deficiency disease', 'Hereditary factor IX deficiency disease with inhibitor', 'Hereditary factor IX deficiency disease without inhibitor', 'Mild hereditary factor IX deficiency disease with inhibitor', 'Mild hereditary factor IX deficiency disease without inhibitor', 'Moderate hereditary factor IX deficiency disease with inhibitor', 'Moderate hereditary factor IX deficiency disease without inhibitor', 'Severe hereditary factor IX deficiency disease with inhibitor', 'Severe hereditary factor IX deficiency disease without inhibitor']"
9,"[""Acquired von Willebrand's disease"", ""Congenital von Willebrand's disease"", ""Congenital von Willebrand's disease type I"", ""Congenital von Willebrand's disease type II"", ""Congenital von Willebrand's disease type III"", 'Drug-induced coagulation inhibitor disorder', 'Glycoprotein Ib defect', 'Hereditary von Willebrand disease type 2A', 'Hereditary von Willebrand disease type 2B', 'Hereditary von Willebrand disease type 2M', 'Hereditary von Willebrand disease type IA', 'Platelet membrane defect', ""Platelet type von Willebrand's disease"", 'von Willebrand disease type 1', 'von Willebrand disease type 2', 'von Willebrand disease type 2A', 'von Willebrand disease type 2B', 'von Willebrand disease type 2M', 'von Willebrand disease type 2N', 'von Willebrand disease type 3', 'von Willebrand disease type IA', 'von Willebrand disease type IB', 'von Willebrand disease type IC', 'von Willebrand disease, type 1^a^', 'von Willebrand disease, type IIA', 'von Willebrand disease, type IIB', 'von Willebrand disease, type IIC', 'von Willebrand disease, type IID', 'von Willebrand disease, type IIE', 'von Willebrand disease, type IIF', 'von Willebrand disease, type IIG', 'von Willebrand disease, type IIH', 'von Willebrand disorder', 'von Willebrand factor inhibitor disorder']"
10,"['Factor XI deficiency', 'Factor XI deficiency, type I', 'Factor XI deficiency, type II', 'Factor XI deficiency, type III', 'Hereditary factor XI deficiency disease']"
11,"['Alpha chain defect dysfibrinogenemia', 'Autosomal dominant deficiency of plasminogen', 'Beta chain defect dysfibrinogenemia', 'Combined deficiency of factor V and factor VIII', 'Congenital afibrinogenemia', 'Congenital fibrinogen abnormality', 'Congenital plasminogen activator inhibitor deficiency type 1', 'Contact factor deficiency', 'Drug-induced coagulation inhibitor disorder', 'Dysfibrinogenemia', 'Dysplasminogenemia', 'Factor I deficiency', 'Factor I deficiency disease', 'Factor II deficiency', 'Factor V deficiency', 'Factor VII deficiency', 'Factor X deficiency', 'Factor XII deficiency disease', 'Factor XIII deficiency disease', 'Factor XIII inhibitor disorder', 'Fibrinogen abnormality', 'Fibrinogen deficiency', 'Fibrinogen in blood above reference range', 'Fibrinolytic bleeding syndrome', 'Gamma chain defect dysfibrinogenemia', 'Hemorrhagic disease of the newborn due to factor II deficiency', 'Heparin cofactor II deficiency', 'Hereditary combined coagulation factor deficiency', 'Hereditary combined coagulation factor deficiency', 'Hereditary combined deficiency of vitamin K-dependent clotting factors', 'Hereditary dysfibrinogenemia', 'Hereditary dysplasminogenemia', 'Hereditary factor I deficiency disease', 'Hereditary factor II deficiency disease', 'Hereditary factor V deficiency disease', 'Hereditary factor VII deficiency disease', 'Hereditary factor X deficiency disease', 'Hereditary factor XII deficiency disease', 'Hereditary factor XIII A subunit and B subunit deficiency', 'Hereditary factor XIII A subunit deficiency', 'Hereditary factor XIII B subunit deficiency', 'Hereditary factor XIII deficiency disease', 'Hereditary hypoplasminogenemia', 'Hereditary thrombophilic dysfibrinogenemia', 'High molecular weight kininogen deficiency', 'Hyperfibrinogenemia', 'Hypodysfibrinogenemia', 'Hypoplasminogenemia', 'Neonatal coagulation disorder', 'Passovoy factor deficiency', 'Platelet factor V deficiency ', 'Platelet procoagulant activity deficiency', 'Prekallikrein deficiency', 'Prothrombin complex deficiency']"
12,"['Drug-induced coagulation inhibitor disorder', 'Drug-induced coagulation inhibitor disorder', 'Factor VIII inhibitor disorder', 'Factor X inhibitor disorder']"
13,[]
14,"['Drug-induced coagulation inhibitor disorder', 'Factor I inhibitor disorder', 'Hemorrhagic disorder due to antithrombinemia', 'Hemorrhagic disorder due to circulating anticoagulants', 'Hemorrhagic disorder due to increase in anti-11a', 'Hemorrhagic disorder due to increase in anti-8a', 'Hemorrhagic disorder due to increase in anti-9a']"
15,"['Anticoagulant-induced bleeding', 'Drug-induced coagulation inhibitor disorder', 'Factor V inhibitor disorder', 'Hemorrhagic disorder due to circulating anticoagulants', 'Hemorrhagic disorder due to circulating anticoagulants', 'Hemorrhagic disorder due to hyperheparinemia', 'Hemorrhagic disorder due to increase in anti-10a', 'Hyperheparinemia']"
16,"['Acquired coagulation factor deficiency', 'Acquired combined coagulation factor deficiency', 'Acquired factor II deficiency', 'Acquired factor IX deficiency disease', 'Acquired factor V deficiency disease', 'Acquired factor VII deficiency disease', 'Acquired factor VIII deficiency disease', 'Acquired factor X deficiency disease', 'Acquired factor XI deficiency disease', 'Acquired factor XII deficiency disease', 'Acquired factor XIII deficiency disease', 'Autoimmune factor VIII deficiency', 'Blood coagulation disorder due to liver disease', 'Deficiency of coagulation factor due to liver disease', 'Deficiency of coagulation factor due to vitamin K deficiency', 'Factor II deficiency', 'Factor V deficiency', 'Factor VII deficiency', 'Factor X deficiency', 'Factor XI deficiency', 'Factor XII deficiency disease', 'Factor XIII deficiency disease', 'Idiopathic factor VIII deficiency', 'Malignancy-related factor VIII deficiency', 'Prothrombin complex deficiency', 'Prothrombin complex deficiency', 'Prothrombin complex deficiency', 'Vitamin K deficiency', 'Vitamin K deficiency coagulation disorder']"
17,"['Factor V Leiden mutation', 'Heterozygous Factor V Leiden mutation', 'Homozygous Factor V Leiden mutation', 'Resistance to activated protein C due to Factor V Leiden', 'Thrombophilia due to drug therapy']"
18,"['Heterozygous prothrombin G20210A mutation', 'Homozygous prothrombin G20210A mutation', 'Prothrombin G20210A mutation']"
19,"['Antithrombin III deficiency', 'Fibrinogen in blood above reference range', 'Heparin cofactor II deficiency', 'Hereditary antithrombin III deficiency', 'Hereditary elevated factor VIII', 'Hereditary elevated factor XI', 'Hereditary heparin cofactor II deficiency', 'Hereditary hyperfibrinogenemia', 'Hereditary protein C deficiency', 'Hereditary protein S deficiency', 'Hereditary thrombophilia', 'Heterozygous protein C deficiency', 'Heterozygous protein S deficiency', 'Homozygous protein C deficiency', 'Homozygous protein S deficiency', 'Hypercoagulability state', 'Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency', 'Hyperfibrinogenemia', 'Protein C deficiency disease', 'Protein S deficiency disease', 'Thrombophilia', 'Thrombophilia due to acquired antithrombin III deficiency', 'Thrombophilia due to acquired protein S deficiency', 'Thrombotic tendency observations', 'Upper gastrointestinal hemorrhage associated with hypercoagulability state']"
