,Synonyms
0,"['Dementia in remission', ""Early onset Alzheimer's disease with behavioral disturbance"", ""Familial Alzheimer's disease of early onset"", ""Non-familial Alzheimer's disease of early onset"", 'Presenile dementia with delirium', 'Presenile dementia with depression', 'Primary degenerative dementia of the Alzheimer type, presenile onset', 'Primary degenerative dementia of the Alzheimer type, presenile onset in remission', 'Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated', 'Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium', 'Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions', 'Primary degenerative dementia of the Alzheimer type, presenile onset, with depression']"
1,"['Dementia in remission', ""Familial Alzheimer's disease of late onset"", ""Non-familial Alzheimer's disease of late onset"", 'Primary degenerative dementia of the Alzheimer type, senile onset', 'Primary degenerative dementia of the Alzheimer type, senile onset in remission', 'Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated', 'Primary degenerative dementia of the Alzheimer type, senile onset, with behavioral disturbance', 'Primary degenerative dementia of the Alzheimer type, senile onset, with delirium', 'Primary degenerative dementia of the Alzheimer type, senile onset, with delusions', 'Primary degenerative dementia of the Alzheimer type, senile onset, with depression', 'Senile dementia with delirium', 'Senile dementia with delusion', 'Senile dementia with depression', 'Senile dementia with depressive or paranoid features']"
2,['Non-amnestic Alzheimer disease']
3,"['Altered behavior', ""Altered behavior in Alzheimer's disease"", ""Alzheimer's disease"", ""Alzheimer's disease co-occurrent with delirium"", 'Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia', ""Delusions in Alzheimer's disease"", 'Dementia of the Alzheimer type with behavioral disturbance', 'Depressed mood', ""Depressed mood in Alzheimer's disease"", ""Focal Alzheimer's disease"", 'Progressive aphasia', ""Progressive aphasia in Alzheimer's disease""]"
4,"[""Altered behavior co-occurrent and due to Pick's disease"", 'Circumscribed atrophy of brain', ""Dementia due to Pick's disease"", 'Frontotemporal dementia', 'Logopenic progressive aphasia', ""Pick's disease"", ""Pick's disease with Pick bodies"", ""Pick's disease with Pick cells and no Pick bodies"", 'Primary progressive non fluent aphasia', 'Progressive aphasia', 'Progressive aphasia', ""Progressive aphasia in Alzheimer's disease""]"
5,"['Behavioral variant of frontotemporal dementia', 'CHMP2B-related frontotemporal dementia', 'Dementia of frontal lobe type', 'Frontal lobe degeneration', 'Frontotemporal dementia', 'Frontotemporal dementia with parkinsonism-17', 'GRN-related frontotemporal dementia', 'Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia', 'Myopathy with cytoplasmic inclusions', 'Right temporal lobar atrophy', 'Semantic dementia']"
6,"['Autonomic nervous system disorder co-occurrent and due to neurodegenerative disorder', 'Cerebellar degeneration', 'Cerebral atrophy', 'Cerebral degeneration', 'Cerebral degeneration presenting primarily with dementia', 'Chorea due to heredodegenerative disorder', 'Degenerative brain disorder', 'Disorder of brain', 'Epilepsy co-occurrent and due to degenerative brain disorder', 'Frontal lobe degeneration', 'Frontotemporal degeneration', 'Lesion of brain', 'Secondary cerebellar degeneration', 'Senile degeneration of brain']"
7,"['Alcoholic cerebellar degeneration', 'Alcoholic encephalopathy', 'Alcohol-induced cerebellar ataxia', 'Cerebellar ataxia associated with another disorder', 'Cerebellar ataxia due to alcoholism', 'Cerebellar ataxia due to toxin', 'Cerebellar ataxia due to toxin', 'Cerebral degeneration due to alcoholism', 'Degenerative brain disorder caused by alcohol', 'Morel laminar sclerosis', 'Secondary cerebellar degeneration', 'Secondary cerebellar degeneration']"
8,"['Cerebral degeneration in childhood', 'Hereditary degenerative disease of central nervous system', 'Polioencephalopathy', 'Progressive neuronal degeneration of childhood', 'Progressive sclerosing poliodystrophy']"
9,"['Familial acute necrotizing encephalopathy', ""Leigh's disease"", 'Maternally inherited Leigh syndrome']"
10,"[""Dementia associated with Parkinson's Disease"", 'Diffuse Lewy body disease', 'Diffuse Lewy body disease with spongiform cortical change', 'Lewy body dementia with behavioral disturbance', 'Parkinson-dementia complex of Guam', 'Parkinsonism with dementia of Guadeloupe', 'Senile dementia of the Lewy body type']"
11,['Mild cognitive disorder']
12,[]
13,"['3-Methylglutaconic aciduria', '3-Methylglutaconic aciduria type 4', '3-methylglutaconic aciduria type IV with sensorineural deafness, encephalopathy and Leigh-like syndrome', 'Acute cerebellar syndrome', 'Argyrophilic grain disease', 'Arteriopathic granular atrophy of cerebral cortex', 'Autosomal dominant striatal neurodegeneration', 'Autosomal recessive cerebral atrophy', 'Beta-propeller protein-associated neurodegeneration', 'Cerebellar ataxia associated with another disorder', 'Cerebellar deficiency syndrome', 'Cerebral degeneration in childhood', 'Chorea co-occurrent and due to dentatorubropallidoluysian degeneration', 'Chronic hepatocerebral degeneration', 'Coenzyme A synthase protein associated neurodegeneration', 'Congenital cerebellar cortical atrophy', 'Corneal cerebellar syndrome', 'Corticostriatal-spinal degeneration', 'Cystic degeneration of brain', 'Dentatorubropallidoluysian degeneration', 'Disorder of valine metabolism', 'Early-onset progressive neurodegeneration, blindness, ataxia, spasticity syndrome', 'Fatal post-viral neurodegenerative disorder', 'Fatty acid hydroxylase associated neurodegeneration', 'Genetic lipodystrophy', 'Hereditary acantholytic dermatosis', 'Hereditary cerebellar atrophy', 'Hereditary cerebellar atrophy', 'Hereditary degenerative disease of central nervous system', 'Huntington disease-like 3', 'Huntington disease-like syndrome', 'Hypomyelinating leukodystrophy with atrophy of basal ganglia and cerebellum', 'Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly', 'Infantile neuroaxonal dystrophy', 'Juvenile cerebellar degeneration AND myoclonus', 'Keratosis follicularis, dwarfism, cerebral atrophy syndrome', 'Kufor Rakeb syndrome', 'Late cortical cerebellar atrophy', 'Late infantile and juvenile neuroaxonal dystrophy', 'Mitochondrial membrane protein associated neurodegeneration', 'Neuroaxonal dystrophy', 'Neurodegeneration due to 3-hydroxyisobutyryl coenzyme A hydrolase deficiency', 'Olivopontocerebellar atrophy and deafness', 'Olivopontocerebellar degeneration', 'PRKAR1B-related neurodegenerative dementia with intermediate filaments', 'Progressive encephalopathy with edema, hypsarrhythmia, and optic atrophy-like syndrome', 'Progressive neuronal degeneration of childhood', 'Progressive neuronal degeneration without liver cirrhosis', 'Severe neurodegenerative syndrome with lipodystrophy', 'Sporadic cerebellar degeneration', 'TUBB4A-related leukodystrophy', 'X-linked neurodegenerative syndrome Bertini type', 'X-linked neurodegenerative syndrome Hamel type']"
14,"['Acquired cerebral atrophy', 'Autonomic nervous system disorder co-occurrent and due to neurodegenerative disorder', 'Cerebellar degeneration', 'Cerebral atrophy', 'Cerebral degeneration', 'Cerebral degeneration due to Creutzfeldt-Jakob disease', ""Cerebral degeneration due to Parkinson's disease"", 'Cerebral degeneration presenting primarily with dementia', 'Chorea due to heredodegenerative disorder', 'Circumscribed atrophy of brain', 'Degenerative brain disorder', 'Degenerative disease of the central nervous system', 'Epilepsy co-occurrent and due to degenerative brain disorder', 'Frontal lobe degeneration', 'Frontal lobe degeneration with motor neurone disease', 'Frontotemporal degeneration', 'Frontotemporal dementia', 'Microphthalmia with brain atrophy syndrome', 'Parkinsonism due to heredodegenerative disorder', 'Posterior cortical atrophy syndrome', 'Prieto Badia Mulas syndrome', 'Progressive focal cortical atrophy', 'Secondary cerebellar degeneration']"
15,"['Myelopathy due to nutritional deficiency', 'Subacute combined degeneration of spinal cord']"
