,category,condition
0,S70.00XA,"Contusion of unspecified hip, initial encounter"
1,S70.00XD,"Contusion of unspecified hip, subsequent encounter"
2,S70.00XS,"Contusion of unspecified hip, sequela"
3,S70.01XA,"Contusion of right hip, initial encounter"
4,S70.01XD,"Contusion of right hip, subsequent encounter"
5,S70.01XS,"Contusion of right hip, sequela"
6,S70.02XA,"Contusion of left hip, initial encounter"
7,S70.02XD,"Contusion of left hip, subsequent encounter"
8,S70.02XS,"Contusion of left hip, sequela"
9,S70.10XA,"Contusion of unspecified thigh, initial encounter"
10,S70.10XD,"Contusion of unspecified thigh, subsequent encounter"
11,S70.10XS,"Contusion of unspecified thigh, sequela"
12,S70.11XA,"Contusion of right thigh, initial encounter"
13,S70.11XD,"Contusion of right thigh, subsequent encounter"
14,S70.11XS,"Contusion of right thigh, sequela"
15,S70.12XA,"Contusion of left thigh, initial encounter"
16,S70.12XD,"Contusion of left thigh, subsequent encounter"
17,S70.12XS,"Contusion of left thigh, sequela"
18,S70.211A,"Abrasion, right hip, initial encounter"
19,S70.211D,"Abrasion, right hip, subsequent encounter"
20,S70.211S,"Abrasion, right hip, sequela"
21,S70.212A,"Abrasion, left hip, initial encounter"
22,S70.212D,"Abrasion, left hip, subsequent encounter"
23,S70.212S,"Abrasion, left hip, sequela"
24,S70.219A,"Abrasion, unspecified hip, initial encounter"
25,S70.219D,"Abrasion, unspecified hip, subsequent encounter"
26,S70.219S,"Abrasion, unspecified hip, sequela"
27,S70.221A,"Blister (nonthermal), right hip, initial encounter"
28,S70.221D,"Blister (nonthermal), right hip, subsequent encounter"
29,S70.221S,"Blister (nonthermal), right hip, sequela"
30,S70.222A,"Blister (nonthermal), left hip, initial encounter"
31,S70.222D,"Blister (nonthermal), left hip, subsequent encounter"
32,S70.222S,"Blister (nonthermal), left hip, sequela"
33,S70.229A,"Blister (nonthermal), unspecified hip, initial encounter"
34,S70.229D,"Blister (nonthermal), unspecified hip, subsequent encounter"
35,S70.229S,"Blister (nonthermal), unspecified hip, sequela"
36,S70.241A,"External constriction, right hip, initial encounter"
37,S70.241D,"External constriction, right hip, subsequent encounter"
38,S70.241S,"External constriction, right hip, sequela"
39,S70.242A,"External constriction, left hip, initial encounter"
40,S70.242D,"External constriction, left hip, subsequent encounter"
41,S70.242S,"External constriction, left hip, sequela"
42,S70.249A,"External constriction, unspecified hip, initial encounter"
43,S70.249D,"External constriction, unspecified hip, subsequent encounter"
44,S70.249S,"External constriction, unspecified hip, sequela"
45,S70.251A,"Superficial foreign body, right hip, initial encounter"
46,S70.251D,"Superficial foreign body, right hip, subsequent encounter"
47,S70.251S,"Superficial foreign body, right hip, sequela"
48,S70.252A,"Superficial foreign body, left hip, initial encounter"
49,S70.252D,"Superficial foreign body, left hip, subsequent encounter"
50,S70.252S,"Superficial foreign body, left hip, sequela"
51,S70.259A,"Superficial foreign body, unspecified hip, initial encounter"
52,S70.259D,"Superficial foreign body, unspecified hip, subs encntr"
53,S70.259S,"Superficial foreign body, unspecified hip, sequela"
54,S70.261A,"Insect bite (nonvenomous), right hip, initial encounter"
55,S70.261D,"Insect bite (nonvenomous), right hip, subsequent encounter"
56,S70.261S,"Insect bite (nonvenomous), right hip, sequela"
57,S70.262A,"Insect bite (nonvenomous), left hip, initial encounter"
58,S70.262D,"Insect bite (nonvenomous), left hip, subsequent encounter"
59,S70.262S,"Insect bite (nonvenomous), left hip, sequela"
60,S70.269A,"Insect bite (nonvenomous), unspecified hip, init encntr"
61,S70.269D,"Insect bite (nonvenomous), unspecified hip, subs encntr"
62,S70.269S,"Insect bite (nonvenomous), unspecified hip, sequela"
63,S70.271A,"Other superficial bite of hip, right hip, initial encounter"
64,S70.271D,"Other superficial bite of hip, right hip, subs encntr"
65,S70.271S,"Other superficial bite of hip, right hip, sequela"
66,S70.272A,"Other superficial bite of hip, left hip, initial encounter"
67,S70.272D,"Other superficial bite of hip, left hip, subs encntr"
68,S70.272S,"Other superficial bite of hip, left hip, sequela"
69,S70.279A,"Other superficial bite of hip, unspecified hip, init encntr"
70,S70.279D,"Other superficial bite of hip, unspecified hip, subs encntr"
71,S70.279S,"Other superficial bite of hip, unspecified hip, sequela"
72,S70.311A,"Abrasion, right thigh, initial encounter"
73,S70.311D,"Abrasion, right thigh, subsequent encounter"
74,S70.311S,"Abrasion, right thigh, sequela"
75,S70.312A,"Abrasion, left thigh, initial encounter"
76,S70.312D,"Abrasion, left thigh, subsequent encounter"
77,S70.312S,"Abrasion, left thigh, sequela"
78,S70.319A,"Abrasion, unspecified thigh, initial encounter"
79,S70.319D,"Abrasion, unspecified thigh, subsequent encounter"
80,S70.319S,"Abrasion, unspecified thigh, sequela"
81,S70.321A,"Blister (nonthermal), right thigh, initial encounter"
82,S70.321D,"Blister (nonthermal), right thigh, subsequent encounter"
83,S70.321S,"Blister (nonthermal), right thigh, sequela"
84,S70.322A,"Blister (nonthermal), left thigh, initial encounter"
85,S70.322D,"Blister (nonthermal), left thigh, subsequent encounter"
86,S70.322S,"Blister (nonthermal), left thigh, sequela"
87,S70.329A,"Blister (nonthermal), unspecified thigh, initial encounter"
88,S70.329D,"Blister (nonthermal), unspecified thigh, subs encntr"
89,S70.329S,"Blister (nonthermal), unspecified thigh, sequela"
90,S70.341A,"External constriction, right thigh, initial encounter"
91,S70.341D,"External constriction, right thigh, subsequent encounter"
92,S70.341S,"External constriction, right thigh, sequela"
93,S70.342A,"External constriction, left thigh, initial encounter"
94,S70.342D,"External constriction, left thigh, subsequent encounter"
95,S70.342S,"External constriction, left thigh, sequela"
96,S70.349A,"External constriction, unspecified thigh, initial encounter"
97,S70.349D,"External constriction, unspecified thigh, subs encntr"
98,S70.349S,"External constriction, unspecified thigh, sequela"
99,S70.351A,"Superficial foreign body, right thigh, initial encounter"
100,S70.351D,"Superficial foreign body, right thigh, subsequent encounter"
101,S70.351S,"Superficial foreign body, right thigh, sequela"
102,S70.352A,"Superficial foreign body, left thigh, initial encounter"
103,S70.352D,"Superficial foreign body, left thigh, subsequent encounter"
104,S70.352S,"Superficial foreign body, left thigh, sequela"
105,S70.359A,"Superficial foreign body, unspecified thigh, init encntr"
106,S70.359D,"Superficial foreign body, unspecified thigh, subs encntr"
107,S70.359S,"Superficial foreign body, unspecified thigh, sequela"
108,S70.361A,"Insect bite (nonvenomous), right thigh, initial encounter"
109,S70.361D,"Insect bite (nonvenomous), right thigh, subsequent encounter"
110,S70.361S,"Insect bite (nonvenomous), right thigh, sequela"
111,S70.362A,"Insect bite (nonvenomous), left thigh, initial encounter"
112,S70.362D,"Insect bite (nonvenomous), left thigh, subsequent encounter"
113,S70.362S,"Insect bite (nonvenomous), left thigh, sequela"
114,S70.369A,"Insect bite (nonvenomous), unspecified thigh, init encntr"
115,S70.369D,"Insect bite (nonvenomous), unspecified thigh, subs encntr"
116,S70.369S,"Insect bite (nonvenomous), unspecified thigh, sequela"
117,S70.371A,"Other superficial bite of right thigh, initial encounter"
118,S70.371D,"Other superficial bite of right thigh, subsequent encounter"
119,S70.371S,"Other superficial bite of right thigh, sequela"
120,S70.372A,"Other superficial bite of left thigh, initial encounter"
121,S70.372D,"Other superficial bite of left thigh, subsequent encounter"
122,S70.372S,"Other superficial bite of left thigh, sequela"
123,S70.379A,"Other superficial bite of unspecified thigh, init encntr"
124,S70.379D,"Other superficial bite of unspecified thigh, subs encntr"
125,S70.379S,"Other superficial bite of unspecified thigh, sequela"
126,S70.911A,"Unspecified superficial injury of right hip, init encntr"
127,S70.911D,"Unspecified superficial injury of right hip, subs encntr"
128,S70.911S,"Unspecified superficial injury of right hip, sequela"
129,S70.912A,"Unspecified superficial injury of left hip, init encntr"
130,S70.912D,"Unspecified superficial injury of left hip, subs encntr"
131,S70.912S,"Unspecified superficial injury of left hip, sequela"
132,S70.919A,"Unsp superficial injury of unspecified hip, init encntr"
133,S70.919D,"Unsp superficial injury of unspecified hip, subs encntr"
134,S70.919S,"Unspecified superficial injury of unspecified hip, sequela"
135,S70.921A,"Unspecified superficial injury of right thigh, init encntr"
136,S70.921D,"Unspecified superficial injury of right thigh, subs encntr"
137,S70.921S,"Unspecified superficial injury of right thigh, sequela"
138,S70.922A,"Unspecified superficial injury of left thigh, init encntr"
139,S70.922D,"Unspecified superficial injury of left thigh, subs encntr"
140,S70.922S,"Unspecified superficial injury of left thigh, sequela"
141,S70.929A,"Unsp superficial injury of unspecified thigh, init encntr"
142,S70.929D,"Unsp superficial injury of unspecified thigh, subs encntr"
143,S70.929S,"Unspecified superficial injury of unspecified thigh, sequela"
144,S71.001A,"Unspecified open wound, right hip, initial encounter"
145,S71.001D,"Unspecified open wound, right hip, subsequent encounter"
146,S71.001S,"Unspecified open wound, right hip, sequela"
147,S71.002A,"Unspecified open wound, left hip, initial encounter"
148,S71.002D,"Unspecified open wound, left hip, subsequent encounter"
149,S71.002S,"Unspecified open wound, left hip, sequela"
150,S71.009A,"Unspecified open wound, unspecified hip, initial encounter"
151,S71.009D,"Unspecified open wound, unspecified hip, subs encntr"
152,S71.009S,"Unspecified open wound, unspecified hip, sequela"
153,S71.011A,"Laceration without foreign body, right hip, init encntr"
154,S71.011D,"Laceration without foreign body, right hip, subs encntr"
155,S71.011S,"Laceration without foreign body, right hip, sequela"
156,S71.012A,"Laceration without foreign body, left hip, initial encounter"
157,S71.012D,"Laceration without foreign body, left hip, subs encntr"
158,S71.012S,"Laceration without foreign body, left hip, sequela"
159,S71.019A,"Laceration without foreign body, unsp hip, init encntr"
160,S71.019D,"Laceration without foreign body, unsp hip, subs encntr"
161,S71.019S,"Laceration without foreign body, unspecified hip, sequela"
162,S71.021A,"Laceration with foreign body, right hip, initial encounter"
163,S71.021D,"Laceration with foreign body, right hip, subs encntr"
164,S71.021S,"Laceration with foreign body, right hip, sequela"
165,S71.022A,"Laceration with foreign body, left hip, initial encounter"
166,S71.022D,"Laceration with foreign body, left hip, subsequent encounter"
167,S71.022S,"Laceration with foreign body, left hip, sequela"
168,S71.029A,"Laceration with foreign body, unspecified hip, init encntr"
169,S71.029D,"Laceration with foreign body, unspecified hip, subs encntr"
170,S71.029S,"Laceration with foreign body, unspecified hip, sequela"
171,S71.031A,"Puncture wound without foreign body, right hip, init encntr"
172,S71.031D,"Puncture wound without foreign body, right hip, subs encntr"
173,S71.031S,"Puncture wound without foreign body, right hip, sequela"
174,S71.032A,"Puncture wound without foreign body, left hip, init encntr"
175,S71.032D,"Puncture wound without foreign body, left hip, subs encntr"
176,S71.032S,"Puncture wound without foreign body, left hip, sequela"
177,S71.039A,"Puncture wound without foreign body, unsp hip, init encntr"
