,category,condition
0,Y62.0,Failure of sterile precautions during surgical operation
1,Y62.1,Failure of sterile precautions during infusn/transfusn
2,Y62.2,Fail of steril precaut dur kidney dialysis and oth perfusion
3,Y62.3,Failure of steril precaut during injection or immunization
4,Y62.4,Failure of sterile precautions during endoscopic examination
5,Y62.5,Failure of sterile precautions during heart catheterization
6,Y62.6,"Failure of steril precaut during aspirat, pnctr and oth cath"
7,Y62.8,Failure of steril precaut during oth surg and medical care
8,Y62.9,Failure of steril precaut during unsp surg and medical care
9,Y63.0,Excess amount of bld or oth fluid given dur tranfs or infusn
10,Y63.1,Incorrect dilution of fluid used during infusion
11,Y63.2,Overdose of radiation given during therapy
12,Y63.3,Inadvertent expsr of patient to radiation during med care
13,Y63.4,Failure in dosage in electroshock or insulinshock therapy
14,Y63.5,Inappropriate temperature in local application and packing
15,Y63.6,"Undrdose & nonadmin of necess drug, medicament or biolg sub"
16,Y63.8,Failure in dosage during other surgical and medical care
17,Y63.9,Failure in dosage during unsp surgical and medical care
18,Y64.0,"Contaminated med/biolog sub, transfused or infused"
19,Y64.1,"Contaminated med/biolog sub, injected or used for immuniz"
20,Y64.8,Contaminated med/biolog sub administered by oth means
21,Y64.9,Contaminated med/biolog sub administered by unsp means
22,Y65.0,Mismatched blood in transfusion
23,Y65.1,Wrong fluid used in infusion
24,Y65.2,Failure in suture or ligature during surgical operation
25,Y65.3,Endotracheal tube wrongly placed during anesthetic procedure
26,Y65.4,Failure to introduce or to remove other tube or instrument
27,Y65.51,Performance of wrong procedure (op) on correct patient
28,Y65.52,Perform of proc (op) on patient not scheduled for surgery
29,Y65.53,Perform of correct procedure (op) on wrong side or body part
30,Y65.8,Oth misadventures during surgical and medical care
31,Nonadministration of surgical and medical care (Y66),Y66  Nonadministration of surgical and medical care
32,Y66,Nonadministration of surgical and medical care
33,Unspecified misadventure during surgical and medical care (Y69),Y69  Unspecified misadventure during surgical and medical care
34,Y69,Unspecified misadventure during surgical and medical care
35,Y70.0,Diagnostic and monitoring anesth devices assoc w incdt
36,Y70.1,Therapeutic and rehab anesth devices assoc w incdt
37,Y70.2,Prosth/oth implnt/mtrls anesthesiology devices assoc w incdt
