,category,condition
0,H60.00,"Abscess of external ear, unspecified ear"
1,H60.01,Abscess of right external ear
2,H60.02,Abscess of left external ear
3,H60.03,"Abscess of external ear, bilateral"
4,H60.10,"Cellulitis of external ear, unspecified ear"
5,H60.11,Cellulitis of right external ear
6,H60.12,Cellulitis of left external ear
7,H60.13,"Cellulitis of external ear, bilateral"
8,H60.20,"Malignant otitis externa, unspecified ear"
9,H60.21,"Malignant otitis externa, right ear"
10,H60.22,"Malignant otitis externa, left ear"
11,H60.23,"Malignant otitis externa, bilateral"
12,H60.311,"Diffuse otitis externa, right ear"
13,H60.312,"Diffuse otitis externa, left ear"
14,H60.313,"Diffuse otitis externa, bilateral"
15,H60.319,"Diffuse otitis externa, unspecified ear"
16,H60.321,"Hemorrhagic otitis externa, right ear"
17,H60.322,"Hemorrhagic otitis externa, left ear"
18,H60.323,"Hemorrhagic otitis externa, bilateral"
19,H60.329,"Hemorrhagic otitis externa, unspecified ear"
20,H60.331,"Swimmer's ear, right ear"
21,H60.332,"Swimmer's ear, left ear"
22,H60.333,"Swimmer's ear, bilateral"
23,H60.339,"Swimmer's ear, unspecified ear"
24,H60.391,"Other infective otitis externa, right ear"
25,H60.392,"Other infective otitis externa, left ear"
26,H60.393,"Other infective otitis externa, bilateral"
27,H60.399,"Other infective otitis externa, unspecified ear"
28,H60.40,"Cholesteatoma of external ear, unspecified ear"
29,H60.41,Cholesteatoma of right external ear
30,H60.42,Cholesteatoma of left external ear
31,H60.43,"Cholesteatoma of external ear, bilateral"
32,H60.501,"Unspecified acute noninfective otitis externa, right ear"
33,H60.502,"Unspecified acute noninfective otitis externa, left ear"
34,H60.503,"Unspecified acute noninfective otitis externa, bilateral"
35,H60.509,"Unsp acute noninfective otitis externa, unspecified ear"
36,H60.511,"Acute actinic otitis externa, right ear"
37,H60.512,"Acute actinic otitis externa, left ear"
38,H60.513,"Acute actinic otitis externa, bilateral"
39,H60.519,"Acute actinic otitis externa, unspecified ear"
40,H60.521,"Acute chemical otitis externa, right ear"
41,H60.522,"Acute chemical otitis externa, left ear"
42,H60.523,"Acute chemical otitis externa, bilateral"
43,H60.529,"Acute chemical otitis externa, unspecified ear"
44,H60.531,"Acute contact otitis externa, right ear"
45,H60.532,"Acute contact otitis externa, left ear"
46,H60.533,"Acute contact otitis externa, bilateral"
47,H60.539,"Acute contact otitis externa, unspecified ear"
48,H60.541,"Acute eczematoid otitis externa, right ear"
49,H60.542,"Acute eczematoid otitis externa, left ear"
50,H60.543,"Acute eczematoid otitis externa, bilateral"
51,H60.549,"Acute eczematoid otitis externa, unspecified ear"
52,H60.551,"Acute reactive otitis externa, right ear"
53,H60.552,"Acute reactive otitis externa, left ear"
54,H60.553,"Acute reactive otitis externa, bilateral"
55,H60.559,"Acute reactive otitis externa, unspecified ear"
56,H60.591,"Other noninfective acute otitis externa, right ear"
57,H60.592,"Other noninfective acute otitis externa, left ear"
58,H60.593,"Other noninfective acute otitis externa, bilateral"
59,H60.599,"Other noninfective acute otitis externa, unspecified ear"
60,H60.60,"Unspecified chronic otitis externa, unspecified ear"
61,H60.61,"Unspecified chronic otitis externa, right ear"
62,H60.62,"Unspecified chronic otitis externa, left ear"
63,H60.63,"Unspecified chronic otitis externa, bilateral"
64,H60.8X1,"Other otitis externa, right ear"
65,H60.8X2,"Other otitis externa, left ear"
66,H60.8X3,"Other otitis externa, bilateral"
67,H60.8X9,"Other otitis externa, unspecified ear"
68,H60.90,"Unspecified otitis externa, unspecified ear"
69,H60.91,"Unspecified otitis externa, right ear"
70,H60.92,"Unspecified otitis externa, left ear"
71,H60.93,"Unspecified otitis externa, bilateral"
72,H61.001,Unspecified perichondritis of right external ear
73,H61.002,Unspecified perichondritis of left external ear
74,H61.003,"Unspecified perichondritis of external ear, bilateral"
75,H61.009,"Unspecified perichondritis of external ear, unspecified ear"
76,H61.011,Acute perichondritis of right external ear
77,H61.012,Acute perichondritis of left external ear
78,H61.013,"Acute perichondritis of external ear, bilateral"
79,H61.019,"Acute perichondritis of external ear, unspecified ear"
80,H61.021,Chronic perichondritis of right external ear
81,H61.022,Chronic perichondritis of left external ear
82,H61.023,"Chronic perichondritis of external ear, bilateral"
83,H61.029,"Chronic perichondritis of external ear, unspecified ear"
84,H61.031,Chondritis of right external ear
85,H61.032,Chondritis of left external ear
86,H61.033,"Chondritis of external ear, bilateral"
87,H61.039,"Chondritis of external ear, unspecified ear"
88,H61.101,"Unspecified noninfective disorders of pinna, right ear"
89,H61.102,"Unspecified noninfective disorders of pinna, left ear"
90,H61.103,"Unspecified noninfective disorders of pinna, bilateral"
91,H61.109,"Unspecified noninfective disorders of pinna, unspecified ear"
92,H61.111,"Acquired deformity of pinna, right ear"
93,H61.112,"Acquired deformity of pinna, left ear"
94,H61.113,"Acquired deformity of pinna, bilateral"
95,H61.119,"Acquired deformity of pinna, unspecified ear"
96,H61.121,"Hematoma of pinna, right ear"
97,H61.122,"Hematoma of pinna, left ear"
98,H61.123,"Hematoma of pinna, bilateral"
99,H61.129,"Hematoma of pinna, unspecified ear"
100,H61.191,"Noninfective disorders of pinna, right ear"
101,H61.192,"Noninfective disorders of pinna, left ear"
102,H61.193,"Noninfective disorders of pinna, bilateral"
103,H61.199,"Noninfective disorders of pinna, unspecified ear"
104,H61.20,"Impacted cerumen, unspecified ear"
105,H61.21,"Impacted cerumen, right ear"
106,H61.22,"Impacted cerumen, left ear"
107,H61.23,"Impacted cerumen, bilateral"
108,H61.301,"Acquired stenosis of right external ear canal, unspecified"
109,H61.302,"Acquired stenosis of left external ear canal, unspecified"
110,H61.303,"Acquired stenosis of external ear canal, unsp, bilateral"
111,H61.309,"Acquired stenosis of external ear canal, unsp, unsp ear"
112,H61.311,Acquired stenosis of r ext ear canal secondary to trauma
113,H61.312,Acquired stenosis of l ext ear canal secondary to trauma
114,H61.313,"Acquired stenosis of ext ear canal secondary to trauma, bi"
115,H61.319,"Acquired stenosis of ext ear canal sec to trauma, unsp ear"
116,H61.321,Acquired stenosis of r ext ear canal sec to inflam and infct
117,H61.322,Acquired stenosis of l ext ear canal sec to inflam and infct
118,H61.323,"Acq stenosis of ext ear canal sec to inflam and infct, bi"
119,H61.329,"Acq stenos of ext ear canal sec to inflam & infct, unsp ear"
120,H61.391,Other acquired stenosis of right external ear canal
121,H61.392,Other acquired stenosis of left external ear canal
122,H61.393,"Other acquired stenosis of external ear canal, bilateral"
123,H61.399,"Other acquired stenosis of external ear canal, unsp ear"
124,H61.811,Exostosis of right external canal
125,H61.812,Exostosis of left external canal
126,H61.813,"Exostosis of external canal, bilateral"
127,H61.819,"Exostosis of external canal, unspecified ear"
128,H61.891,Other specified disorders of right external ear
129,H61.892,Other specified disorders of left external ear
130,H61.893,"Other specified disorders of external ear, bilateral"
131,H61.899,"Other specified disorders of external ear, unspecified ear"
132,H61.90,"Disorder of external ear, unspecified, unspecified ear"
133,H61.91,"Disorder of right external ear, unspecified"
134,H61.92,"Disorder of left external ear, unspecified"
135,H61.93,"Disorder of external ear, unspecified, bilateral"
136,H62.40,"Otitis externa in oth diseases classd elswhr, unsp ear"
137,H62.41,"Otitis externa in oth diseases classd elswhr, right ear"
138,H62.42,"Otitis externa in oth diseases classd elswhr, left ear"
139,H62.43,"Otitis externa in oth diseases classd elswhr, bilateral"
140,H62.8X1,Oth disorders of r ext ear in diseases classd elswhr
141,H62.8X2,Oth disorders of left external ear in diseases classd elswhr
142,H62.8X3,"Oth disorders of ext ear in diseases classd elswhr, bi"
143,H62.8X9,"Oth disorders of ext ear in diseases classd elswhr, unsp ear"
